variable,mean,count,school_lab,year_group_lab,gender_lab,fsm_lab,sen_lab
stress_score,7.45945945945946,37.0,School D,Year 8,All,All,All
appearance_score,4.545454545454546,44.0,School D,Year 8,All,All,All
negative_score,10.962962962962964,27.0,School D,Year 8,All,All,All
lonely_score,3.0,47.0,School D,Year 8,All,All,All
support_score,4.714285714285714,42.0,School D,Year 8,All,All,All
sleep_score,0.5,44.0,School D,Year 8,All,All,All
physical_score,243.4090909090909,44.0,School D,Year 8,All,All,All
free_like_score,3.234042553191489,47.0,School D,Year 8,All,All,All
media_score,4.434782608695652,46.0,School D,Year 8,All,All,All
places_score,2.3260869565217392,46.0,School D,Year 8,All,All,All
staff_talk_score,2.5555555555555554,36.0,School D,Year 8,All,All,All
home_talk_score,2.5535714285714284,42.0,School D,Year 8,All,All,All
peer_talk_score,2.792682926829268,41.0,School D,Year 8,All,All,All
talk_score,7.87037037037037,27.0,School D,Year 8,All,All,All
accept_score,10.095238095238095,42.0,School D,Year 8,All,All,All
school_belong_score,2.4634146341463414,41.0,School D,Year 8,All,All,All
staff_relationship_score,11.81081081081081,37.0,School D,Year 8,All,All,All
home_relationship_score,11.969696969696969,33.0,School D,Year 8,All,All,All
home_happy_score,4.619047619047619,42.0,School D,Year 8,All,All,All
local_env_score,14.948717948717949,26.0,School D,Year 8,All,All,All
discrim_score,1.0,47.0,School D,Year 8,All,All,All
belong_local_score,2.4,40.0,School D,Year 8,All,All,All
wealth_score,0.42424242424242425,33.0,School D,Year 8,All,All,All
future_score,6.964285714285714,14.0,School D,Year 8,All,All,All
climate_score,2.7333333333333334,45.0,School D,Year 8,All,All,All
social_score,11.84375,32.0,School D,Year 8,All,All,All
bully_score,7.829787234042553,47.0,School D,Year 8,All,All,All
autonomy_score,17.620689655172413,29.0,School D,Year 10,All,All,All
life_satisfaction_score,4.98,50.0,School D,Year 10,All,All,All
optimism_score,12.729166666666666,48.0,School D,Year 10,All,All,All
wellbeing_score,20.428571428571427,35.0,School D,Year 10,All,All,All
esteem_score,12.6,30.0,School D,Year 10,All,All,All
stress_score,7.651162790697675,43.0,School D,Year 10,All,All,All
appearance_score,4.921568627450981,51.0,School D,Year 10,All,All,All
negative_score,9.857142857142858,28.0,School D,Year 10,All,All,All
lonely_score,3.3653846153846154,52.0,School D,Year 10,All,All,All
support_score,4.576923076923077,52.0,School D,Year 10,All,All,All
sleep_score,0.4807692307692308,52.0,School D,Year 10,All,All,All
physical_score,277.3333333333333,45.0,School D,Year 10,All,All,All
free_like_score,2.9215686274509802,51.0,School D,Year 10,All,All,All
media_score,3.830188679245283,53.0,School D,Year 10,All,All,All
places_score,2.660377358490566,53.0,School D,Year 10,All,All,All
staff_talk_score,2.6052631578947367,38.0,School D,Year 10,All,All,All
home_talk_score,2.5348837209302326,43.0,School D,Year 10,All,All,All
peer_talk_score,2.556122448979592,49.0,School D,Year 10,All,All,All
talk_score,7.928571428571429,28.0,School D,Year 10,All,All,All
accept_score,9.533333333333333,45.0,School D,Year 10,All,All,All
school_belong_score,2.978723404255319,47.0,School D,Year 10,All,All,All
staff_relationship_score,12.073170731707316,41.0,School D,Year 10,All,All,All
home_relationship_score,11.608695652173912,46.0,School D,Year 10,All,All,All
home_happy_score,4.576923076923077,52.0,School D,Year 10,All,All,All
local_env_score,14.869047619047619,28.0,School D,Year 10,All,All,All
discrim_score,1.0,53.0,School D,Year 10,All,All,All
belong_local_score,2.4313725490196076,51.0,School D,Year 10,All,All,All
wealth_score,0.475,40.0,School D,Year 10,All,All,All
future_score,7.48,25.0,School D,Year 10,All,All,All
climate_score,2.3137254901960786,51.0,School D,Year 10,All,All,All
social_score,12.372093023255815,43.0,School D,Year 10,All,All,All
bully_score,7.285714285714286,49.0,School D,Year 10,All,All,All
autonomy_score,NULL,NULL,School D,All,Girl,All,All
life_satisfaction_score,4.642857142857143,14.0,School D,All,Girl,All,All
optimism_score,12.2,15.0,School D,All,Girl,All,All
wellbeing_score,NULL,NULL,School D,All,Girl,All,All
esteem_score,12.0,12.0,School D,All,Girl,All,All
stress_score,NULL,NULL,School D,All,Girl,All,All
appearance_score,4.6,15.0,School D,All,Girl,All,All
negative_score,10.0,10.0,School D,All,Girl,All,All
lonely_score,3.1333333333333333,15.0,School D,All,Girl,All,All
support_score,4.357142857142857,14.0,School D,All,Girl,All,All
sleep_score,0.4,15.0,School D,All,Girl,All,All
physical_score,253.84615384615384,13.0,School D,All,Girl,All,All
free_like_score,3.357142857142857,14.0,School D,All,Girl,All,All
media_score,3.466666666666667,15.0,School D,All,Girl,All,All
places_score,2.8666666666666667,15.0,School D,All,Girl,All,All
staff_talk_score,2.625,10.0,School D,All,Girl,All,All
home_talk_score,2.5576923076923075,13.0,School D,All,Girl,All,All
peer_talk_score,2.4285714285714284,14.0,School D,All,Girl,All,All
talk_score,NULL,NULL,School D,All,Girl,All,All
accept_score,11.0,13.0,School D,All,Girl,All,All
school_belong_score,3.0714285714285716,14.0,School D,All,Girl,All,All
staff_relationship_score,12.23076923076923,13.0,School D,All,Girl,All,All
home_relationship_score,11.416666666666666,12.0,School D,All,Girl,All,All
home_happy_score,3.8666666666666667,15.0,School D,All,Girl,All,All
local_env_score,14.566666666666666,10.0,School D,All,Girl,All,All
discrim_score,1.0,15.0,School D,All,Girl,All,All
belong_local_score,2.7857142857142856,14.0,School D,All,Girl,All,All
wealth_score,0.5454545454545454,11.0,School D,All,Girl,All,All
future_score,NULL,NULL,School D,All,Girl,All,All
climate_score,2.3333333333333335,15.0,School D,All,Girl,All,All
social_score,NULL,NULL,School D,All,Girl,All,All
bully_score,8.0,15.0,School D,All,Girl,All,All
autonomy_score,18.23076923076923,13.0,School D,All,Boy,All,All
life_satisfaction_score,5.0,22.0,School D,All,Boy,All,All
optimism_score,12.318181818181818,22.0,School D,All,Boy,All,All
wellbeing_score,20.153846153846153,13.0,School D,All,Boy,All,All
esteem_score,13.857142857142858,14.0,School D,All,Boy,All,All
stress_score,7.8,20.0,School D,All,Boy,All,All
appearance_score,4.157894736842105,19.0,School D,All,Boy,All,All
negative_score,11.833333333333334,12.0,School D,All,Boy,All,All
lonely_score,3.0952380952380953,21.0,School D,All,Boy,All,All
support_score,4.75,20.0,School D,All,Boy,All,All
sleep_score,0.4090909090909091,22.0,School D,All,Boy,All,All
physical_score,302.85714285714283,21.0,School D,All,Boy,All,All
free_like_score,3.0476190476190474,21.0,School D,All,Boy,All,All
media_score,4.590909090909091,22.0,School D,All,Boy,All,All
places_score,2.1363636363636362,22.0,School D,All,Boy,All,All
staff_talk_score,2.9583333333333335,18.0,School D,All,Boy,All,All
home_talk_score,2.71875,16.0,School D,All,Boy,All,All
peer_talk_score,2.3421052631578947,19.0,School D,All,Boy,All,All
talk_score,8.625,10.0,School D,All,Boy,All,All
accept_score,9.125,16.0,School D,All,Boy,All,All
school_belong_score,2.9,20.0,School D,All,Boy,All,All
staff_relationship_score,11.875,16.0,School D,All,Boy,All,All
home_relationship_score,12.3125,16.0,School D,All,Boy,All,All
home_happy_score,4.523809523809524,21.0,School D,All,Boy,All,All
local_env_score,15.606060606060606,11.0,School D,All,Boy,All,All
discrim_score,1.0,22.0,School D,All,Boy,All,All
belong_local_score,2.473684210526316,19.0,School D,All,Boy,All,All
wealth_score,0.625,16.0,School D,All,Boy,All,All
future_score,NULL,NULL,School D,All,Boy,All,All
climate_score,2.6666666666666665,21.0,School D,All,Boy,All,All
social_score,11.733333333333333,15.0,School D,All,Boy,All,All
bully_score,7.2272727272727275,22.0,School D,All,Boy,All,All
autonomy_score,18.424242424242426,33.0,School D,All,All,FSM,All
life_satisfaction_score,5.270833333333333,48.0,School D,All,All,FSM,All
optimism_score,11.893617021276595,47.0,School D,All,All,FSM,All
wellbeing_score,20.806451612903224,31.0,School D,All,All,FSM,All
esteem_score,12.964285714285714,28.0,School D,All,All,FSM,All
stress_score,7.0,39.0,School D,All,All,FSM,All
appearance_score,4.521739130434782,46.0,School D,All,All,FSM,All
negative_score,10.68,25.0,School D,All,All,FSM,All
lonely_score,3.142857142857143,49.0,School D,All,All,FSM,All
support_score,4.760869565217392,46.0,School D,All,All,FSM,All
sleep_score,0.5208333333333334,48.0,School D,All,All,FSM,All
physical_score,282.5,48.0,School D,All,All,FSM,All
free_like_score,2.9583333333333335,48.0,School D,All,All,FSM,All
media_score,4.16,50.0,School D,All,All,FSM,All
places_score,2.56,50.0,School D,All,All,FSM,All
staff_talk_score,2.6315789473684212,38.0,School D,All,All,FSM,All
home_talk_score,2.3722222222222222,45.0,School D,All,All,FSM,All
peer_talk_score,2.659090909090909,44.0,School D,All,All,FSM,All
talk_score,7.85,30.0,School D,All,All,FSM,All
accept_score,9.590909090909092,44.0,School D,All,All,FSM,All
school_belong_score,2.8125,48.0,School D,All,All,FSM,All
staff_relationship_score,12.153846153846153,39.0,School D,All,All,FSM,All
home_relationship_score,11.975,40.0,School D,All,All,FSM,All
home_happy_score,4.723404255319149,47.0,School D,All,All,FSM,All
local_env_score,14.816091954022989,29.0,School D,All,All,FSM,All
discrim_score,1.0,50.0,School D,All,All,FSM,All
belong_local_score,2.340909090909091,44.0,School D,All,All,FSM,All
wealth_score,0.5,40.0,School D,All,All,FSM,All
future_score,7.675,20.0,School D,All,All,FSM,All
climate_score,2.6041666666666665,48.0,School D,All,All,FSM,All
social_score,12.625,40.0,School D,All,All,FSM,All
bully_score,7.583333333333333,48.0,School D,All,All,FSM,All
autonomy_score,17.22222222222222,18.0,School D,All,All,Non-FSM,All
life_satisfaction_score,4.628571428571429,35.0,School D,All,All,Non-FSM,All
optimism_score,12.18421052631579,38.0,School D,All,All,Non-FSM,All
wellbeing_score,20.807692307692307,26.0,School D,All,All,Non-FSM,All
esteem_score,13.083333333333334,24.0,School D,All,All,Non-FSM,All
stress_score,7.967741935483871,31.0,School D,All,All,Non-FSM,All
appearance_score,5.175,40.0,School D,All,All,Non-FSM,All
negative_score,10.375,24.0,School D,All,All,Non-FSM,All
lonely_score,3.024390243902439,41.0,School D,All,All,Non-FSM,All
support_score,4.447368421052632,38.0,School D,All,All,Non-FSM,All
sleep_score,0.5128205128205128,39.0,School D,All,All,Non-FSM,All
physical_score,233.8235294117647,34.0,School D,All,All,Non-FSM,All
free_like_score,3.073170731707317,41.0,School D,All,All,Non-FSM,All
media_score,4.073170731707317,41.0,School D,All,All,Non-FSM,All
places_score,2.5609756097560976,41.0,School D,All,All,Non-FSM,All
staff_talk_score,2.524193548387097,31.0,School D,All,All,Non-FSM,All
home_talk_score,2.826388888888889,36.0,School D,All,All,Non-FSM,All
peer_talk_score,2.625,38.0,School D,All,All,Non-FSM,All
talk_score,7.979166666666667,24.0,School D,All,All,Non-FSM,All
accept_score,10.088235294117647,34.0,School D,All,All,Non-FSM,All
school_belong_score,2.5294117647058822,34.0,School D,All,All,Non-FSM,All
staff_relationship_score,11.903225806451612,31.0,School D,All,All,Non-FSM,All
home_relationship_score,11.451612903225806,31.0,School D,All,All,Non-FSM,All
home_happy_score,3.923076923076923,39.0,School D,All,All,Non-FSM,All
local_env_score,15.416666666666668,20.0,School D,All,All,Non-FSM,All
discrim_score,1.0,41.0,School D,All,All,Non-FSM,All
belong_local_score,2.525,40.0,School D,All,All,Non-FSM,All
wealth_score,0.42857142857142855,28.0,School D,All,All,Non-FSM,All
future_score,7.0,17.0,School D,All,All,Non-FSM,All
climate_score,2.45,40.0,School D,All,All,Non-FSM,All
social_score,11.137931034482758,29.0,School D,All,All,Non-FSM,All
bully_score,7.487179487179487,39.0,School D,All,All,Non-FSM,All
autonomy_score,18.133333333333333,30.0,School D,All,All,All,SEN
life_satisfaction_score,5.531914893617022,47.0,School D,All,All,All,SEN
optimism_score,12.63265306122449,49.0,School D,All,All,All,SEN
wellbeing_score,20.625,32.0,School D,All,All,All,SEN
esteem_score,13.064516129032258,31.0,School D,All,All,All,SEN
stress_score,7.365853658536586,41.0,School D,All,All,All,SEN
appearance_score,5.42,50.0,School D,All,All,All,SEN
negative_score,10.153846153846153,26.0,School D,All,All,All,SEN
lonely_score,3.173076923076923,52.0,School D,All,All,All,SEN
support_score,4.854166666666667,48.0,School D,All,All,All,SEN
sleep_score,0.3333333333333333,48.0,School D,All,All,All,SEN
physical_score,249.1304347826087,46.0,School D,All,All,All,SEN
free_like_score,3.08,50.0,School D,All,All,All,SEN
media_score,4.411764705882353,51.0,School D,All,All,All,SEN
places_score,2.5961538461538463,52.0,School D,All,All,All,SEN
staff_talk_score,2.664473684210526,38.0,School D,All,All,All,SEN
home_talk_score,2.3967391304347827,46.0,School D,All,All,All,SEN
peer_talk_score,2.7282608695652173,46.0,School D,All,All,All,SEN
talk_score,7.681034482758621,29.0,School D,All,All,All,SEN
accept_score,9.590909090909092,44.0,School D,All,All,All,SEN
school_belong_score,2.6444444444444444,45.0,School D,All,All,All,SEN
staff_relationship_score,11.35897435897436,39.0,School D,All,All,All,SEN
home_relationship_score,11.904761904761905,42.0,School D,All,All,All,SEN
home_happy_score,4.1875,48.0,School D,All,All,All,SEN
local_env_score,14.73076923076923,26.0,School D,All,All,All,SEN
discrim_score,1.0,52.0,School D,All,All,All,SEN
belong_local_score,2.3469387755102042,49.0,School D,All,All,All,SEN
wealth_score,0.41025641025641024,39.0,School D,All,All,All,SEN
future_score,7.95,20.0,School D,All,All,All,SEN
climate_score,2.46,50.0,School D,All,All,All,SEN
social_score,11.736842105263158,38.0,School D,All,All,All,SEN
bully_score,7.803921568627451,51.0,School D,All,All,All,SEN
autonomy_score,18.14814814814815,27.0,School D,All,All,All,Non-SEN
life_satisfaction_score,4.25,48.0,School D,All,All,All,Non-SEN
optimism_score,11.583333333333334,48.0,School D,All,All,All,Non-SEN
wellbeing_score,20.71875,32.0,School D,All,All,All,Non-SEN
esteem_score,12.88888888888889,27.0,School D,All,All,All,Non-SEN
stress_score,7.875,40.0,School D,All,All,All,Non-SEN
appearance_score,3.9148936170212765,47.0,School D,All,All,All,Non-SEN
negative_score,10.548387096774194,31.0,School D,All,All,All,Non-SEN
lonely_score,3.08,50.0,School D,All,All,All,Non-SEN
support_score,4.375,48.0,School D,All,All,All,Non-SEN
sleep_score,0.6274509803921569,51.0,School D,All,All,All,Non-SEN
physical_score,278.6666666666667,45.0,School D,All,All,All,Non-SEN
free_like_score,3.1176470588235294,51.0,School D,All,All,All,Non-SEN
media_score,3.9215686274509802,51.0,School D,All,All,All,Non-SEN
places_score,2.3333333333333335,51.0,School D,All,All,All,Non-SEN
staff_talk_score,2.460526315789474,38.0,School D,All,All,All,Non-SEN
home_talk_score,2.6704545454545454,44.0,School D,All,All,All,Non-SEN
peer_talk_score,2.6702127659574466,47.0,School D,All,All,All,Non-SEN
talk_score,8.017241379310345,29.0,School D,All,All,All,Non-SEN
accept_score,9.911111111111111,45.0,School D,All,All,All,Non-SEN
school_belong_score,2.7777777777777777,45.0,School D,All,All,All,Non-SEN
staff_relationship_score,12.425,40.0,School D,All,All,All,Non-SEN
home_relationship_score,11.891891891891891,37.0,School D,All,All,All,Non-SEN
home_happy_score,4.795918367346939,49.0,School D,All,All,All,Non-SEN
local_env_score,14.956989247311828,31.0,School D,All,All,All,Non-SEN
discrim_score,1.0,51.0,School D,All,All,All,Non-SEN
belong_local_score,2.488888888888889,45.0,School D,All,All,All,Non-SEN
wealth_score,0.5,36.0,School D,All,All,All,Non-SEN
future_score,7.078947368421052,19.0,School D,All,All,All,Non-SEN
climate_score,2.5714285714285716,49.0,School D,All,All,All,Non-SEN
social_score,12.487804878048781,41.0,School D,All,All,All,Non-SEN
bully_score,7.3125,48.0,School D,All,All,All,Non-SEN
autonomy_score,17.652173913043477,69.0,School E,All,All,All,All
life_satisfaction_score,4.917525773195877,97.0,School E,All,All,All,All
optimism_score,11.673469387755102,98.0,School E,All,All,All,All
wellbeing_score,20.338461538461537,65.0,School E,All,All,All,All
esteem_score,12.714285714285714,63.0,School E,All,All,All,All
stress_score,7.370786516853933,89.0,School E,All,All,All,All
appearance_score,4.747368421052632,95.0,School E,All,All,All,All
negative_score,9.529411764705882,68.0,School E,All,All,All,All
lonely_score,2.9047619047619047,105.0,School E,All,All,All,All
support_score,5.12,100.0,School E,All,All,All,All
sleep_score,0.5816326530612245,98.0,School E,All,All,All,All
physical_score,202.67441860465115,86.0,School E,All,All,All,All
free_like_score,3.0,100.0,School E,All,All,All,All
media_score,4.3428571428571425,105.0,School E,All,All,All,All
places_score,2.5,104.0,School E,All,All,All,All
staff_talk_score,2.4829545454545454,88.0,School E,All,All,All,All
home_talk_score,2.653409090909091,88.0,School E,All,All,All,All
peer_talk_score,2.4122340425531914,94.0,School E,All,All,All,All
talk_score,7.458333333333333,66.0,School E,All,All,All,All
accept_score,9.771739130434783,92.0,School E,All,All,All,All
school_belong_score,2.5833333333333335,96.0,School E,All,All,All,All
staff_relationship_score,11.96808510638298,94.0,School E,All,All,All,All
home_relationship_score,12.244186046511627,86.0,School E,All,All,All,All
home_happy_score,5.136842105263158,95.0,School E,All,All,All,All
local_env_score,15.042424242424241,55.0,School E,All,All,All,All
discrim_score,1.0188679245283019,106.0,School E,All,All,All,All
belong_local_score,2.6354166666666665,96.0,School E,All,All,All,All
wealth_score,0.3561643835616438,73.0,School E,All,All,All,All
future_score,6.955882352941177,34.0,School E,All,All,All,All
climate_score,2.405940594059406,101.0,School E,All,All,All,All
social_score,11.835616438356164,73.0,School E,All,All,All,All
bully_score,7.38,100.0,School E,All,All,All,All
autonomy_score,17.225806451612904,31.0,School E,Year 8,All,All,All
life_satisfaction_score,4.930232558139535,43.0,School E,Year 8,All,All,All
optimism_score,12.113636363636363,44.0,School E,Year 8,All,All,All
wellbeing_score,19.4375,32.0,School E,Year 8,All,All,All
esteem_score,12.5,26.0,School E,Year 8,All,All,All
stress_score,7.0,41.0,School E,Year 8,All,All,All
appearance_score,4.863636363636363,44.0,School E,Year 8,All,All,All
negative_score,9.666666666666666,33.0,School E,Year 8,All,All,All
lonely_score,2.8085106382978724,47.0,School E,Year 8,All,All,All
support_score,5.282608695652174,46.0,School E,Year 8,All,All,All
sleep_score,0.6363636363636364,44.0,School E,Year 8,All,All,All
physical_score,230.0,39.0,School E,Year 8,All,All,All
free_like_score,3.3333333333333335,45.0,School E,Year 8,All,All,All
media_score,4.531914893617022,47.0,School E,Year 8,All,All,All
places_score,2.3541666666666665,48.0,School E,Year 8,All,All,All
staff_talk_score,2.391025641025641,39.0,School E,Year 8,All,All,All
home_talk_score,2.6511627906976742,43.0,School E,Year 8,All,All,All
peer_talk_score,2.4261363636363638,44.0,School E,Year 8,All,All,All
talk_score,7.4375,32.0,School E,Year 8,All,All,All
accept_score,9.465116279069768,43.0,School E,Year 8,All,All,All
school_belong_score,2.4545454545454546,44.0,School E,Year 8,All,All,All
staff_relationship_score,11.86046511627907,43.0,School E,Year 8,All,All,All
home_relationship_score,12.552631578947368,38.0,School E,Year 8,All,All,All
home_happy_score,5.27906976744186,43.0,School E,Year 8,All,All,All
local_env_score,15.072463768115943,23.0,School E,Year 8,All,All,All
discrim_score,1.0,48.0,School E,Year 8,All,All,All
belong_local_score,2.7906976744186047,43.0,School E,Year 8,All,All,All
wealth_score,0.41935483870967744,31.0,School E,Year 8,All,All,All
future_score,6.852941176470588,17.0,School E,Year 8,All,All,All
climate_score,2.630434782608696,46.0,School E,Year 8,All,All,All
social_score,12.612903225806452,31.0,School E,Year 8,All,All,All
bully_score,7.704545454545454,44.0,School E,Year 8,All,All,All
autonomy_score,18.193548387096776,31.0,School E,Year 10,All,All,All
life_satisfaction_score,4.886363636363637,44.0,School E,Year 10,All,All,All
optimism_score,11.045454545454545,44.0,School E,Year 10,All,All,All
wellbeing_score,21.607142857142858,28.0,School E,Year 10,All,All,All
esteem_score,12.935483870967742,31.0,School E,Year 10,All,All,All
stress_score,7.725,40.0,School E,Year 10,All,All,All
appearance_score,4.9,40.0,School E,Year 10,All,All,All
negative_score,9.321428571428571,28.0,School E,Year 10,All,All,All
lonely_score,3.0425531914893615,47.0,School E,Year 10,All,All,All
support_score,4.9772727272727275,44.0,School E,Year 10,All,All,All
sleep_score,0.5348837209302325,43.0,School E,Year 10,All,All,All
physical_score,172.5,40.0,School E,Year 10,All,All,All
free_like_score,2.8863636363636362,44.0,School E,Year 10,All,All,All
media_score,4.212765957446808,47.0,School E,Year 10,All,All,All
places_score,2.760869565217391,46.0,School E,Year 10,All,All,All
staff_talk_score,2.4875,40.0,School E,Year 10,All,All,All
home_talk_score,2.4,35.0,School E,Year 10,All,All,All
peer_talk_score,2.4,40.0,School E,Year 10,All,All,All
talk_score,7.1826923076923075,26.0,School E,Year 10,All,All,All
accept_score,10.05,40.0,School E,Year 10,All,All,All
school_belong_score,2.727272727272727,44.0,School E,Year 10,All,All,All
staff_relationship_score,12.428571428571429,42.0,School E,Year 10,All,All,All
home_relationship_score,12.131578947368421,38.0,School E,Year 10,All,All,All
home_happy_score,5.071428571428571,42.0,School E,Year 10,All,All,All
local_env_score,15.213333333333335,25.0,School E,Year 10,All,All,All
discrim_score,1.0425531914893618,47.0,School E,Year 10,All,All,All
belong_local_score,2.511627906976744,43.0,School E,Year 10,All,All,All
wealth_score,0.21875,32.0,School E,Year 10,All,All,All
future_score,7.392857142857143,14.0,School E,Year 10,All,All,All
climate_score,2.1363636363636362,44.0,School E,Year 10,All,All,All
social_score,11.205882352941176,34.0,School E,Year 10,All,All,All
bully_score,7.088888888888889,45.0,School E,Year 10,All,All,All
autonomy_score,NULL,NULL,School E,All,Girl,All,All
life_satisfaction_score,6.230769230769231,13.0,School E,All,Girl,All,All
optimism_score,11.642857142857142,14.0,School E,All,Girl,All,All
wellbeing_score,20.0,10.0,School E,All,Girl,All,All
esteem_score,12.7,10.0,School E,All,Girl,All,All
stress_score,8.75,16.0,School E,All,Girl,All,All
appearance_score,3.8666666666666667,15.0,School E,All,Girl,All,All
negative_score,10.1,10.0,School E,All,Girl,All,All
lonely_score,2.6875,16.0,School E,All,Girl,All,All
support_score,5.533333333333333,15.0,School E,All,Girl,All,All
sleep_score,0.5,16.0,School E,All,Girl,All,All
physical_score,220.0,12.0,School E,All,Girl,All,All
free_like_score,2.8125,16.0,School E,All,Girl,All,All
media_score,3.0,16.0,School E,All,Girl,All,All
places_score,2.466666666666667,15.0,School E,All,Girl,All,All
staff_talk_score,2.576923076923077,13.0,School E,All,Girl,All,All
home_talk_score,2.173076923076923,13.0,School E,All,Girl,All,All
peer_talk_score,2.730769230769231,13.0,School E,All,Girl,All,All
talk_score,NULL,NULL,School E,All,Girl,All,All
accept_score,10.615384615384615,13.0,School E,All,Girl,All,All
school_belong_score,2.875,16.0,School E,All,Girl,All,All
staff_relationship_score,11.538461538461538,13.0,School E,All,Girl,All,All
home_relationship_score,12.916666666666666,12.0,School E,All,Girl,All,All
home_happy_score,4.538461538461538,13.0,School E,All,Girl,All,All
local_env_score,15.5,10.0,School E,All,Girl,All,All
discrim_score,1.0,16.0,School E,All,Girl,All,All
belong_local_score,2.6666666666666665,15.0,School E,All,Girl,All,All
wealth_score,0.45454545454545453,11.0,School E,All,Girl,All,All
future_score,NULL,NULL,School E,All,Girl,All,All
climate_score,2.533333333333333,15.0,School E,All,Girl,All,All
social_score,NULL,NULL,School E,All,Girl,All,All
bully_score,7.5,14.0,School E,All,Girl,All,All
autonomy_score,16.333333333333332,12.0,School E,All,Boy,All,All
life_satisfaction_score,4.588235294117647,17.0,School E,All,Boy,All,All
optimism_score,12.333333333333334,15.0,School E,All,Boy,All,All
wellbeing_score,18.916666666666668,12.0,School E,All,Boy,All,All
esteem_score,12.8,10.0,School E,All,Boy,All,All
stress_score,7.133333333333334,15.0,School E,All,Boy,All,All
appearance_score,5.294117647058823,17.0,School E,All,Boy,All,All
negative_score,10.0,10.0,School E,All,Boy,All,All
lonely_score,3.1666666666666665,18.0,School E,All,Boy,All,All
support_score,5.055555555555555,18.0,School E,All,Boy,All,All
sleep_score,0.375,16.0,School E,All,Boy,All,All
physical_score,184.0,15.0,School E,All,Boy,All,All
free_like_score,3.25,16.0,School E,All,Boy,All,All
media_score,5.333333333333333,18.0,School E,All,Boy,All,All
places_score,2.6666666666666665,18.0,School E,All,Boy,All,All
staff_talk_score,2.7205882352941178,17.0,School E,All,Boy,All,All
home_talk_score,2.7884615384615383,13.0,School E,All,Boy,All,All
peer_talk_score,2.4,15.0,School E,All,Boy,All,All
talk_score,7.7,10.0,School E,All,Boy,All,All
accept_score,9.0,15.0,School E,All,Boy,All,All
school_belong_score,2.4705882352941178,17.0,School E,All,Boy,All,All
staff_relationship_score,12.941176470588236,17.0,School E,All,Boy,All,All
home_relationship_score,11.923076923076923,13.0,School E,All,Boy,All,All
home_happy_score,4.5625,16.0,School E,All,Boy,All,All
local_env_score,NULL,NULL,School E,All,Boy,All,All
discrim_score,1.0,18.0,School E,All,Boy,All,All
belong_local_score,2.7058823529411766,17.0,School E,All,Boy,All,All
wealth_score,0.375,16.0,School E,All,Boy,All,All
future_score,NULL,NULL,School E,All,Boy,All,All
climate_score,2.111111111111111,18.0,School E,All,Boy,All,All
social_score,11.538461538461538,13.0,School E,All,Boy,All,All
bully_score,7.277777777777778,18.0,School E,All,Boy,All,All
autonomy_score,17.82051282051282,39.0,School E,All,All,FSM,All
life_satisfaction_score,4.895833333333333,48.0,School E,All,All,FSM,All
optimism_score,11.88,50.0,School E,All,All,FSM,All
wellbeing_score,20.53125,32.0,School E,All,All,FSM,All
esteem_score,12.482758620689655,29.0,School E,All,All,FSM,All
stress_score,7.565217391304348,46.0,School E,All,All,FSM,All
appearance_score,4.5,46.0,School E,All,All,FSM,All
negative_score,9.444444444444445,36.0,School E,All,All,FSM,All
lonely_score,2.6470588235294117,51.0,School E,All,All,FSM,All
support_score,5.285714285714286,49.0,School E,All,All,FSM,All
sleep_score,0.5106382978723404,47.0,School E,All,All,FSM,All
physical_score,203.57142857142858,42.0,School E,All,All,FSM,All
free_like_score,2.94,50.0,School E,All,All,FSM,All
media_score,4.480769230769231,52.0,School E,All,All,FSM,All
places_score,2.5294117647058822,51.0,School E,All,All,FSM,All
staff_talk_score,2.361111111111111,45.0,School E,All,All,FSM,All
home_talk_score,2.71875,40.0,School E,All,All,FSM,All
peer_talk_score,2.4574468085106385,47.0,School E,All,All,FSM,All
talk_score,7.4453125,32.0,School E,All,All,FSM,All
accept_score,9.933333333333334,45.0,School E,All,All,FSM,All
school_belong_score,2.6956521739130435,46.0,School E,All,All,FSM,All
staff_relationship_score,11.822222222222223,45.0,School E,All,All,FSM,All
home_relationship_score,12.951219512195122,41.0,School E,All,All,FSM,All
home_happy_score,4.782608695652174,46.0,School E,All,All,FSM,All
local_env_score,15.091954022988505,29.0,School E,All,All,FSM,All
discrim_score,1.0384615384615385,52.0,School E,All,All,FSM,All
belong_local_score,2.4791666666666665,48.0,School E,All,All,FSM,All
wealth_score,0.3055555555555556,36.0,School E,All,All,FSM,All
future_score,6.861111111111111,18.0,School E,All,All,FSM,All
climate_score,2.4705882352941178,51.0,School E,All,All,FSM,All
social_score,12.0,36.0,School E,All,All,FSM,All
bully_score,7.604166666666667,48.0,School E,All,All,FSM,All
autonomy_score,17.272727272727273,22.0,School E,All,All,Non-FSM,All
life_satisfaction_score,4.945945945945946,37.0,School E,All,All,Non-FSM,All
optimism_score,11.64864864864865,37.0,School E,All,All,Non-FSM,All
wellbeing_score,19.96,25.0,School E,All,All,Non-FSM,All
esteem_score,12.88888888888889,27.0,School E,All,All,Non-FSM,All
stress_score,7.294117647058823,34.0,School E,All,All,Non-FSM,All
appearance_score,4.615384615384615,39.0,School E,All,All,Non-FSM,All
negative_score,9.791666666666666,24.0,School E,All,All,Non-FSM,All
lonely_score,3.119047619047619,42.0,School E,All,All,Non-FSM,All
