gender,transgender,sexual_orientation,neurodivergent,birth_parent1,birth_parent2,birth_you,birth_you_age,autonomy_pressure,autonomy_express,autonomy_decide,autonomy_told,autonomy_myself,autonomy_choice,life_satisfaction,optimism_future,optimism_best,optimism_good,optimism_work,wellbeing_optimistic,wellbeing_useful,wellbeing_relaxed,wellbeing_problems,wellbeing_thinking,wellbeing_close,wellbeing_mind,esteem_satisfied,esteem_qualities,esteem_well,esteem_value,esteem_good,stress_control,stress_overcome,stress_confident,stress_way,appearance_happy,appearance_feel,negative_lonely,negative_unhappy,negative_like,negative_cry,negative_school,negative_worry,negative_sleep,negative_wake,negative_shy,negative_scared,lonely,support_ways,support_look,sleep,physical_days,physical_hours,free_like,media_hours,media_interact,media_browse,media_total,places_freq,places_barriers___1,places_barriers___2,places_barriers___3,places_barriers___4,places_barriers___5,places_barriers___6,places_barriers___7,places_barriers___8,places_barriers___9,school_belong,staff_interest,staff_believe,staff_best,staff_listen,staff_talk,staff_talk_listen,staff_talk_helpful,staff_talk_if,accept_staff,home_interest,home_believe,home_best,home_listen,home_talk,home_talk_listen,home_talk_helpful,home_talk_if,accept_home,home_happy,young_carer,care_experience,local_safe,local_support,local_trust,local_neighbours,local_places,discrim_race,discrim_gender,discrim_orientation,discrim_disability,discrim_faith,belong_local,accept_local,wealth,future_options,future_interest,future_support,climate,social_along,social_time,social_support,social_hard,bully_physical,bully_other,bully_cyber,peer_talk,peer_talk_listen,peer_talk_helpful,peer_talk_if,accept_peer,year_group,fsm,sen,ethnicity,english_additional,school,autonomy_score,life_satisfaction_score,optimism_score,wellbeing_score,esteem_score,stress_score,appearance_score,negative_score,lonely_score,support_score,sleep_score,physical_score,free_like_score,media_score,places_score,staff_talk_score,home_talk_score,peer_talk_score,talk_score,accept_score,school_belong_score,staff_relationship_score,home_relationship_score,home_happy_score,local_env_score,discrim_score,belong_local_score,wealth_score,future_score,climate_score,social_score,bully_score,gender_lab,transgender_lab,sexual_orientation_lab,neurodivergent_lab,birth_parent1_lab,birth_parent2_lab,birth_you_lab,birth_you_age_lab,autonomy_pressure_lab,autonomy_express_lab,autonomy_decide_lab,autonomy_told_lab,autonomy_myself_lab,autonomy_choice_lab,life_satisfaction_lab,optimism_future_lab,optimism_best_lab,optimism_good_lab,optimism_work_lab,wellbeing_optimistic_lab,wellbeing_useful_lab,wellbeing_relaxed_lab,wellbeing_problems_lab,wellbeing_thinking_lab,wellbeing_close_lab,wellbeing_mind_lab,esteem_satisfied_lab,esteem_qualities_lab,esteem_well_lab,esteem_value_lab,esteem_good_lab,stress_control_lab,stress_overcome_lab,stress_confident_lab,stress_way_lab,appearance_happy_lab,appearance_feel_lab,negative_lonely_lab,negative_unhappy_lab,negative_like_lab,negative_cry_lab,negative_school_lab,negative_worry_lab,negative_sleep_lab,negative_wake_lab,negative_shy_lab,negative_scared_lab,lonely_lab,support_ways_lab,support_look_lab,sleep_lab,physical_days_lab,physical_hours_lab,free_like_lab,media_hours_lab,places_freq_lab,places_barriers___1_lab,places_barriers___2_lab,places_barriers___3_lab,places_barriers___4_lab,places_barriers___5_lab,places_barriers___6_lab,places_barriers___7_lab,places_barriers___8_lab,places_barriers___9_lab,school_belong_lab,staff_interest_lab,staff_believe_lab,staff_best_lab,staff_listen_lab,staff_talk_lab,staff_talk_listen_lab,staff_talk_helpful_lab,staff_talk_if_lab,accept_staff_lab,home_interest_lab,home_believe_lab,home_best_lab,home_listen_lab,home_talk_lab,home_talk_listen_lab,home_talk_helpful_lab,home_talk_if_lab,accept_home_lab,home_happy_lab,young_carer_lab,care_experience_lab,local_safe_lab,local_support_lab,local_trust_lab,local_neighbours_lab,local_places_lab,discrim_race_lab,discrim_gender_lab,discrim_orientation_lab,discrim_disability_lab,discrim_faith_lab,belong_local_lab,accept_local_lab,wealth_lab,future_options_lab,future_interest_lab,future_support_lab,climate_lab,social_along_lab,social_time_lab,social_support_lab,social_hard_lab,bully_physical_lab,bully_other_lab,bully_cyber_lab,peer_talk_lab,peer_talk_listen_lab,peer_talk_helpful_lab,peer_talk_if_lab,accept_peer_lab,year_group_lab,fsm_lab,sen_lab,ethnicity_lab,english_additional_lab,school_lab
3,5,5,3,3,3,2,2,2,2,2,4,5,4,7,5,3,5,5,4,2,1,3,5,1,4,3,1,,3,2,5,4,3,2,0,2,1,2,1,2,2,1,1,1,3,2,,1,3,0,1,,1,9,4,2,9,3,1,0,0,1,1,0,1,0,0,3,2,2,3,,0,,,1,4,4,1,1,3,1,2,2,,1,6,0,0,,1,5,4,,1,3,5,5,4,4,4,3,4,5,3,1,2,5,4,5,1,4,4,1,3,2,,4,8,0,1,,1,1,19,7,18,20,,4,0,14,,6,0,,5,0,3,1,2.25,2.75,6,13,3,,9,6,,1,1,1,,1,16,6,Non-binary,Not sure,Currently unsure,Unsure,I don't know,I don't know,No,1 year old,2,2,2,4,5 - Completely true,4,7,Always,Somewhat like me,Very much like me,Very much like me,Often,Rarely,None of the time,Some of the time,All of the time,None of the time,Often,Disagree,Strongly agree,,Disagree,Agree,Very Often,Fairly Often,Sometimes,Almost Never,0 - Very unhappy,Agree,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Always,Sometimes,,Strongly agree,Disagree,No,1 day,,Almost always,7 hours or more,Several,Yes,No,No,Yes,Yes,No,Yes,No,No,Somewhat,2,2,3,,No,,,Very uncomfortable,Fully,4,1 - Never,1 - Never,3,Yes,Slightly,Somewhat helpful,,Not at all,6,No,No,,Strongly agree,Strongly disagree,Disagree,,Often or always,Occasionally,Never,Never,Hardly ever,Strongly disagree,Fully,About the same,Unsure,Unsure,Mostly,Often,A little,A lot,Quite a bit,A lot,Not at all,A few times a week,A few times a week,Yes,Mostly,Somewhat helpful,,Fully,Year 8,Non-FSM,SEN,,Yes,School A
3,2,5,1,1,1,1,1,1,1,1,5,2,4,5,3,1,5,5,3,5,4,1,5,4,5,4,4,4,1,4,,3,3,4,3,5,2,,3,2,1,3,1,3,1,1,3,3,4,1,,,5,2,5,2,3,2,1,1,1,0,1,0,1,1,0,,3,2,1,1,,,,,3,2,2,5,1,1,2,1,,4,,1,2,4,5,3,5,1,1,1,3,3,3,4,3,4,1,3,4,2,3,1,2,1,2,2,3,1,4,3,,3,8,,1,1,0,6,14,5,14,27,8,,3,,3,3,1,,1,7,2,,1.5,4,,13,,7,10,,11,1,1,,8,2,7,8,Non-binary,No,Currently unsure,Yes,Yes,Yes,Yes,Under 1 year old,1 - Completely not true,1 - Completely not true,1 - Completely not true,5 - Completely true,2,4,5,Often,Not at all like me,Very much like me,Very much like me,Some of the time,All of the time,Often,None of the time,All of the time,Often,All of the time,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,,Sometimes,Sometimes,Fairly Often,3,Prefer not to say,Sometimes,,Always,Sometimes,Never,Always,Never,Always,Never,Never,Occasionally,Disagree,Strongly disagree,Yes,,,Almost never,Less than 1 hour,Limited,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,,3,2,1 - Never,1 - Never,,,,,Mostly,2,2,5 - Always,1 - Never,Yes,Slightly,Not helpful,,Fully,,Yes,Unsure,Very unsafe,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Often or always,Often or always,Occasionally,Occasionally,Occasionally,Strongly disagree,Mostly,Don't know,Not many,Quite interested,Fully,Sometimes,Somewhat,Not at all,A little,Not at all,1-3 times in last 6 months,1-3 times in last 6 months,4+ times in last 6 months,Yes,Fully,Very helpful,,Mostly,Year 8,,SEN,Ethnic minority,No,School F
5,1,3,3,1,2,3,2,4,3,1,3,4,5,8,5,2,1,1,4,,4,1,5,4,2,3,3,2,,3,1,3,3,4,4,5,1,,1,2,2,2,1,1,1,1,5,1,3,0,2,90,1,8,6,3,6,4,0,1,0,0,1,1,1,1,0,4,4,,1,3,1,1,3,,4,3,,5,5,0,,,3,,3,1,2,2,,4,4,2,2,4,5,5,2,4,1,1,3,2,4,4,,3,3,5,4,2,4,1,2,3,,3,8,1,1,2,0,6,18,8,9,,,11,4,,5,6,0,180,5,1,4,2.5,3,3,8.5,,4,,,3,,1,1,0,10,4,,5,Currently unsure,Yes,Heterosexual/straight,Unsure,Yes,No,I don't know,1 year old,4,3,1 - Completely not true,3,4,5 - Completely true,8,Always,A little like me,Not at all like me,Not at all like me,Often,,Often,None of the time,All of the time,Often,Rarely,Disagree,Disagree,Agree,,Disagree,Never,Sometimes,Sometimes,Fairly Often,4,Prefer not to say,Never,,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Strongly agree,Disagree,No,2 days,Around 1.5 hours,Almost always,6 to 7 hours,Lots,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Quite a bit,4,,1 - Never,3,Yes,Not at all,Very helpful,,Fully,3,,5 - Always,5 - Always,No,,,Comfortable,,3,Yes,Unsure,Fairly safe,,Disagree,Disagree,Agree,Some of the time,Hardly ever,Never,Never,Some of the time,Strongly disagree,Not at all,Richer,A lot,A little interested,Fully,Never,,Somewhat,Somewhat,A lot,A few times a week,1-3 times in last 6 months,A few times a week,Yes,Slightly,Very helpful,,Mostly,Year 8,FSM,SEN,White British,No,School F
2,5,1,,3,3,2,11,1,2,5,5,2,4,9,3,4,5,5,4,4,2,5,3,2,2,2,4,4,1,1,5,3,4,5,4,1,3,2,2,1,1,1,1,3,2,1,3,1,3,0,4,120,3,5,6,2,1,2,0,0,1,1,0,1,0,0,0,4,5,2,1,3,,,,,4,4,2,4,1,0,,,1,2,1,1,,4,3,2,2,1,2,5,1,2,1,2,4,3,3,3,4,4,5,2,2,1,3,3,2,1,3,1,,3,8,0,1,2,1,4,19,9,17,22,13,9,4,13,3,6,0,480,3,4,2,,1,2,,13,4,11,11,1,17,1,3,1,11,4,10,7,Boy,Not sure,Bi/pansexual,,I don't know,I don't know,No,10 years old,1 - Completely not true,2,5 - Completely true,5 - Completely true,2,4,9,Often,Mostly like me,Very much like me,Very much like me,Often,Often,Rarely,All of the time,Some of the time,Rarely,Rarely,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Very Often,Sometimes,Fairly Often,Very Often,4,Strongly agree,Always,Sometimes,Sometimes,Never,Never,Never,Never,Always,Sometimes,Never,Occasionally,Strongly agree,Disagree,No,4 days,Around 2 hours or more,Sometimes,3 to 4 hours,Limited,No,No,Yes,Yes,No,Yes,No,No,No,Quite a bit,5 - Always,2,1 - Never,3,,,,,Fully,4,2,4,1 - Never,No,,,Very uncomfortable,Slightly,1,Yes,,Very unsafe,Neither agree nor disagree,Agree,Agree,Strongly agree,Some of the time,Never,Often or always,Some of the time,Often or always,Agree,Fully,About the same,A lot,Quite interested,Fully,Never,A lot,A little,A little,Not at all,4+ times in last 6 months,4+ times in last 6 months,1-3 times in last 6 months,Yes,Mostly,Not helpful,,Mostly,Year 8,Non-FSM,SEN,White British,Yes,School D
6,5,1,3,2,2,2,16,2,2,5,3,1,5,2,4,3,3,5,5,3,2,1,2,4,2,1,2,3,3,4,5,4,3,4,7,2,3,2,2,1,2,1,3,2,1,2,5,4,4,0,5,90,5,,9,1,9,4,0,1,0,0,0,0,1,1,0,2,1,3,1,2,0,,,2,2,5,1,1,2,1,2,1,,4,5,,,,2,3,2,2,1,,1,5,2,4,3,,2,3,1,2,5,3,1,4,4,4,2,1,4,1,,4,8,,1,2,1,4,20,2,15,19,12,6,7,11,5,2,0,450,1,,4,2,1.5,2.5,6,13,2,7,9,5,,1,1,,6.5,2,13,5,Prefer not to say,Not sure,Bi/pansexual,Unsure,No,No,No,15 years old,2,2,5 - Completely true,3,1 - Completely not true,5 - Completely true,2,Very often,Somewhat like me,Somewhat like me,Very much like me,All of the time,Some of the time,Rarely,None of the time,Rarely,Often,Rarely,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Very Often,Fairly Often,Sometimes,Fairly Often,7,Agree,Always,Sometimes,Sometimes,Never,Sometimes,Never,Always,Sometimes,Never,Sometimes,Never,Strongly disagree,Strongly disagree,No,5 days,Around 1.5 hours,Almost never,,Lots,No,Yes,No,No,No,No,Yes,Yes,No,A little,1 - Never,3,1 - Never,2,No,,,Uncomfortable,Slightly,5 - Always,1 - Never,1 - Never,2,Yes,Slightly,Not helpful,,Fully,5 - Not happy or unhappy,,,,Agree,Neither agree nor disagree,Agree,Agree,Often or always,,Often or always,Never,Some of the time,Strongly disagree,Mostly,,Quite a few,Quite interested,Not at all,Sometimes,A lot,Somewhat,Not at all,Quite a bit,A few times a week,A few times a week,1-3 times in last 6 months,Yes,Fully,Not helpful,,Fully,Year 8,,SEN,White British,Yes,School D
5,4,2,2,2,3,3,7,4,3,3,4,1,4,2,2,5,3,2,4,1,2,1,5,1,3,4,4,2,1,2,1,1,4,,2,1,3,3,1,3,2,2,3,3,1,3,5,3,2,1,0,,2,8,3,9,,1,0,1,1,1,1,1,1,0,0,1,3,3,4,5,0,,,2,4,4,,3,5,1,1,3,,2,9,1,0,,2,2,,4,4,,1,2,1,2,1,1,3,4,2,3,4,3,2,5,3,4,2,1,,1,,1,8,0,1,1,0,5,15,2,12,17,12,,2,6,5,5,1,,4,1,1,2,2.5,,,8,1,15,,9,,1,3,0,10,3,14,6,Currently unsure,I describe myself in another way,Gay/lesbian,No,No,I don't know,I don't know,6 years old,4,3,3,4,1 - Completely not true,4,2,Sometimes,Very much like me,Somewhat like me,A little like me,Often,None of the time,Rarely,None of the time,All of the time,None of the time,Some of the time,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,Never,Never,Fairly Often,,2,Strongly agree,Always,Always,Never,Always,Sometimes,Sometimes,Always,Always,Never,Always,Never,Disagree,Agree,Yes,0 days,,Often,6 to 7 hours,None ,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not at all,3,3,4,5 - Always,No,,,Uncomfortable,Fully,4,,3,5 - Always,Yes,Not at all,Very helpful,,Slightly,9,Yes,No,,Agree,Agree,,Disagree,Hardly ever,,Often or always,Some of the time,Often or always,Agree,Not at all,Richer,A lot,Very interested,Slightly,Rarely,Quite a bit,Somewhat,A little,A lot,4+ times in last 6 months,A few times a week,1-3 times in last 6 months,Yes,,Not helpful,,Not at all,Year 8,Non-FSM,SEN,Ethnic minority,No,School E
1,4,6,3,2,2,1,11,,1,4,5,4,4,1,1,1,1,4,5,2,2,1,3,5,5,3,4,1,2,2,1,2,,1,11,1,2,3,2,,2,2,1,2,3,3,2,1,1,,0,90,,9,7,1,8,1,0,0,0,0,0,1,0,1,0,,2,5,4,2,1,4,3,,1,2,4,2,1,0,,,2,2,,0,2,4,,4,4,3,4,3,3,4,5,2,4,3,1,5,4,4,4,2,2,5,1,,4,,,,,4,8,1,0,2,0,1,,1,7,23,13,,,,2,8,,0,,0,1,4,2,,,11,,13,9,,,1,3,1,,4,13,,Girl,I describe myself in another way,Prefer not to say,Unsure,No,No,Yes,10 years old,,1 - Completely not true,4,5 - Completely true,4,4,1,Almost never,Not at all like me,Not at all like me,Mostly like me,All of the time,Rarely,Rarely,None of the time,Some of the time,All of the time,All of the time,Disagree,Strongly disagree,Strongly agree,Agree,Agree,Never,Almost Never,,Never,Prefer not to say,Strongly agree,Sometimes,Always,Sometimes,,Sometimes,Sometimes,Never,Sometimes,Always,Always,Some of the time,Strongly agree,Strongly agree,,0 days,Around 1.5 hours,,7 hours or more,None ,No,No,No,No,No,Yes,No,Yes,No,,2,5 - Always,4,2,Yes,Fully,Very helpful,,Not at all,2,4,2,1 - Never,No,,,Uncomfortable,Slightly,,No,Unsure,Very unsafe,,Disagree,Disagree,Neither agree nor disagree,Hardly ever,Occasionally,Occasionally,Hardly ever,Never,Agree,Fully,About the same,Not many,Unsure,Fully,Never,Quite a bit,A little,A little,A lot,Not at all,,A few times a week,,,,,Fully,Year 8,FSM,Non-SEN,White British,No,School A
6,1,3,2,2,2,1,3,5,5,1,4,2,1,10,3,1,1,4,1,3,1,4,2,5,1,4,1,1,4,3,1,3,2,2,9,1,2,3,3,1,3,2,1,2,3,1,5,2,2,0,1,30,,4,7,,5,1,,,,,,,,,,5,5,,4,5,1,3,1,,4,3,2,3,1,0,,,4,,9,0,1,2,,3,3,2,2,2,1,5,4,2,1,,4,4,2,3,1,2,2,,1,4,4,1,,2,,3,8,1,0,2,1,2,12,10,9,17,12,8,9,9,5,6,0,30,,5,1,2,4,,,,5,,9,9,,1,3,,,3,,6,Prefer not to say,Yes,Heterosexual/straight,No,No,No,Yes,2 years old,5 - Completely true,5 - Completely true,1 - Completely not true,4,2,1 - Completely not true,10 - completely,Often,Not at all like me,Not at all like me,Mostly like me,None of the time,Some of the time,None of the time,Often,Rarely,All of the time,None of the time,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Never,Sometimes,Almost Never,Almost Never,9,Strongly agree,Sometimes,Always,Always,Never,Always,Sometimes,Never,Sometimes,Always,Never,Never,Agree,Agree,No,1 day,Around 30 minutes,,2 to 3 hours,None ,,,,,,,,,,A lot,5 - Always,,4,5 - Always,Yes,Mostly,Not helpful,,Fully,3,2,3,1 - Never,No,,,Very comfortable,,9,No,Yes,Fairly safe,,Neither agree nor disagree,Neither agree nor disagree,Agree,Some of the time,Some of the time,Often or always,Never,Hardly ever,Agree,Not at all,,Unsure,Very interested,Slightly,Rarely,Not at all,A little,A little,,Not at all,A few times a week,A few times a week,Yes,,Somewhat helpful,,Mostly,Year 8,FSM,Non-SEN,White British,Yes,School B
2,2,6,1,2,1,2,10,5,4,1,4,5,1,2,5,3,3,3,4,1,,4,4,1,5,2,4,2,1,2,4,2,1,4,2,5,1,,3,,,2,3,2,1,1,3,2,1,,6,60,4,1,2,7,9,3,1,0,0,0,1,1,0,1,0,1,4,2,1,2,0,,,4,3,2,3,,,1,1,1,,2,10,1,,,2,3,5,3,1,2,3,,2,4,3,4,2,1,5,4,1,5,3,5,4,2,1,1,4,1,,2,8,1,1,2,1,5,14,2,14,,14,7,2,,3,7,,360,2,8,3,4,1,2.5,7.5,10,1,9,,10,,1,1,,,4,14,8,Boy,No,Prefer not to say,Yes,No,Yes,No,9 years old,5 - Completely true,4,1 - Completely not true,4,5 - Completely true,1 - Completely not true,2,Always,Somewhat like me,Somewhat like me,Somewhat like me,Often,None of the time,,Often,Often,None of the time,All of the time,Agree,Strongly disagree,Agree,Strongly agree,Agree,Fairly Often,Almost Never,Never,Fairly Often,2,Prefer not to say,Never,,Always,,,Sometimes,Always,Sometimes,Never,Never,Occasionally,Agree,Strongly agree,,6 days,Around 1 hour,Not often,None,Several,Yes,No,No,No,Yes,Yes,No,Yes,No,Not at all,4,2,1 - Never,2,No,,,Very comfortable,Mostly,2,3,,,Yes,Not at all,Not helpful,,Slightly,10 - Very happy,Yes,,,Agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Often or always,Some of the time,Occasionally,,Some of the time,Strongly disagree,Mostly,Don't know,Quite a few,Not interested,Unsure,Never,Not at all,A lot,Somewhat,A lot,A few times a week,1-3 times in last 6 months,Not at all,Yes,Fully,Not helpful,,Slightly,Year 8,FSM,SEN,White British,Yes,School E
3,5,2,,1,3,1,2,,2,,3,1,4,0,,5,5,3,4,5,,2,5,5,2,1,1,1,3,4,1,2,1,5,7,2,2,2,3,3,3,2,3,,3,2,1,1,2,0,7,90,5,4,5,,3,1,0,0,1,1,0,1,1,1,0,3,2,1,4,5,1,2,2,,2,,4,5,3,0,,,2,4,,1,,2,4,2,4,3,3,3,4,2,4,,2,3,3,4,4,1,3,3,4,1,4,3,2,1,1,2,,3,10,0,0,1,0,5,,0,,,15,11,7,,1,7,0,630,1,5,1,2.25,2,1.75,6,11,3,12,,,14.6666666666667,1,,1,12,1,11,6,Non-binary,Not sure,Gay/lesbian,,Yes,I don't know,Yes,1 year old,,2,,3,1 - Completely not true,4,0 - not at all,,Very much like me,Very much like me,Somewhat like me,Often,All of the time,,Rarely,All of the time,All of the time,Rarely,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Never,Almost Never,Never,Very Often,7,Agree,Sometimes,Sometimes,Always,Always,Always,Sometimes,Always,,Always,Sometimes,Often or always,Strongly agree,Agree,No,7 days,Around 1.5 hours,Almost never,2 to 3 hours,None ,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Somewhat,2,1 - Never,4,5 - Always,Yes,Slightly,Somewhat helpful,,Slightly,,4,5 - Always,3,No,,,Uncomfortable,Fully,,Yes,,Fairly safe,Disagree,Agree,Disagree,Neither agree nor disagree,Occasionally,Occasionally,Hardly ever,Some of the time,Hardly ever,,Slightly,About the same,A lot,Very interested,Fully,Often,Somewhat,Somewhat,Quite a bit,Not at all,A few times a week,4+ times in last 6 months,1-3 times in last 6 months,Yes,Not at all,Somewhat helpful,,Mostly,Year 10,Non-FSM,Non-SEN,Ethnic minority,No,School E
4,4,5,1,2,3,3,2,3,1,2,3,4,1,1,3,1,4,5,1,5,5,5,5,2,2,3,,4,3,1,2,5,1,5,9,,3,2,3,2,1,3,3,3,2,1,,2,3,1,6,120,1,9,3,5,9,2,1,1,0,0,0,1,0,1,0,4,2,1,,2,0,,,1,2,2,1,4,3,1,4,3,,3,2,,,,5,1,2,1,5,1,5,1,3,3,4,1,3,2,,1,3,4,5,1,1,4,2,1,3,2,,1,8,1,0,1,,3,14,1,13,25,,7,9,7,,5,1,720,5,0,2,1,4,2.75,7.75,10,4,,10,2,,1,2,0,,1,13,8,I describe myself in another way,I describe myself in another way,Currently unsure,Yes,No,I don't know,I don't know,1 year old,3,1 - Completely not true,2,3,4,1 - Completely not true,1,Often,Not at all like me,Mostly like me,Very much like me,None of the time,All of the time,All of the time,All of the time,All of the time,Rarely,Rarely,Disagree,,Strongly disagree,Disagree,Strongly agree,Almost Never,Very Often,Never,Very Often,9,,Always,Sometimes,Always,Sometimes,Never,Always,Always,Always,Sometimes,Never,,Agree,Disagree,Yes,6 days,Around 2 hours or more,Almost always,7 hours or more,Limited,Yes,Yes,No,No,No,Yes,No,Yes,No,Quite a bit,2,1 - Never,,2,No,,,Very uncomfortable,Slightly,2,1 - Never,4,3,Yes,Fully,Very helpful,,Mostly,2,,,,Strongly disagree,Strongly agree,Agree,Strongly agree,Never,Often or always,Never,Often or always,Occasionally,Disagree,Fully,Richer,A lot,A little interested,,Often,Somewhat,Quite a bit,A lot,Not at all,Not at all,A few times a week,1-3 times in last 6 months,Yes,Mostly,Somewhat helpful,,Not at all,Year 8,FSM,Non-SEN,Ethnic minority,,School C
3,1,1,1,3,1,3,13,5,2,4,2,1,4,4,3,3,2,1,3,4,5,2,2,1,2,1,4,1,3,3,5,4,2,,2,2,1,,3,1,,2,3,2,1,1,1,2,4,1,6,60,2,8,5,5,3,2,1,0,1,1,1,0,0,0,0,2,1,4,1,2,,,,,4,2,4,5,2,1,4,2,,3,3,1,0,4,4,2,4,2,1,1,1,5,3,3,2,4,4,2,3,4,5,3,5,1,2,1,4,1,1,3,,4,,0,1,2,1,4,16,4,9,19,13,,2,,1,4,1,360,4,1,2,,3.25,2.5,,13,2,8,13,3,13,1,2,,,4,14,8,Non-binary,Yes,Bi/pansexual,Yes,I don't know,Yes,I don't know,12 years old,5 - Completely true,2,4,2,1 - Completely not true,4,4,Often,Somewhat like me,A little like me,Not at all like me,Some of the time,Often,All of the time,Rarely,Rarely,None of the time,Rarely,Strongly agree,Strongly disagree,Strongly agree,Disagree,Disagree,Very Often,Fairly Often,Almost Never,,2,Agree,Never,,Always,Never,,Sometimes,Always,Sometimes,Never,Never,Often or always,Agree,Strongly disagree,Yes,6 days,Around 1 hour,Often,6 to 7 hours,Limited,Yes,No,Yes,Yes,Yes,No,No,No,No,A little,1 - Never,4,1 - Never,2,,,,,Fully,2,4,5 - Always,2,Yes,Fully,Somewhat helpful,,Mostly,3,Yes,No,Very unsafe,Disagree,Agree,Disagree,Agree,Often or always,Often or always,Often or always,Never,Occasionally,Disagree,Slightly,Don't know,Unsure,A little interested,Mostly,Never,A lot,Somewhat,A lot,Not at all,1-3 times in last 6 months,Not at all,A few times a week,Yes,Not at all,Very helpful,,Fully,,Non-FSM,SEN,White British,Yes,School D
,4,6,1,2,,2,13,4,2,2,4,4,5,9,4,5,4,4,3,3,1,,3,5,3,,2,1,3,3,3,,2,3,4,2,1,1,,2,1,1,2,3,2,,1,1,4,0,7,90,3,5,,6,3,4,,,,,,,,,,1,4,1,3,1,1,1,1,,2,3,4,3,4,0,,,4,2,5,1,,3,4,2,3,4,1,5,1,4,2,1,4,1,2,3,2,3,4,4,,1,4,4,3,0,,,2,3,10,0,,1,1,3,17,9,17,,,,4,,1,5,0,630,3,4,4,1,4,2,7,11,1,9,14,5,13.3333333333333,1,4,0,7.5,3,,4,,I describe myself in another way,Prefer not to say,Yes,No,,No,12 years old,4,2,2,4,4,5 - Completely true,9,Very often,Very much like me,Mostly like me,Mostly like me,Some of the time,Some of the time,None of the time,,Some of the time,All of the time,Some of the time,,Agree,Strongly agree,Disagree,Disagree,Sometimes,,Almost Never,Sometimes,4,Agree,Never,Never,,Sometimes,Never,Never,Sometimes,Always,Sometimes,,Often or always,Strongly agree,Strongly disagree,No,7 days,Around 1.5 hours,Sometimes,3 to 4 hours,Lots,,,,,,,,,,Not at all,4,1 - Never,3,1 - Never,Yes,Not at all,Not helpful,,Slightly,3,4,3,4,No,,,Very comfortable,Slightly,5 - Not happy or unhappy,Yes,,Fairly unsafe,Disagree,Agree,Neither agree nor disagree,Disagree,Often or always,Never,Often or always,Hardly ever,Some of the time,Strongly agree,Fully,Richer,Quite a few,Quite interested,Slightly,Rarely,Quite a bit,Quite a bit,,Not at all,A few times a week,A few times a week,4+ times in last 6 months,No,,,Uncomfortable,Mostly,Year 10,Non-FSM,,Ethnic minority,Yes,School C
6,3,5,1,3,2,2,13,3,3,2,1,1,5,1,1,3,1,1,2,2,2,5,1,4,3,1,3,4,4,2,3,3,3,1,11,5,2,2,3,1,3,1,2,3,3,1,2,2,1,1,2,30,2,6,,3,8,4,1,1,0,0,1,0,1,0,1,2,4,1,1,2,0,,,,2,3,4,2,2,1,1,3,,4,10,0,1,1,1,1,5,1,4,1,1,5,3,,3,2,1,2,1,1,5,3,4,5,2,2,1,0,,,1,2,8,0,1,1,0,5,19,1,6,19,11,6,,9,2,7,1,60,4,3,4,,2.5,1,,11,2,8,11,10,21,1,,0,4,1,17,10,Prefer not to say,Prefer not to say,Currently unsure,Yes,I don't know,No,No,12 years old,3,3,2,1 - Completely not true,1 - Completely not true,5 - Completely true,1,Almost never,Somewhat like me,Not at all like me,Not at all like me,Rarely,Rarely,Rarely,All of the time,None of the time,Often,Some of the time,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Agree,Sometimes,Sometimes,Sometimes,Never,Prefer not to say,Prefer not to say,Sometimes,Sometimes,Always,Never,Always,Never,Sometimes,Always,Always,Never,Some of the time,Agree,Strongly agree,Yes,2 days,Around 30 minutes,Often,4 to 5 hours,Lots,Yes,Yes,No,No,Yes,No,Yes,No,Yes,A little,4,1 - Never,1 - Never,2,No,,,,Slightly,3,4,2,2,Yes,Not at all,Very helpful,,Fully,10 - Very happy,No,Yes,Very safe,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Hardly ever,Often or always,Often or always,Never,Occasionally,,Mostly,Poorer,Not many,A little interested,Not at all,Often,A lot,Somewhat,Quite a bit,A lot,1-3 times in last 6 months,1-3 times in last 6 months,Not at all,No,,,Very uncomfortable,Slightly,Year 8,Non-FSM,SEN,Ethnic minority,No,School E
