gender,transgender,sexual_orientation,neurodivergent,birth_parent1,birth_parent2,birth_you,birth_you_age,autonomy_pressure,autonomy_express,autonomy_decide,autonomy_told,autonomy_myself,autonomy_choice,life_satisfaction,optimism_future,optimism_best,optimism_good,optimism_work,wellbeing_optimistic,wellbeing_useful,wellbeing_relaxed,wellbeing_problems,wellbeing_thinking,wellbeing_close,wellbeing_mind,esteem_satisfied,esteem_qualities,esteem_well,esteem_value,esteem_good,stress_control,stress_overcome,stress_confident,stress_way,appearance_happy,appearance_feel,negative_lonely,negative_unhappy,negative_like,negative_cry,negative_school,negative_worry,negative_sleep,negative_wake,negative_shy,negative_scared,lonely,support_ways,support_look,sleep,physical_days,physical_hours,free_like,media_hours,media_interact,media_browse,media_total,places_freq,places_barriers___1,places_barriers___2,places_barriers___3,places_barriers___4,places_barriers___5,places_barriers___6,places_barriers___7,places_barriers___8,places_barriers___9,school_belong,staff_interest,staff_believe,staff_best,staff_listen,staff_talk,staff_talk_listen,staff_talk_helpful,staff_talk_if,accept_staff,home_interest,home_believe,home_best,home_listen,home_talk,home_talk_listen,home_talk_helpful,home_talk_if,accept_home,home_happy,young_carer,care_experience,local_safe,local_support,local_trust,local_neighbours,local_places,discrim_race,discrim_gender,discrim_orientation,discrim_disability,discrim_faith,belong_local,accept_local,wealth,future_options,future_interest,future_support,climate,social_along,social_time,social_support,social_hard,bully_physical,bully_other,bully_cyber,peer_talk,peer_talk_listen,peer_talk_helpful,peer_talk_if,accept_peer,year_group,fsm,sen,ethnicity,english_additional,school,msoa,autonomy_score,life_satisfaction_score,optimism_score,wellbeing_score,esteem_score,stress_score,appearance_score,negative_score,lonely_score,support_score,sleep_score,physical_score,free_like_score,media_score,places_score,staff_talk_score,home_talk_score,peer_talk_score,talk_score,accept_score,school_belong_score,staff_relationship_score,home_relationship_score,home_happy_score,local_env_score,discrim_score,belong_local_score,wealth_score,future_score,climate_score,social_score,bully_score,gender_lab,transgender_lab,sexual_orientation_lab,neurodivergent_lab,birth_parent1_lab,birth_parent2_lab,birth_you_lab,birth_you_age_lab,autonomy_pressure_lab,autonomy_express_lab,autonomy_decide_lab,autonomy_told_lab,autonomy_myself_lab,autonomy_choice_lab,life_satisfaction_lab,optimism_future_lab,optimism_best_lab,optimism_good_lab,optimism_work_lab,wellbeing_optimistic_lab,wellbeing_useful_lab,wellbeing_relaxed_lab,wellbeing_problems_lab,wellbeing_thinking_lab,wellbeing_close_lab,wellbeing_mind_lab,esteem_satisfied_lab,esteem_qualities_lab,esteem_well_lab,esteem_value_lab,esteem_good_lab,stress_control_lab,stress_overcome_lab,stress_confident_lab,stress_way_lab,appearance_happy_lab,appearance_feel_lab,negative_lonely_lab,negative_unhappy_lab,negative_like_lab,negative_cry_lab,negative_school_lab,negative_worry_lab,negative_sleep_lab,negative_wake_lab,negative_shy_lab,negative_scared_lab,lonely_lab,support_ways_lab,support_look_lab,sleep_lab,physical_days_lab,physical_hours_lab,free_like_lab,media_hours_lab,places_freq_lab,places_barriers___1_lab,places_barriers___2_lab,places_barriers___3_lab,places_barriers___4_lab,places_barriers___5_lab,places_barriers___6_lab,places_barriers___7_lab,places_barriers___8_lab,places_barriers___9_lab,school_belong_lab,staff_interest_lab,staff_believe_lab,staff_best_lab,staff_listen_lab,staff_talk_lab,staff_talk_listen_lab,staff_talk_helpful_lab,staff_talk_if_lab,accept_staff_lab,home_interest_lab,home_believe_lab,home_best_lab,home_listen_lab,home_talk_lab,home_talk_listen_lab,home_talk_helpful_lab,home_talk_if_lab,accept_home_lab,home_happy_lab,young_carer_lab,care_experience_lab,local_safe_lab,local_support_lab,local_trust_lab,local_neighbours_lab,local_places_lab,discrim_race_lab,discrim_gender_lab,discrim_orientation_lab,discrim_disability_lab,discrim_faith_lab,belong_local_lab,accept_local_lab,wealth_lab,future_options_lab,future_interest_lab,future_support_lab,climate_lab,social_along_lab,social_time_lab,social_support_lab,social_hard_lab,bully_physical_lab,bully_other_lab,bully_cyber_lab,peer_talk_lab,peer_talk_listen_lab,peer_talk_helpful_lab,peer_talk_if_lab,accept_peer_lab,year_group_lab,fsm_lab,sen_lab,ethnicity_lab,english_additional_lab,school_lab
5.0,3.0,3.0,1.0,3.0,3.0,3.0,9.0,1.0,,1.0,2.0,,4.0,9.0,5.0,4.0,3.0,4.0,1.0,4.0,3.0,,2.0,5.0,4.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,1.0,4.0,10,2.0,1.0,1.0,,1.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,0.0,4.0,30.0,5.0,7.0,5.0,7.0,8.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,,,,,1.0,2.0,5.0,4.0,3.0,0.0,,,2.0,1.0,4.0,1.0,0.0,3.0,4.0,5.0,2.0,4.0,5.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,1.0,3.0,2.0,0.0,,,4.0,4.0,10.0,0.0,0.0,1.0,1.0,1,Torridge 005,,9.0,16.0,,12.0,5.0,10.0,,2.0,3.0,0.0,120.0,1.0,2.0,3.0,,2.0,4.0,,10.0,4.0,9.0,14.0,4.0,11.333333333333336,1.0,1.0,,4.5,1.0,15.0,9.0,Currently unsure,Prefer not to say,Heterosexual/straight,Yes,I don't know,I don't know,I don't know,8 years old,1 - Completely not true,,1 - Completely not true,2,,4,9,Always,Mostly like me,Somewhat like me,Mostly like me,None of the time,Often,Some of the time,,Rarely,All of the time,Often,Disagree,Agree,Disagree,Disagree,Agree,Very Often,Sometimes,Never,Fairly Often,10 - Very happy,Agree,Never,Never,,Never,Never,Always,Sometimes,Sometimes,Sometimes,Always,Some of the time,Strongly disagree,Disagree,No,4 days,Around 30 minutes,Almost never,5 to 6 hours,Several,No,No,No,Yes,Yes,No,No,Yes,Yes,Quite a bit,4,1 - Never,1 - Never,3,,,,,Not at all,2,5 - Always,4,3,No,,,Uncomfortable,Not at all,4,Yes,No,Fairly unsafe,Disagree,Strongly disagree,Agree,Disagree,Never,Some of the time,Hardly ever,Often or always,Hardly ever,Strongly disagree,Fully,Don't know,Quite a few,Not interested,Not at all,Often,Somewhat,Quite a bit,Quite a bit,Quite a bit,Not at all,4+ times in last 6 months,1-3 times in last 6 months,No,,,Very comfortable,Fully,Year 10,Non-FSM,Non-SEN,Ethnic minority,Yes,School A
1.0,1.0,5.0,3.0,2.0,1.0,2.0,,1.0,5.0,1.0,4.0,1.0,1.0,4.0,5.0,1.0,1.0,5.0,4.0,2.0,4.0,5.0,1.0,1.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,5.0,2.0,5,1.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,5.0,4.0,3.0,1.0,3.0,30.0,4.0,8.0,4.0,8.0,5.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,5.0,2.0,,,,,,3.0,2.0,5.0,3.0,,0.0,,,1.0,3.0,7.0,0.0,0.0,2.0,5.0,1.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,,2.0,1.0,1.0,3.0,2.0,1.0,3.0,4.0,2.0,0.0,,,3.0,4.0,10.0,0.0,0.0,,0.0,4,North Devon 003,15.0,4.0,12.0,21.0,13.0,9.0,5.0,6.0,5.0,3.0,1.0,90.0,2.0,1.0,4.0,,1.0,3.0,,14.0,3.0,,,7.0,12.666666666666664,1.0,1.0,0.0,,1.0,7.0,6.0,Girl,Yes,Currently unsure,Unsure,No,Yes,No,,1 - Completely not true,5 - Completely true,1 - Completely not true,4,1 - Completely not true,1 - Completely not true,4,Always,Not at all like me,Not at all like me,Very much like me,Often,Rarely,Often,All of the time,None of the time,None of the time,Often,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Sometimes,Sometimes,Very Often,Almost Never,5 - Not happy or unhappy,Strongly agree,Always,Sometimes,Always,Always,Never,Always,Always,Always,Sometimes,Never,Never,Strongly disagree,Disagree,Yes,3 days,Around 30 minutes,Not often,6 to 7 hours,Lots,No,Yes,Yes,No,No,No,No,Yes,No,Somewhat,4,5 - Always,2,,,,,,Mostly,2,5 - Always,3,,No,,,Very uncomfortable,Mostly,7,No,No,Fairly safe,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Some of the time,Never,Never,Never,Never,Strongly disagree,Fully,Poorer,Unsure,,Slightly,Often,Not at all,Somewhat,A little,Not at all,4+ times in last 6 months,A few times a week,1-3 times in last 6 months,No,,,Comfortable,Fully,Year 10,Non-FSM,Non-SEN,,No,School D
,3.0,4.0,1.0,2.0,1.0,1.0,5.0,,3.0,5.0,,3.0,1.0,0.0,3.0,4.0,2.0,3.0,5.0,3.0,5.0,4.0,5.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,,,2.0,0,3.0,1.0,2.0,1.0,3.0,,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,90.0,2.0,5.0,8.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,1.0,1.0,5.0,1.0,4.0,1.0,,4.0,1.0,2.0,5.0,3.0,0.0,,,,,9.0,1.0,2.0,1.0,,3.0,2.0,,1.0,4.0,1.0,3.0,5.0,,4.0,4.0,,1.0,5.0,,1.0,,5.0,1.0,2.0,2.0,2.0,0.0,,,4.0,2.0,10.0,1.0,0.0,2.0,1.0,1,North Devon 006,,0.0,12.0,28.0,16.0,,0.0,,3.0,4.0,0.0,0.0,4.0,4.0,4.0,2.5,,4.0,,,4.0,10.0,11.0,9.0,,1.0,,,,,,9.0,,Prefer not to say,I describe myself in another way,Yes,No,Yes,Yes,4 years old,,3,5 - Completely true,,3,1 - Completely not true,0 - not at all,Often,Mostly like me,A little like me,Somewhat like me,All of the time,Some of the time,All of the time,Often,All of the time,Rarely,Often,Disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Almost Never,,,Almost Never,0 - Very unhappy,Disagree,Never,Sometimes,Never,Always,,Always,Sometimes,Always,Sometimes,Sometimes,Occasionally,Disagree,Disagree,No,0 days,Around 1.5 hours,Often,3 to 4 hours,Lots,No,No,No,No,No,Yes,No,Yes,No,Quite a bit,3,1 - Never,1 - Never,5 - Always,Yes,Fully,Not helpful,,Fully,1 - Never,2,5 - Always,3,No,,,,,9,Yes,Unsure,Very safe,,Neither agree nor disagree,Agree,,Often or always,Hardly ever,Often or always,Occasionally,Never,,Fully,Don't know,,Not interested,Unsure,,Not at all,,A lot,Not at all,1-3 times in last 6 months,1-3 times in last 6 months,1-3 times in last 6 months,No,,,Very comfortable,Slightly,Year 10,FSM,Non-SEN,White British,Yes,School A
5.0,2.0,1.0,1.0,2.0,2.0,1.0,12.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,,2.0,2.0,1.0,3.0,4.0,5.0,3.0,1,1.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,,1.0,3.0,4.0,1.0,3.0,1.0,5.0,90.0,4.0,2.0,4.0,5.0,7.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,2.0,,1.0,,,,,1.0,2.0,2.0,,5.0,0.0,,,3.0,1.0,1.0,0.0,1.0,,3.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,5.0,1.0,4.0,2.0,4.0,2.0,4.0,1.0,5.0,2.0,4.0,1.0,1.0,2.0,4.0,0.0,,,1.0,4.0,8.0,1.0,0.0,2.0,1.0,5,Torridge 002,16.0,2.0,11.0,16.0,,9.0,1.0,,4.0,6.0,1.0,450.0,2.0,7.0,3.0,,3.0,1.0,,10.0,1.0,,,1.0,,1.0,4.0,0.0,,1.0,12.0,8.0,Currently unsure,No,Bi/pansexual,Yes,No,No,Yes,11 years old,3,2,2,2,3,2,2,Almost never,Mostly like me,A little like me,Mostly like me,None of the time,None of the time,Some of the time,Rarely,Rarely,Often,Some of the time,Strongly agree,,Agree,Agree,Strongly agree,Sometimes,Fairly Often,Very Often,Sometimes,1,Strongly agree,Always,Never,Sometimes,Never,Always,Always,Never,,Never,Always,Hardly ever,Strongly agree,Disagree,Yes,5 days,Around 1.5 hours,Not often,Less than 1 hour,Several,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Not at all,4,2,,1 - Never,,,,,Not at all,2,2,,5 - Always,No,,,Comfortable,Not at all,1,No,Yes,,Neither agree nor disagree,Disagree,Strongly disagree,Neither agree nor disagree,Occasionally,Occasionally,Occasionally,Some of the time,Never,Strongly agree,Fully,Poorer,Unsure,A little interested,Fully,Often,A lot,A little,Quite a bit,Not at all,Not at all,1-3 times in last 6 months,A few times a week,No,,,Very uncomfortable,Fully,Year 8,FSM,Non-SEN,White British,Yes,School E
2.0,1.0,4.0,2.0,,1.0,2.0,8.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,,5.0,1.0,3.0,2.0,5.0,2.0,3.0,3.0,5.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,3.0,5.0,5.0,4,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,1.0,6.0,120.0,2.0,,,7.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,2.0,3.0,3.0,5.0,1.0,1.0,2.0,,2.0,5.0,4.0,2.0,4.0,1.0,2.0,3.0,,1.0,9.0,,,5.0,4.0,,4.0,4.0,1.0,5.0,,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,0.0,,,2.0,1.0,10.0,1.0,1.0,2.0,0.0,3,North Devon 008,19.0,2.0,,24.0,9.0,11.0,4.0,8.0,1.0,3.0,1.0,720.0,4.0,,2.0,1.75,3.0,2.0,6.75,6.0,,13.0,15.0,9.0,,1.0,3.0,0.0,4.5,2.0,9.0,7.0,Boy,Yes,I describe myself in another way,No,,Yes,No,7 years old,3,4,2,1 - Completely not true,2,3,2,,Very much like me,Not at all like me,Somewhat like me,Rarely,All of the time,Rarely,Some of the time,Some of the time,All of the time,Often,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Fairly Often,Sometimes,Very Often,Very Often,4,Strongly agree,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Always,Always,Always,Often or always,Disagree,Strongly disagree,Yes,6 days,Around 2 hours or more,Often,,Limited,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,,2,3,3,5 - Always,Yes,Not at all,Somewhat helpful,,Slightly,5 - Always,4,2,4,Yes,Slightly,Very helpful,,Not at all,9,,,Don't know,Disagree,,Disagree,Disagree,Often or always,Never,,Some of the time,Often or always,Agree,Slightly,Richer,Quite a few,Not interested,Not at all,Sometimes,Quite a bit,A little,A little,Not at all,4+ times in last 6 months,1-3 times in last 6 months,4+ times in last 6 months,No,,,Uncomfortable,Not at all,Year 10,FSM,SEN,White British,No,School C
4.0,3.0,5.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,5.0,4.0,5.0,1.0,1.0,3.0,2.0,2.0,2.0,5.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,,11,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,,2.0,5.0,1.0,1.0,1.0,5.0,60.0,1.0,2.0,8.0,8.0,8.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,4.0,,5.0,,,,,1.0,3.0,2.0,2.0,4.0,0.0,,,2.0,4.0,4.0,1.0,2.0,,2.0,1.0,5.0,3.0,5.0,3.0,1.0,5.0,2.0,4.0,1.0,4.0,2.0,,1.0,2.0,2.0,4.0,3.0,,1.0,4.0,1.0,0.0,,,3.0,2.0,10.0,1.0,0.0,1.0,,2,North Devon 014,16.0,1.0,15.0,18.0,16.0,,,,5.0,8.0,1.0,300.0,5.0,7.0,1.0,,2.0,3.0,,8.0,5.0,,11.0,4.0,,1.0,1.0,,,2.0,,9.0,I describe myself in another way,Prefer not to say,Currently unsure,Unsure,Yes,No,No,2 years old,2,3,1 - Completely not true,2,2,2,1,Always,Mostly like me,Very much like me,Not at all like me,None of the time,Some of the time,Rarely,Rarely,Rarely,All of the time,Some of the time,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Almost Never,Sometimes,Never,,Prefer not to say,Disagree,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,,,Sometimes,Never,Strongly agree,Strongly agree,Yes,5 days,Around 1 hour,Almost always,Less than 1 hour,None ,Yes,No,No,Yes,No,No,No,No,Yes,A lot,1 - Never,4,,5 - Always,,,,,Not at all,3,2,2,4,No,,,Uncomfortable,Fully,4,Yes,Unsure,,Agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Never,Occasionally,Often or always,Never,Some of the time,Strongly disagree,Not at all,Don't know,Quite a few,,Not at all,Sometimes,A little,Quite a bit,Somewhat,,Not at all,A few times a week,Not at all,No,,,Comfortable,Slightly,Year 10,FSM,Non-SEN,Ethnic minority,,School B
3.0,4.0,5.0,2.0,1.0,2.0,3.0,12.0,3.0,2.0,1.0,3.0,2.0,4.0,0.0,5.0,4.0,2.0,5.0,5.0,4.0,3.0,4.0,2.0,5.0,2.0,1.0,2.0,1.0,4.0,4.0,5.0,,1.0,5.0,6,4.0,2.0,,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,0.0,5.0,90.0,4.0,3.0,1.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,4.0,0.0,,,4.0,1.0,5.0,3.0,2.0,5.0,0.0,,,4.0,1.0,,1.0,2.0,2.0,,3.0,5.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,3.0,8.0,0.0,0.0,2.0,0.0,3,North Devon 011,15.0,0.0,16.0,25.0,13.0,,6.0,,5.0,3.0,0.0,450.0,2.0,6.0,4.0,4.0,4.0,1.75,9.75,7.0,1.0,,15.0,,,1.0,2.0,1.0,8.5,2.0,13.0,10.0,Non-binary,I describe myself in another way,Currently unsure,No,Yes,No,I don't know,11 years old,3,2,1 - Completely not true,3,2,4,0 - not at all,Always,Mostly like me,A little like me,Very much like me,All of the time,Often,Some of the time,Often,Rarely,All of the time,Rarely,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Very Often,,Never,Very Often,6,Strongly disagree,Sometimes,,Sometimes,Never,Never,Never,Always,Always,Always,Sometimes,Never,Strongly disagree,Disagree,No,5 days,Around 1.5 hours,Not often,1 to 2 hours,Lots,No,Yes,No,No,No,No,No,No,Yes,Not at all,,1 - Never,1 - Never,4,No,,,Very comfortable,Not at all,5 - Always,3,2,5 - Always,No,,,Very comfortable,Not at all,,Yes,Unsure,Fairly safe,,Neither agree nor disagree,Strongly disagree,Strongly agree,Often or always,Occasionally,Occasionally,Some of the time,Some of the time,Disagree,Slightly,About the same,Quite a few,A little interested,Fully,Sometimes,Not at all,A lot,A lot,A little,1-3 times in last 6 months,1-3 times in last 6 months,Not at all,Yes,Not at all,Somewhat helpful,,Mostly,Year 8,Non-FSM,Non-SEN,White British,No,School C
4.0,2.0,1.0,,3.0,1.0,3.0,,,4.0,3.0,4.0,5.0,3.0,8.0,3.0,1.0,4.0,2.0,3.0,4.0,3.0,5.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,11,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,,2.0,1.0,5.0,4.0,1.0,1.0,4.0,120.0,5.0,9.0,1.0,8.0,,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,4.0,4.0,5.0,3.0,1.0,3.0,1.0,,2.0,2.0,2.0,5.0,4.0,1.0,3.0,2.0,,2.0,8.0,1.0,0.0,5.0,3.0,1.0,3.0,2.0,3.0,3.0,5.0,1.0,2.0,3.0,2.0,3.0,1.0,4.0,,,4.0,4.0,1.0,3.0,2.0,1.0,4.0,0.0,,,1.0,4.0,8.0,0.0,1.0,2.0,0.0,7,North Devon 013,,8.0,10.0,22.0,16.0,7.0,,,5.0,5.0,1.0,480.0,1.0,0.0,3.0,2.0,2.75,1.0,5.75,10.0,5.0,16.0,13.0,8.0,,1.0,2.0,1.0,,,12.0,8.0,I describe myself in another way,No,Bi/pansexual,,I don't know,Yes,I don't know,,,4,3,4,5 - Completely true,3,8,Often,Not at all like me,Mostly like me,A little like me,Some of the time,Often,Some of the time,All of the time,None of the time,Rarely,Often,Strongly agree,Agree,Agree,Agree,Agree,Fairly Often,Sometimes,Fairly Often,Almost Never,Prefer not to say,Agree,Sometimes,Sometimes,Never,Always,Never,Sometimes,Sometimes,,Sometimes,Never,Never,Strongly disagree,Strongly agree,Yes,4 days,Around 2 hours or more,Almost never,7 hours or more,Several,No,No,No,No,No,Yes,No,No,Yes,A lot,4,4,5 - Always,3,Yes,Mostly,Not helpful,,Slightly,2,2,5 - Always,4,Yes,Mostly,Somewhat helpful,,Slightly,8,Yes,No,Don't know,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Occasionally,Occasionally,Never,Often or always,Some of the time,Disagree,Slightly,About the same,Not many,Very interested,,,Quite a bit,Quite a bit,Not at all,Somewhat,1-3 times in last 6 months,Not at all,A few times a week,No,,,Very uncomfortable,Fully,Year 8,Non-FSM,SEN,White British,No,School G
,3.0,1.0,1.0,1.0,3.0,3.0,2.0,,2.0,5.0,,3.0,2.0,1.0,5.0,3.0,5.0,1.0,4.0,3.0,5.0,1.0,4.0,1.0,4.0,3.0,2.0,,4.0,2.0,5.0,3.0,4.0,,4,1.0,,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,4.0,1.0,3.0,0.0,6.0,30.0,5.0,9.0,8.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,5.0,3.0,4.0,4.0,0.0,,,2.0,1.0,2.0,1.0,5.0,1.0,1.0,3.0,3.0,,1.0,3.0,1.0,1.0,2.0,,4.0,4.0,1.0,1.0,5.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,5.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,2.0,8.0,1.0,0.0,1.0,,2,North Devon 010,,1.0,14.0,22.0,,,4.0,,4.0,6.0,0.0,180.0,1.0,0.0,1.0,2.0,3.5,1.5,7.0,6.0,,16.0,9.0,3.0,,1.0,1.0,,,2.0,9.0,12.0,,Prefer not to say,Bi/pansexual,Yes,Yes,I don't know,I don't know,1 year old,,2,5 - Completely true,,3,2,1,Always,Somewhat like me,Very much like me,Not at all like me,Often,Some of the time,All of the time,None of the time,Often,None of the time,Often,Disagree,Agree,,Strongly disagree,Agree,Very Often,Sometimes,Fairly Often,,4,Strongly agree,,Sometimes,Sometimes,Always,Always,Sometimes,Never,Always,Sometimes,Never,Hardly ever,Strongly agree,Disagree,No,6 days,Around 30 minutes,Almost never,7 hours or more,None ,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,5 - Always,3,4,4,No,,,Uncomfortable,Not at all,2,1 - Never,5 - Always,1 - Never,Yes,Mostly,Very helpful,,Not at all,3,Yes,Yes,Fairly safe,,Disagree,Disagree,Strongly agree,Often or always,Never,Hardly ever,Some of the time,Some of the time,Strongly disagree,Slightly,Don't know,A lot,Quite interested,Unsure,Sometimes,Somewhat,Somewhat,A little,Not at all,Not at all,Not at all,Not at all,Yes,Slightly,Not helpful,,Slightly,Year 8,FSM,Non-SEN,Ethnic minority,,School B
5.0,4.0,5.0,2.0,1.0,1.0,2.0,11.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,5.0,2.0,5.0,2.0,,5.0,4.0,4.0,3.0,,5.0,,4.0,,1.0,1.0,2.0,4.0,5.0,5.0,7,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,,2.0,1.0,1.0,1.0,2.0,1.0,4.0,120.0,5.0,6.0,,5.0,9.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,4.0,2.0,5.0,,,,,3.0,5.0,3.0,5.0,5.0,0.0,,,3.0,4.0,8.0,0.0,2.0,3.0,4.0,3.0,,1.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,1.0,,3.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,0.0,,,3.0,3.0,8.0,,1.0,2.0,,6,Torridge 004,18.0,3.0,14.0,,,12.0,7.0,,1.0,7.0,1.0,480.0,1.0,3.0,4.0,,3.0,3.0,,14.0,3.0,13.0,18.0,8.0,,1.0,2.0,1.0,,1.0,8.0,7.0,Currently unsure,I describe myself in another way,Currently unsure,No,Yes,Yes,No,10 years old,2,3,2,3,4,2,3,Always,A little like me,Very much like me,A little like me,,All of the time,Often,Often,Some of the time,,All of the time,,Strongly disagree,,Strongly agree,Strongly agree,Almost Never,Fairly Often,Very Often,Very Often,7,Strongly disagree,Always,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,,Sometimes,Never,Often or always,Strongly agree,Agree,Yes,4 days,Around 2 hours or more,Almost never,4 to 5 hours,Lots,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Somewhat,2,4,2,5 - Always,,,,,Mostly,5 - Always,3,5 - Always,5 - Always,No,,,Comfortable,Fully,8,No,Unsure,Fairly unsafe,Disagree,Neither agree nor disagree,,Strongly agree,Hardly ever,Hardly ever,Hardly ever,Some of the time,Some of the time,Disagree,Fully,About the same,Not many,,Mostly,Often,A little,A little,Not at all,Somewhat,1-3 times in last 6 months,A few times a week,1-3 times in last 6 months,No,,,Comfortable,Mostly,Year 8,,SEN,White British,,School F
