cat,cat_lab,count,percentage,measure,n_responses,school_lab,year_group_lab,gender_lab,fsm_lab,sen_lab,group,measure_lab
"[1.0, 2.0, 3.0, 4.0]","['Often', 'Sometimes', 'Rarely', 'Never']","[5, 3, 6, 7]","[23.8, 14.3, 28.6, 33.3]",climate,21,School F,All,Boy,All,All,climate,How often do you worry about the impact of climate change on your future?
"[1.0, 2.0, 3.0, 4.0, 5.0]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot']","[6, 5, 2, 3, 5]","[28.6, 23.8, 9.5, 14.3, 23.8]",social_along,21,School F,All,Boy,All,All,social,I get along with people around me
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'Missing']","[4, 5, 4, 1, 5, 2]","[19.0, 23.8, 19.0, 4.8, 23.8, 9.5]",social_time,19,School F,All,Boy,All,All,social,People like to spend time with me
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'Missing']","[5, 5, 2, 5, 1, 3]","[23.8, 23.8, 9.5, 23.8, 4.8, 14.3]",social_support,18,School F,All,Boy,All,All,social,I feel supported by my friends
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'Missing']","[7, 5, 2, 3, 1, 3]","[33.3, 23.8, 9.5, 14.3, 4.8, 14.3]",social_hard,18,School F,All,Boy,All,All,social,My friends care about me when times are hard (for example if I am sick or have done something wrong)
"[1.0, 2.0, 3.0, 4.0]","['Not bullied at all', '1-3 times in the last 6 months', '4 or more times in the last 6 months', 'A few times a week']","[7, 8, 2, 4]","[33.3, 38.1, 9.5, 19.0]",bully_physical,21,School F,All,Boy,All,All,bully,"How often do you get physically bullied at school? By this we mean getting hit, pushed around, threatened, or having belongings stolen"
"[1.0, 2.0, 3.0, 4.0, nan]","['Not bullied at all', '1-3 times in the last 6 months', '4 or more times in the last 6 months', 'A few times a week', 'Missing']","[4, 6, 7, 2, 2]","[19.0, 28.6, 33.3, 9.5, 9.5]",bully_other,19,School F,All,Boy,All,All,bully,"How often do you get bullied in other ways at school? By this we mean insults, slurs, name calling, threats, getting left out or excluded by others, or having rumours spread about you on purpose"
"[1.0, 2.0, 3.0, 4.0]","['Not bullied at all', '1-3 times in the last 6 months', '4 or more times in the last 6 months', 'A few times a week']","[3, 6, 7, 5]","[14.3, 28.6, 33.3, 23.8]",bully_cyber,21,School F,All,Boy,All,All,bully,"How often do you get cyber-bullied? By this we mean someone sending mean text or online messages about you, creating a website making fun of you, posting pictures that make you look bad online, or sharing them with others"
"[0.0, 1.0, nan]","['No', 'Yes', 'Missing']","[13, 7, 1]","[61.9, 33.3, 4.8]",peer_talk,20,School F,All,Boy,All,All,talk,Another person your age
"[1.0, 2.0, 3.0, 4.0, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'Missing']","[3, 4, 4, 6, 4]","[14.3, 19.0, 19.0, 28.6, 19.0]",peer_talk_listen,17,School F,All,Boy,All,All,talk,Another person your age
"[1.0, 2.0, 3.0, nan]","['Not helpful', 'Somewhat helpful', 'Very helpful', 'Missing']","[6, 10, 4, 1]","[28.6, 47.6, 19.0, 4.8]",peer_talk_helpful,20,School F,All,Boy,All,All,talk,Another person your age
"[1.0, 2.0, 3.0, 4.0]","['Very uncomfortable', 'Uncomfortable', 'Comfortable', 'Very comfortable']","[3, 8, 6, 4]","[14.3, 38.1, 28.6, 19.0]",peer_talk_if,21,School F,All,Boy,All,All,talk,Another person your age
"[1.0, 2.0, 3.0, 4.0, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'Missing']","[3, 4, 7, 6, 1]","[14.3, 19.0, 33.3, 28.6, 4.8]",accept_peer,20,School F,All,Boy,All,All,accept,Other people your age
"[8.0, nan]","['Year 8', 'Missing']","[20, 1]","[95.2, 4.8]",year_group,20,School F,All,Boy,All,All,demographic,
"[0.0, 1.0, nan]","['Non-FSM', 'FSM', 'Missing']","[7, 12, 2]","[33.3, 57.1, 9.5]",fsm,19,School F,All,Boy,All,All,demographic,
"[0.0, 1.0, nan]","['Non-SEN', 'SEN', 'Missing']","[8, 11, 2]","[38.1, 52.4, 9.5]",sen,19,School F,All,Boy,All,All,demographic,
"[1.0, 2.0, nan]","['Ethnic minority', 'White British', 'Missing']","[13, 6, 2]","[61.9, 28.6, 9.5]",ethnicity,19,School F,All,Boy,All,All,demographic,
"[0.0, 1.0, nan]","['No', 'Yes', 'Missing']","[11, 7, 3]","[52.4, 33.3, 14.3]",english_additional,18,School F,All,Boy,All,All,demographic,
[5.0],['Currently unsure'],[13],[100.0],gender,13,School F,All,Currently unsure,All,All,demographic,Gender
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Yes', 'No', 'Prefer not to say', 'I describe myself in another way', 'Not sure', 'Missing']","[5, 3, 1, 2, 1, 1]","[38.5, 23.1, 7.7, 15.4, 7.7, 7.7]",transgender,12,School F,All,Currently unsure,All,All,demographic,Do you consider yourself to be transgender?
"[2.0, 3.0, 4.0, 5.0, 6.0]","['Gay/lesbian', 'Heterosexual/straight', 'I describe myself in another way', 'Currently unsure', 'Prefer not to say']","[1, 3, 2, 3, 4]","[7.7, 23.1, 15.4, 23.1, 30.8]",sexual_orientation,13,School F,All,Currently unsure,All,All,demographic,Sexual orientation
"[1.0, 2.0, 3.0]","['Yes', 'No', 'Unsure']","[2, 4, 7]","[15.4, 30.8, 53.8]",neurodivergent,13,School F,All,Currently unsure,All,All,demographic,Do you identify as neurodivergent?
"[1.0, 2.0, 3.0]","['Yes', 'No', ""I don't know""]","[5, 3, 5]","[38.5, 23.1, 38.5]",birth_parent1,13,School F,All,Currently unsure,All,All,demographic,
"[1.0, 2.0, 3.0]","['Yes', 'No', ""I don't know""]","[4, 6, 3]","[30.8, 46.2, 23.1]",birth_parent2,13,School F,All,Currently unsure,All,All,demographic,
"[1.0, 2.0, 3.0, nan]","['Yes', 'No', ""I don't know"", 'Missing']","[5, 2, 5, 1]","[38.5, 15.4, 38.5, 7.7]",birth_you,12,School F,All,Currently unsure,All,All,demographic,
"[5.0, 6.0, 7.0, 8.0, 10.0, 11.0, 12.0, 14.0, 16.0, nan]","['4 years old', '5 years old', '6 years old', '7 years old', '9 years old', '10 years old', '11 years old', '13 years old', '15 years old', 'Missing']","[1, 1, 1, 1, 1, 2, 1, 2, 1, 2]","[7.7, 7.7, 7.7, 7.7, 7.7, 15.4, 7.7, 15.4, 7.7, 15.4]",birth_you_age,11,School F,All,Currently unsure,All,All,demographic,
"[1.0, 3.0, 4.0, 5.0]","['1 - Completely not true', '3', '4', '5 - Completely true']","[2, 5, 2, 4]","[15.4, 38.5, 15.4, 30.8]",autonomy_pressure,13,School F,All,Currently unsure,All,All,autonomy,I feel pressured in my life
"[1.0, 2.0, 3.0, 4.0, 5.0]","['1 - Completely not true', '2', '3', '4', '5 - Completely true']","[2, 3, 2, 3, 3]","[15.4, 23.1, 15.4, 23.1, 23.1]",autonomy_express,13,School F,All,Currently unsure,All,All,autonomy,I generally feel free to express my ideas and opinions
"[1.0, 2.0, 3.0, 5.0, nan]","['1 - Completely not true', '2', '3', '5 - Completely true', 'Missing']","[2, 3, 3, 4, 1]","[15.4, 23.1, 23.1, 30.8, 7.7]",autonomy_decide,12,School F,All,Currently unsure,All,All,autonomy,I feel like I am free to decide for myself how to live my life
"[2.0, 3.0, 4.0, 5.0, nan]","['2', '3', '4', '5 - Completely true', 'Missing']","[3, 1, 4, 3, 2]","[23.1, 7.7, 30.8, 23.1, 15.4]",autonomy_told,11,School F,All,Currently unsure,All,All,autonomy,In my daily life I often have to do what I am told
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'Missing']","[3, 2, 1, 3, 1, 3]","[23.1, 15.4, 7.7, 23.1, 7.7, 23.1]",autonomy_myself,10,School F,All,Currently unsure,All,All,autonomy,I feel I can pretty much be myself in daily situations
"[1.0, 2.0, 3.0, 4.0, nan]","['1 - Completely not true', '2', '3', '4', 'Missing']","[3, 2, 3, 3, 2]","[23.1, 15.4, 23.1, 23.1, 15.4]",autonomy_choice,11,School F,All,Currently unsure,All,All,autonomy,I have enough choice about how I spend my time
"[0.0, 2.0, 3.0, 5.0, 6.0, 8.0, 9.0, 10.0]","['0 - not at all', '2', '3', '5', '6', '8', '9', '10 - completely']","[2, 2, 2, 3, 1, 1, 1, 1]","[15.4, 15.4, 15.4, 23.1, 7.7, 7.7, 7.7, 7.7]",life_satisfaction,13,School F,All,Currently unsure,All,All,life_satisfaction,"Overall, how satisfied are you with your life nowadays?"
"[1.0, 2.0, 3.0, 4.0, 5.0]","['Almost never', 'Sometimes', 'Often', 'Very often', 'Always']","[2, 3, 3, 1, 4]","[15.4, 23.1, 23.1, 7.7, 30.8]",optimism_future,13,School F,All,Currently unsure,All,All,optimism,I am optimistic about my future
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Not at all like me', 'A little like me', 'Somewhat like me', 'Mostly like me', 'Very much like me', 'Missing']","[2, 4, 3, 1, 2, 1]","[15.4, 30.8, 23.1, 7.7, 15.4, 7.7]",optimism_best,12,School F,All,Currently unsure,All,All,optimism,"In uncertain times, I expect the best"
"[1.0, 2.0, 3.0, 4.0, 5.0]","['Not at all like me', 'A little like me', 'Somewhat like me', 'Mostly like me', 'Very much like me']","[1, 1, 2, 6, 3]","[7.7, 7.7, 15.4, 46.2, 23.1]",optimism_good,13,School F,All,Currently unsure,All,All,optimism,I think good things are going to happen to me
"[2.0, 3.0, nan]","['A little like me', 'Somewhat like me', 'Missing']","[4, 8, 1]","[30.8, 61.5, 7.7]",optimism_work,12,School F,All,Currently unsure,All,All,optimism,"I believe that things will work out, no matter how difficult they seem"
"[1.0, 2.0, 3.0, 5.0, nan]","['None of the time', 'Rarely', 'Some of the time', 'All of the time', 'Missing']","[2, 2, 5, 3, 1]","[15.4, 15.4, 38.5, 23.1, 7.7]",wellbeing_optimistic,12,School F,All,Currently unsure,All,All,wellbeing,I've been feeling optimistic about the future
"[1.0, 2.0, 3.0, 4.0, 5.0]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time']","[3, 4, 2, 3, 1]","[23.1, 30.8, 15.4, 23.1, 7.7]",wellbeing_useful,13,School F,All,Currently unsure,All,All,wellbeing,I've been feeling useful
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'Missing']","[2, 2, 3, 3, 1, 2]","[15.4, 15.4, 23.1, 23.1, 7.7, 15.4]",wellbeing_relaxed,11,School F,All,Currently unsure,All,All,wellbeing,I've been feeling relaxed
"[1.0, 2.0, 3.0, 4.0, 5.0]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time']","[2, 1, 5, 3, 2]","[15.4, 7.7, 38.5, 23.1, 15.4]",wellbeing_problems,13,School F,All,Currently unsure,All,All,wellbeing,I've been dealing with problems well
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'Missing']","[1, 2, 4, 2, 2, 2]","[7.7, 15.4, 30.8, 15.4, 15.4, 15.4]",wellbeing_thinking,11,School F,All,Currently unsure,All,All,wellbeing,I've been thinking clearly
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'Missing']",,,wellbeing_close,,School F,All,Currently unsure,All,All,wellbeing,I've been feeling close to other people
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'Missing']","[1, 4, 1, 2, 3, 2]","[7.7, 30.8, 7.7, 15.4, 23.1, 15.4]",wellbeing_mind,11,School F,All,Currently unsure,All,All,wellbeing,I've been able to make up my own mind about things
"[1.0, 2.0, 3.0, 4.0]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree']","[5, 2, 1, 5]","[38.5, 15.4, 7.7, 38.5]",esteem_satisfied,13,School F,All,Currently unsure,All,All,esteem,"On the whole, I am satisfied with myself"
"[1.0, 2.0, 3.0, 4.0]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree']","[3, 4, 4, 2]","[23.1, 30.8, 30.8, 15.4]",esteem_qualities,13,School F,All,Currently unsure,All,All,esteem,I feel that I have a number of good qualities
"[1.0, 2.0, 3.0]","['Strongly agree', 'Agree', 'Disagree']","[5, 5, 3]","[38.5, 38.5, 23.1]",esteem_well,13,School F,All,Currently unsure,All,All,esteem,I am able to do things as well as most other people
"[1.0, 2.0, 3.0, 4.0, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'Missing']","[2, 6, 1, 3, 1]","[15.4, 46.2, 7.7, 23.1, 7.7]",esteem_value,12,School F,All,Currently unsure,All,All,esteem,I am a person of value
"[1.0, 2.0, 3.0, 4.0]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree']","[2, 3, 6, 2]","[15.4, 23.1, 46.2, 15.4]",esteem_good,13,School F,All,Currently unsure,All,All,esteem,I feel good about myself
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Never', 'Almost Never', 'Sometimes', 'Fairly Often', 'Very Often', 'Missing']","[3, 3, 1, 3, 2, 1]","[23.1, 23.1, 7.7, 23.1, 15.4, 7.7]",stress_control,12,School F,All,Currently unsure,All,All,stress,"In the last month, how often have you felt that you were unable to control the important things in your life?"
"[1.0, 3.0, 4.0, 5.0, nan]","['Never', 'Sometimes', 'Fairly Often', 'Very Often', 'Missing']","[2, 3, 2, 4, 2]","[15.4, 23.1, 15.4, 30.8, 15.4]",stress_overcome,11,School F,All,Currently unsure,All,All,stress,"In the last month, how often have you felt difficulties were piling up so high that you could not overcome them?"
"[2.0, 3.0, 4.0, 5.0]","['Almost Never', 'Sometimes', 'Fairly Often', 'Very Often']","[5, 2, 2, 4]","[38.5, 15.4, 15.4, 30.8]",stress_confident,13,School F,All,Currently unsure,All,All,stress,"In the last month, how often have you felt confident about your ability to handle your personal problems?"
"[1.0, 2.0, 3.0, 4.0, 5.0]","['Never', 'Almost Never', 'Sometimes', 'Fairly Often', 'Very Often']","[5, 1, 1, 4, 2]","[38.5, 7.7, 7.7, 30.8, 15.4]",stress_way,13,School F,All,Currently unsure,All,All,stress,"In the last month, how often have you felt that things were going your way?"
"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 9.0, 10.0]","['1', '2', '3', '4', '5 - Not happy or unhappy', '6', '7', '9', '10 - Very happy']","[2, 1, 1, 1, 2, 1, 2, 2, 1]","[15.4, 7.7, 7.7, 7.7, 15.4, 7.7, 15.4, 15.4, 7.7]",appearance_happy,13,School F,All,Currently unsure,All,All,appearance,How happy are you with your appearance (the way that you look)?
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'Prefer not to say', 'Missing']","[4, 1, 2, 2, 2, 2]","[30.8, 7.7, 15.4, 15.4, 15.4, 15.4]",appearance_feel,11,School F,All,Currently unsure,All,All,appearance,My appearance affects how I feel about myself
"[1.0, 2.0, 3.0]","['Never', 'Sometimes', 'Always']","[5, 4, 4]","[38.5, 30.8, 30.8]",negative_lonely,13,School F,All,Currently unsure,All,All,negative,I feel lonely
"[1.0, 2.0, 3.0]","['Never', 'Sometimes', 'Always']","[4, 4, 5]","[30.8, 30.8, 38.5]",negative_unhappy,13,School F,All,Currently unsure,All,All,negative,I am unhappy
"[1.0, 2.0, 3.0, nan]","['Never', 'Sometimes', 'Always', 'Missing']",,,negative_like,,School F,All,Currently unsure,All,All,negative,Nobody likes me
"[1.0, 2.0, 3.0]","['Never', 'Sometimes', 'Always']","[1, 4, 8]","[7.7, 30.8, 61.5]",negative_cry,13,School F,All,Currently unsure,All,All,negative,I cry a lot
"[1.0, 2.0, 3.0, nan]","['Never', 'Sometimes', 'Always', 'Missing']","[4, 3, 5, 1]","[30.8, 23.1, 38.5, 7.7]",negative_school,12,School F,All,Currently unsure,All,All,negative,I worry when I am at school
"[1.0, 2.0, 3.0, nan]","['Never', 'Sometimes', 'Always', 'Missing']","[2, 3, 7, 1]","[15.4, 23.1, 53.8, 7.7]",negative_worry,12,School F,All,Currently unsure,All,All,negative,I worry a lot
"[1.0, 2.0, 3.0]","['Never', 'Sometimes', 'Always']","[6, 3, 4]","[46.2, 23.1, 30.8]",negative_sleep,13,School F,All,Currently unsure,All,All,negative,I have problems sleeping
"[1.0, 2.0, 3.0]","['Never', 'Sometimes', 'Always']","[7, 3, 3]","[53.8, 23.1, 23.1]",negative_wake,13,School F,All,Currently unsure,All,All,negative,I wake up in the night
"[2.0, 3.0]","['Sometimes', 'Always']","[6, 7]","[46.2, 53.8]",negative_shy,13,School F,All,Currently unsure,All,All,negative,I am shy
"[1.0, 2.0, 3.0, nan]","['Never', 'Sometimes', 'Always', 'Missing']","[4, 4, 3, 2]","[30.8, 30.8, 23.1, 15.4]",negative_scared,11,School F,All,Currently unsure,All,All,negative,I feel scared
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Often or always', 'Some of the time', 'Occasionally', 'Hardly ever', 'Never', 'Missing']","[1, 2, 4, 4, 1, 1]","[7.7, 15.4, 30.8, 30.8, 7.7, 7.7]",lonely,12,School F,All,Currently unsure,All,All,lonely,How often do you feel lonely?
"[1.0, 2.0, 3.0, 4.0, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'Missing']","[1, 3, 1, 5, 3]","[7.7, 23.1, 7.7, 38.5, 23.1]",support_ways,10,School F,All,Currently unsure,All,All,support,"I have ways to support myself (e.g. to cope, or help myself feel better)"
"[1.0, 2.0, 3.0, 4.0]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree']","[4, 5, 3, 1]","[30.8, 38.5, 23.1, 7.7]",support_look,13,School F,All,Currently unsure,All,All,support,I know where to look for advice on how to support myself
"[0.0, 1.0]","['No', 'Yes']","[8, 5]","[61.5, 38.5]",sleep,13,School F,All,Currently unsure,All,All,sleep,Is the amount of sleep you normally get enough for you to feel awake and concentrate on your school work during the day?
"[0.0, 3.0, 4.0, 5.0, 6.0, 7.0, nan]","['0 days', '3 days', '4 days', '5 days', '6 days', '7 days', 'Missing']","[2, 3, 2, 2, 1, 2, 1]","[15.4, 23.1, 15.4, 15.4, 7.7, 15.4, 7.7]",physical_days,12,School F,All,Currently unsure,All,All,physical,"How many days in a usual week are you physically active? Remember, we are interested in things that make you hot, sweaty, and/or breathe faster."
"[30.0, 60.0, 90.0, 120.0, nan]","['Around 30 minutes', 'Around 1 hour', 'Around 1.5 hours', 'Around 2 hours or more', 'Missing']","[4, 4, 2, 2, 1]","[30.8, 30.8, 15.4, 15.4, 7.7]",physical_hours,12,School F,All,Currently unsure,All,All,physical,"On the days that you are physically active, think about all the different activities you typically do over the course of the day. How long on average do you spend being physically active?"
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['Almost always', 'Often', 'Sometimes', 'Not often', 'Almost never', 'Missing']","[1, 3, 2, 1, 4, 2]","[7.7, 23.1, 15.4, 7.7, 30.8, 15.4]",free_like,11,School F,All,Currently unsure,All,All,free_like,How often can you do things that you like in your free time?
"[1.0, 2.0, 3.0, 5.0, 6.0, 8.0, 9.0, nan]","['Missing', 'Less than 1 hour', '1 hour to less than 2 hours', '3 hours to less than 4 hours', '4 hours to less than 5 hours', '6 hours to less than 7 hours', '7 hours or more', 'Missing']","[2, 1, 1, 1, 1, 5, 1, 1]","[15.4, 7.7, 7.7, 7.7, 7.7, 38.5, 7.7, 7.7]",media_hours,12,School F,All,Currently unsure,All,All,media,"On a normal weekday during term time, how much time do you spend on social media? For example, sites or apps like TikTok, Instagram, and Snapchat"
"[1.0, 2.0, 3.0, 4.0, nan]","['Missing', 'Limited', 'Several', 'Lots', 'Missing']","[5, 1, 2, 2, 3]","[38.5, 7.7, 15.4, 15.4, 23.1]",places_freq,10,School F,All,Currently unsure,All,All,places,"How many activities/places are there in your local area, that you choose to or would want to go to in your free time?"
"[0.0, 1.0]","['No', 'Yes']","[4, 9]","[30.8, 69.2]",places_barriers___1,13,School F,All,Currently unsure,All,All,places,There's nothing to do
"[0.0, 1.0, nan]","['No', 'Yes', 'Missing']","[6, 6, 1]","[46.2, 46.2, 7.7]",places_barriers___2,12,School F,All,Currently unsure,All,All,places,I'm unable to get there and back
"[0.0, 1.0, nan]","['No', 'Yes', 'Missing']","[5, 5, 3]","[38.5, 38.5, 23.1]",places_barriers___3,10,School F,All,Currently unsure,All,All,places,It's too expensive (to get there or take part)
"[0.0, 1.0, nan]","['No', 'Yes', 'Missing']","[7, 5, 1]","[53.8, 38.5, 7.7]",places_barriers___4,12,School F,All,Currently unsure,All,All,places,Poor weather
"[0.0, 1.0, nan]","['No', 'Yes', 'Missing']","[8, 3, 2]","[61.5, 23.1, 15.4]",places_barriers___5,11,School F,All,Currently unsure,All,All,places,I have no-one to go with
"[0.0, 1.0]","['No', 'Yes']","[5, 8]","[38.5, 61.5]",places_barriers___6,13,School F,All,Currently unsure,All,All,places,It's too busy
"[0.0, 1.0]","['No', 'Yes']","[7, 6]","[53.8, 46.2]",places_barriers___7,13,School F,All,Currently unsure,All,All,places,I feel uncomfortable/anxious about other people who might be there
"[1.0, nan]","['Yes', 'Missing']","[10, 3]","[76.9, 23.1]",places_barriers___8,10,School F,All,Currently unsure,All,All,places,My parents/carers don't allow me to go
"[0.0, 1.0, nan]","['No', 'Yes', 'Missing']","[2, 10, 1]","[15.4, 76.9, 7.7]",places_barriers___9,12,School F,All,Currently unsure,All,All,places,Other
"[1.0, 3.0, 4.0, 5.0]","['Not at all', 'Somewhat', 'Quite a bit', 'A lot']","[3, 3, 3, 4]","[23.1, 23.1, 23.1, 30.8]",school_belong,13,School F,All,Currently unsure,All,All,school_belong,I feel that I belong/belonged at my school
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'Missing']","[2, 2, 4, 2, 2, 1]","[15.4, 15.4, 30.8, 15.4, 15.4, 7.7]",staff_interest,12,School F,All,Currently unsure,All,All,staff_relationship,Is interested in my schoolwork
"[1.0, 2.0, 3.0, 4.0, 5.0, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'Missing']","[1, 5, 2, 3, 1, 1]","[7.7, 38.5, 15.4, 23.1, 7.7, 7.7]",staff_believe,12,School F,All,Currently unsure,All,All,staff_relationship,Believes that I will be a success
"[1.0, 2.0, 3.0, 4.0, nan]","['1 - Never', '2', '3', '4', 'Missing']","[3, 1, 4, 4, 1]","[23.1, 7.7, 30.8, 30.8, 7.7]",staff_best,12,School F,All,Currently unsure,All,All,staff_relationship,Wants me to do my best
"[1.0, 2.0, 3.0, 4.0, 5.0]","['1 - Never', '2', '3', '4', '5 - Always']","[3, 1, 5, 3, 1]","[23.1, 7.7, 38.5, 23.1, 7.7]",staff_listen,13,School F,All,Currently unsure,All,All,staff_relationship,Listens to me when I have something to say
"[0.0, 1.0, nan]","['No', 'Yes', 'Missing']","[2, 10, 1]","[15.4, 76.9, 7.7]",staff_talk,12,School F,All,Currently unsure,All,All,talk,An adult at school
"[2.0, 3.0, 4.0, nan]","['Slightly', 'Mostly', 'Fully', 'Missing']","[3, 4, 3, 3]","[23.1, 30.8, 23.1, 23.1]",staff_talk_listen,10,School F,All,Currently unsure,All,All,talk,An adult at school
"[1.0, 2.0, 3.0, nan]","['Not helpful', 'Somewhat helpful', 'Very helpful', 'Missing']","[5, 5, 2, 1]","[38.5, 38.5, 15.4, 7.7]",staff_talk_helpful,12,School F,All,Currently unsure,All,All,talk,An adult at school
"[1.0, 2.0, 3.0, 4.0, nan]","['Very uncomfortable', 'Uncomfortable', 'Comfortable', 'Very comfortable', 'Missing']","[1, 4, 3, 3, 2]","[7.7, 30.8, 23.1, 23.1, 15.4]",staff_talk_if,11,School F,All,Currently unsure,All,All,talk,An adult at school
"[1.0, 2.0, 3.0, 4.0]","['Not at all', 'Slightly', 'Mostly', 'Fully']","[3, 3, 5, 2]","[23.1, 23.1, 38.5, 15.4]",accept_staff,13,School F,All,Currently unsure,All,All,accept,Adults at your school
"[1.0, 2.0, 3.0, 4.0, 5.0]","['1 - Never', '2', '3', '4', '5 - Always']","[3, 1, 1, 5, 3]","[23.1, 7.7, 7.7, 38.5, 23.1]",home_interest,13,School F,All,Currently unsure,All,All,home_relationship,Is interested in my schoolwork
"[1.0, 2.0, 3.0, 4.0, nan]","['1 - Never', '2', '3', '4', 'Missing']","[2, 2, 3, 4, 2]","[15.4, 15.4, 23.1, 30.8, 15.4]",home_believe,11,School F,All,Currently unsure,All,All,home_relationship,Believes that I will be a success
"[2.0, 3.0, 4.0, 5.0, nan]","['2', '3', '4', '5 - Always', 'Missing']","[2, 2, 5, 2, 2]","[15.4, 15.4, 38.5, 15.4, 15.4]",home_best,11,School F,All,Currently unsure,All,All,home_relationship,Wants me to do my best
"[1.0, 2.0, 3.0, 4.0, 5.0]","['1 - Never', '2', '3', '4', '5 - Always']","[2, 2, 4, 2, 3]","[15.4, 15.4, 30.8, 15.4, 23.1]",home_listen,13,School F,All,Currently unsure,All,All,home_relationship,Listens to me when I have something to say
"[0.0, 1.0]","['No', 'Yes']","[10, 3]","[76.9, 23.1]",home_talk,13,School F,All,Currently unsure,All,All,talk,One of your parents/carers
"[1.0, 2.0, 3.0, 4.0, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'Missing']","[4, 5, 2, 1, 1]","[30.8, 38.5, 15.4, 7.7, 7.7]",home_talk_listen,12,School F,All,Currently unsure,All,All,talk,One of your parents/carers
"[1.0, 2.0, 3.0]","['Not helpful', 'Somewhat helpful', 'Very helpful']","[5, 6, 2]","[38.5, 46.2, 15.4]",home_talk_helpful,13,School F,All,Currently unsure,All,All,talk,One of your parents/carers
"[1.0, 2.0, 3.0, 4.0, nan]","['Very uncomfortable', 'Uncomfortable', 'Comfortable', 'Very comfortable', 'Missing']","[2, 2, 3, 3, 3]","[15.4, 15.4, 23.1, 23.1, 23.1]",home_talk_if,10,School F,All,Currently unsure,All,All,talk,One of your parents/carers
"[1.0, 2.0, 3.0, 4.0]","['Not at all', 'Slightly', 'Mostly', 'Fully']","[3, 5, 3, 2]","[23.1, 38.5, 23.1, 15.4]",accept_home,13,School F,All,Currently unsure,All,All,accept,Your parents/carers
"[0.0, 1.0, 5.0, 6.0, 8.0, 9.0, 10.0, nan]","[0.0, 1.0, 5.0, 6.0, 8.0, 9.0, 10.0, 'Missing']","[1, 2, 2, 2, 2, 1, 2, 1]","[7.7, 15.4, 15.4, 15.4, 15.4, 7.7, 15.4, 7.7]",home_happy,12,School F,All,Currently unsure,All,All,home_happy,How happy are you with the home that you live in?
"[0.0, 1.0, nan]","['No', 'Yes', 'Missing']","[6, 5, 2]","[46.2, 38.5, 15.4]",young_carer,11,School F,All,Currently unsure,All,All,demographic,"In the last year, have you regularly taken on caring responsibilities for a family member - e.g. due to illness, disability, mental health condition or drug/alcohol dependency?"
"[0.0, 1.0, nan]","['No', 'Yes', 'Missing']","[5, 6, 2]","[38.5, 46.2, 15.4]",care_experience,11,School F,All,Currently unsure,All,All,demographic,"Are you or have you ever been in care (living in a foster placement, residential placement, or private/kinship care)?"
"[1.0, 2.0, 3.0, 4.0, 5.0]","['Very safe', 'Fairly safe', 'Fairly unsafe', 'Very unsafe', ""Don't know""]","[1, 3, 2, 3, 4]","[7.7, 23.1, 15.4, 23.1, 30.8]",local_safe,13,School F,All,Currently unsure,All,All,local_env,How safe do you feel when in your local area?
