cat,cat_lab,count,percentage,measure,n_responses,school_lab,year_group_lab,gender_lab,fsm_lab,sen_lab,group,measure_lab
"[1, 2, 3, 4, 5, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'No response']","[18, 26, 15, 22, 18, 7]","[16.9811320754717, 24.528301886792452, 14.150943396226415, 20.754716981132077, 16.9811320754717, 6.60377358490566]",social_support,106.0,School E,All,All,All,All,social,"
I feel supported by my friends"
"[1, 2, 3, 4, 5, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'No response']","[24, 18, 18, 17, 18, 11]","[22.641509433962266, 16.9811320754717, 16.9811320754717, 16.037735849056602, 16.9811320754717, 10.377358490566039]",social_hard,106.0,School E,All,All,All,All,social,"
My friends care about me when times are hard (for example if I am sick or have
done something wrong)"
"[1, 2, 3, 4, nan]","['Not at all', '1-3 times in last 6 months', '4+ times in last 6 months', 'A few times a week', 'No response']","[32, 22, 25, 27, 0]","[30.18867924528302, 20.754716981132077, 23.58490566037736, 25.471698113207548, 0.0]",bully_physical,106.0,School E,All,All,All,All,bully,"
How often do you get physically bullied at school? By this we mean getting hit,
pushed around, threatened, or having belongings stolen."
"[1, 2, 3, 4, nan]","['Not at all', '1-3 times in last 6 months', '4+ times in last 6 months', 'A few times a week', 'No response']","[21, 24, 26, 30, 5]","[19.81132075471698, 22.641509433962266, 24.528301886792452, 28.30188679245283, 4.716981132075472]",bully_other,106.0,School E,All,All,All,All,bully,"
How often do you get bullied in other ways at school? By this we mean insults,
slurs, name calling, threats, getting left out or excluded by others, or having
rumours spread about you on purpose."
"[1, 2, 3, 4, nan]","['Not at all', '1-3 times in last 6 months', '4+ times in last 6 months', 'A few times a week', 'No response']","[21, 33, 29, 22, 1]","[19.81132075471698, 31.132075471698112, 27.358490566037734, 20.754716981132077, 0.9433962264150944]",bully_cyber,106.0,School E,All,All,All,All,bully,"
How often do you get cyber-bullied? By this we mean someone sending mean text
or online messages about you, creating a website making fun of you, posting
pictures that make you look bad online, or sharing them with others."
"[0, 1, nan]","['No', 'Yes', 'No response']","[58, 43, 5]","[54.71698113207547, 40.56603773584906, 4.716981132075472]",peer_talk,106.0,School E,All,All,All,All,talk,"
Talked about feeling down with... another person your age"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[10, 6, 10, 14, 3]","[23.25581395348837, 13.953488372093023, 23.25581395348837, 32.55813953488372, 6.976744186046512]",peer_talk_listen,43.0,School E,All,All,All,All,talk,"
Did you feel listened to when you spoke with... another person your age"
"[1, 2, 3, nan]","['Not helpful', 'Somewhat helpful', 'Very helpful', 'No response']","[19, 14, 7, 3]","[44.18604651162791, 32.55813953488372, 16.27906976744186, 6.976744186046512]",peer_talk_helpful,43.0,School E,All,All,All,All,talk,"
Did you receive advice that you found helpful from... another person your
age"
"[1, 2, 3, 4, nan]","['Very uncomfortable', 'Uncomfortable', 'Comfortable', 'Very comfortable', 'No response']","[16, 13, 16, 12, 1]","[27.586206896551722, 22.413793103448278, 27.586206896551722, 20.689655172413794, 1.7241379310344827]",peer_talk_if,58.0,School E,All,All,All,All,talk,"
How would you feel about speaking with... another person your age"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[30, 33, 27, 13, 3]","[28.30188679245283, 31.132075471698112, 25.471698113207548, 12.264150943396226, 2.8301886792452833]",accept_peer,106.0,School E,All,All,All,All,accept,"
Other people your age"
"[1, 2, 3, 4, 5, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'No response']","[7, 5, 11, 12, 10, 3]","[14.583333333333334, 10.416666666666668, 22.916666666666664, 25.0, 20.833333333333336, 6.25]",autonomy_pressure,48.0,School E,Year 8,All,All,All,autonomy,"
I feel pressured in my life"
"[1, 2, 3, 4, 5, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'No response']","[5, 14, 13, 10, 6, 0]","[10.416666666666668, 29.166666666666668, 27.083333333333332, 20.833333333333336, 12.5, 0.0]",autonomy_express,48.0,School E,Year 8,All,All,All,autonomy,"
I generally feel free to express my ideas and opinions"
"[1, 2, 3, 4, 5, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'No response']","[11, 10, 8, 7, 8, 4]","[22.916666666666664, 20.833333333333336, 16.666666666666664, 14.583333333333334, 16.666666666666664, 8.333333333333332]",autonomy_decide,48.0,School E,Year 8,All,All,All,autonomy,"
I feel like I am free to decide for myself how to live my life"
"[1, 2, 3, 4, 5, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'No response']","[12, 7, 7, 8, 8, 6]","[25.0, 14.583333333333334, 14.583333333333334, 16.666666666666664, 16.666666666666664, 12.5]",autonomy_told,48.0,School E,Year 8,All,All,All,autonomy,"
In my daily life I often have to do what I am told"
"[1, 2, 3, 4, 5, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'No response']","[8, 6, 13, 6, 10, 5]","[16.666666666666664, 12.5, 27.083333333333332, 12.5, 20.833333333333336, 10.416666666666668]",autonomy_myself,48.0,School E,Year 8,All,All,All,autonomy,"
I feel I can pretty much be myself in daily situations"
"[1, 2, 3, 4, 5, nan]","['1 - Completely not true', '2', '3', '4', '5 - Completely true', 'No response']","[6, 12, 8, 10, 11, 1]","[12.5, 25.0, 16.666666666666664, 20.833333333333336, 22.916666666666664, 2.083333333333333]",autonomy_choice,48.0,School E,Year 8,All,All,All,autonomy,"
I have enough choice about how I spend my time"
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, nan]","['0 - not at all', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10 - completely', 'No response']","[1, 5, 6, 6, 6, 3, 0, 5, 1, 5, 5, 5]","[2.083333333333333, 10.416666666666668, 12.5, 12.5, 12.5, 6.25, 0.0, 10.416666666666668, 2.083333333333333, 10.416666666666668, 10.416666666666668, 10.416666666666668]",life_satisfaction,48.0,School E,Year 8,All,All,All,life_satisfaction,"
Overall, how satisfied are you with your life nowadays?"
"[1, 2, 3, 4, 5, nan]","['Almost never', 'Sometimes', 'Often', 'Very often', 'Always', 'No response']","[11, 6, 9, 8, 10, 4]","[22.916666666666664, 12.5, 18.75, 16.666666666666664, 20.833333333333336, 8.333333333333332]",optimism_future,48.0,School E,Year 8,All,All,All,optimism,"
I am optimistic about my future"
"[1, 2, 3, 4, 5, nan]","['Not at all like me', 'A little like me', 'Somewhat like me', 'Mostly like me', 'Very much like me', 'No response']","[11, 7, 9, 10, 11, 0]","[22.916666666666664, 14.583333333333334, 18.75, 20.833333333333336, 22.916666666666664, 0.0]",optimism_best,48.0,School E,Year 8,All,All,All,optimism,"
In uncertain times, I expect the best"
"[1, 2, 3, 4, 5, nan]","['Not at all like me', 'A little like me', 'Somewhat like me', 'Mostly like me', 'Very much like me', 'No response']","[7, 9, 17, 7, 8, 0]","[14.583333333333334, 18.75, 35.41666666666667, 14.583333333333334, 16.666666666666664, 0.0]",optimism_good,48.0,School E,Year 8,All,All,All,optimism,"
I think good things are going to happen to me"
"[1, 2, 3, 4, 5, nan]","['Not at all like me', 'A little like me', 'Somewhat like me', 'Mostly like me', 'Very much like me', 'No response']","[9, 6, 14, 12, 7, 0]","[18.75, 12.5, 29.166666666666668, 25.0, 14.583333333333334, 0.0]",optimism_work,48.0,School E,Year 8,All,All,All,optimism,"
I believe that things will work out, no matter how difficult they seem"
"[1, 2, 3, 4, 5, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'No response']","[15, 10, 8, 8, 6, 1]","[31.25, 20.833333333333336, 16.666666666666664, 16.666666666666664, 12.5, 2.083333333333333]",wellbeing_optimistic,48.0,School E,Year 8,All,All,All,wellbeing,"
I've been feeling optimistic about the future"
"[1, 2, 3, 4, 5, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'No response']","[12, 11, 7, 10, 7, 1]","[25.0, 22.916666666666664, 14.583333333333334, 20.833333333333336, 14.583333333333334, 2.083333333333333]",wellbeing_useful,48.0,School E,Year 8,All,All,All,wellbeing,"
I've been feeling useful"
"[1, 2, 3, 4, 5, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'No response']","[9, 16, 5, 8, 5, 5]","[18.75, 33.33333333333333, 10.416666666666668, 16.666666666666664, 10.416666666666668, 10.416666666666668]",wellbeing_relaxed,48.0,School E,Year 8,All,All,All,wellbeing,"
I've been feeling relaxed"
"[1, 2, 3, 4, 5, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'No response']","[11, 10, 4, 11, 9, 3]","[22.916666666666664, 20.833333333333336, 8.333333333333332, 22.916666666666664, 18.75, 6.25]",wellbeing_problems,48.0,School E,Year 8,All,All,All,wellbeing,"
I've been dealing with problems well"
"[1, 2, 3, 4, 5, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'No response']","[12, 9, 13, 12, 2, 0]","[25.0, 18.75, 27.083333333333332, 25.0, 4.166666666666666, 0.0]",wellbeing_thinking,48.0,School E,Year 8,All,All,All,wellbeing,"
I've been thinking clearly"
"[1, 2, 3, 4, 5, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'No response']","[11, 4, 8, 10, 9, 6]","[22.916666666666664, 8.333333333333332, 16.666666666666664, 20.833333333333336, 18.75, 12.5]",wellbeing_close,48.0,School E,Year 8,All,All,All,wellbeing,"
I've been feeling close to other people"
"[1, 2, 3, 4, 5, nan]","['None of the time', 'Rarely', 'Some of the time', 'Often', 'All of the time', 'No response']","[10, 10, 9, 11, 7, 1]","[20.833333333333336, 20.833333333333336, 18.75, 22.916666666666664, 14.583333333333334, 2.083333333333333]",wellbeing_mind,48.0,School E,Year 8,All,All,All,wellbeing,"
I've been able to make up my own mind about things"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[10, 16, 7, 8, 7]","[20.833333333333336, 33.33333333333333, 14.583333333333334, 16.666666666666664, 14.583333333333334]",esteem_satisfied,48.0,School E,Year 8,All,All,All,esteem,"
On the whole, I am satisfied with myself"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[14, 9, 10, 13, 2]","[29.166666666666668, 18.75, 20.833333333333336, 27.083333333333332, 4.166666666666666]",esteem_qualities,48.0,School E,Year 8,All,All,All,esteem,"
I feel that I have a number of good qualities"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[13, 12, 6, 11, 6]","[27.083333333333332, 25.0, 12.5, 22.916666666666664, 12.5]",esteem_well,48.0,School E,Year 8,All,All,All,esteem,"
I am able to do things as well as most other people"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[10, 10, 13, 13, 2]","[20.833333333333336, 20.833333333333336, 27.083333333333332, 27.083333333333332, 4.166666666666666]",esteem_value,48.0,School E,Year 8,All,All,All,esteem,"
I am a person of value"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[9, 14, 10, 7, 8]","[18.75, 29.166666666666668, 20.833333333333336, 14.583333333333334, 16.666666666666664]",esteem_good,48.0,School E,Year 8,All,All,All,esteem,"
I feel good about myself"
"[1, 2, 3, 4, 5, nan]","['Never', 'Almost Never', 'Sometimes', 'Fairly Often', 'Very Often', 'No response']","[9, 4, 8, 12, 12, 3]","[18.75, 8.333333333333332, 16.666666666666664, 25.0, 25.0, 6.25]",stress_control,48.0,School E,Year 8,All,All,All,stress,"
Felt you were unable to control the important things in your life"
"[1, 2, 3, 4, 5, nan]","['Never', 'Almost Never', 'Sometimes', 'Fairly Often', 'Very Often', 'No response']","[10, 7, 11, 8, 10, 2]","[20.833333333333336, 14.583333333333334, 22.916666666666664, 16.666666666666664, 20.833333333333336, 4.166666666666666]",stress_overcome,48.0,School E,Year 8,All,All,All,stress,"
Felt that difficulties were piling up so high that you could not overcome
them"
"[1, 2, 3, 4, 5, nan]","['Never', 'Almost Never', 'Sometimes', 'Fairly Often', 'Very Often', 'No response']","[10, 9, 15, 7, 7, 0]","[20.833333333333336, 18.75, 31.25, 14.583333333333334, 14.583333333333334, 0.0]",stress_confident,48.0,School E,Year 8,All,All,All,stress,"
Felt confident about your ability to handle your personal problems"
"[1, 2, 3, 4, 5, nan]","['Never', 'Almost Never', 'Sometimes', 'Fairly Often', 'Very Often', 'No response']","[10, 12, 9, 7, 7, 3]","[20.833333333333336, 25.0, 18.75, 14.583333333333334, 14.583333333333334, 6.25]",stress_way,48.0,School E,Year 8,All,All,All,stress,Felt that things were going your way
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, nan]","['0 - Very unhappy', '1', '2', '3', '4', '5 - Not happy or unhappy', '6', '7', '8', '9', '10 - Very happy', 'Prefer not to say', 'No response']","[1, 5, 6, 5, 4, 6, 2, 5, 4, 3, 3, 4, 0]","[2.083333333333333, 10.416666666666668, 12.5, 10.416666666666668, 8.333333333333332, 12.5, 4.166666666666666, 10.416666666666668, 8.333333333333332, 6.25, 6.25, 8.333333333333332, 0.0]",appearance_happy,48.0,School E,Year 8,All,All,All,appearance,"
How happy are you with your appearance (the way that you look)?"
"[1, 2, 3, 4, 5, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'Prefer not to say', 'No response']","[8, 11, 9, 7, 9, 4]","[16.666666666666664, 22.916666666666664, 18.75, 14.583333333333334, 18.75, 8.333333333333332]",appearance_feel,48.0,School E,Year 8,All,All,All,appearance,"
My appearance affects how I feel about myself"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[15, 15, 18, 0]","[31.25, 31.25, 37.5, 0.0]",negative_lonely,48.0,School E,Year 8,All,All,All,negative,"
I feel lonely"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[15, 14, 13, 6]","[31.25, 29.166666666666668, 27.083333333333332, 12.5]",negative_unhappy,48.0,School E,Year 8,All,All,All,negative,"
I am unhappy"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[17, 10, 18, 3]","[35.41666666666667, 20.833333333333336, 37.5, 6.25]",negative_like,48.0,School E,Year 8,All,All,All,negative,"
Nobody likes me"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[17, 14, 16, 1]","[35.41666666666667, 29.166666666666668, 33.33333333333333, 2.083333333333333]",negative_cry,48.0,School E,Year 8,All,All,All,negative,"
I cry a lot"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[15, 11, 21, 1]","[31.25, 22.916666666666664, 43.75, 2.083333333333333]",negative_school,48.0,School E,Year 8,All,All,All,negative,"
I worry when I am at school"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[18, 15, 15, 0]","[37.5, 31.25, 31.25, 0.0]",negative_worry,48.0,School E,Year 8,All,All,All,negative,"
I worry a lot"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[15, 14, 17, 2]","[31.25, 29.166666666666668, 35.41666666666667, 4.166666666666666]",negative_sleep,48.0,School E,Year 8,All,All,All,negative,"
I have problems sleeping"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[19, 16, 10, 3]","[39.58333333333333, 33.33333333333333, 20.833333333333336, 6.25]",negative_wake,48.0,School E,Year 8,All,All,All,negative,"
I wake up in the night"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[15, 17, 13, 3]","[31.25, 35.41666666666667, 27.083333333333332, 6.25]",negative_shy,48.0,School E,Year 8,All,All,All,negative,"
I am shy"
"[1, 2, 3, nan]","['Never', 'Sometimes', 'Always', 'No response']","[19, 11, 18, 0]","[39.58333333333333, 22.916666666666664, 37.5, 0.0]",negative_scared,48.0,School E,Year 8,All,All,All,negative,"
I feel scared"
"[1, 2, 3, 4, 5, nan]","['Often or always', 'Some of the time', 'Occasionally', 'Hardly ever', 'Never', 'No response']","[11, 14, 5, 7, 10, 1]","[22.916666666666664, 29.166666666666668, 10.416666666666668, 14.583333333333334, 20.833333333333336, 2.083333333333333]",lonely,48.0,School E,Year 8,All,All,All,lonely,"
How often do you feel lonely?"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[15, 13, 9, 10, 1]","[31.25, 27.083333333333332, 18.75, 20.833333333333336, 2.083333333333333]",support_ways,48.0,School E,Year 8,All,All,All,support,"
I have ways to support myself (e.g. to cope, or help myself feel better)"
"[1, 2, 3, 4, nan]","['Strongly agree', 'Agree', 'Disagree', 'Strongly disagree', 'No response']","[8, 16, 17, 6, 1]","[16.666666666666664, 33.33333333333333, 35.41666666666667, 12.5, 2.083333333333333]",support_look,48.0,School E,Year 8,All,All,All,support,"
I know where to look for advice on how to support myself"
"[0, 1, nan]","['No', 'Yes', 'No response']","[16, 28, 4]","[33.33333333333333, 58.333333333333336, 8.333333333333332]",sleep,48.0,School E,Year 8,All,All,All,sleep,"
Is the amount of sleep you normally get enough for you to feel awake and
concentrate on your school work during the day?"
"[0, 1, 2, 3, 4, 5, 6, 7, nan]","['0 days', '1 day', '2 days', '3 days', '4 days', '5 days', '6 days', '7 days', 'No response']","[10, 2, 5, 4, 8, 8, 5, 5, 1]","[20.833333333333336, 4.166666666666666, 10.416666666666668, 8.333333333333332, 16.666666666666664, 16.666666666666664, 10.416666666666668, 10.416666666666668, 2.083333333333333]",physical_days,48.0,School E,Year 8,All,All,All,physical,"
How many days in a usual week are you physically active?"
"[30, 60, 90, 120, nan]","['Around 30 minutes', 'Around 1 hour', 'Around 1.5 hours', 'Around 2 hours or more', 'No response']","[12, 11, 10, 6, 9]","[25.0, 22.916666666666664, 20.833333333333336, 12.5, 18.75]",physical_hours,48.0,School E,Year 8,All,All,All,physical,"
How long on average do you spend being physically active?"
"[1, 2, 3, 4, 5, nan]","['Almost always', 'Often', 'Sometimes', 'Not often', 'Almost never', 'No response']","[11, 12, 9, 7, 6, 3]","[22.916666666666664, 25.0, 18.75, 14.583333333333334, 12.5, 6.25]",free_like,48.0,School E,Year 8,All,All,All,free_like,"
How often can you do things that you like in your free time?"
"[1, 2, 3, 4, 5, 6, 7, 8, 9, nan]","['None', 'Less than 1 hour', '1 to 2 hours', '2 to 3 hours', '3 to 4 hours', '4 to 5 hours', '5 to 6 hours', '6 to 7 hours', '7 hours or more', 'No response']","[7, 4, 4, 9, 10, 4, 0, 8, 1, 1]","[14.583333333333334, 8.333333333333332, 8.333333333333332, 18.75, 20.833333333333336, 8.333333333333332, 0.0, 16.666666666666664, 2.083333333333333, 2.083333333333333]",media_hours,48.0,School E,Year 8,All,All,All,media,"
On a normal weekday during term time, how much time do you spend on social
media?"
"[1, 2, 3, 4, nan]","['None ', 'Limited', 'Several', 'Lots', 'No response']","[17, 8, 12, 11, 0]","[35.41666666666667, 16.666666666666664, 25.0, 22.916666666666664, 0.0]",places_freq,48.0,School E,Year 8,All,All,All,places,"
How many activities/places are there in your local area, that you choose to or
would want to go to in your free time?"
"[0, 1, nan]","['No', 'Yes', 'No response']","[25, 21, 2]","[52.083333333333336, 43.75, 4.166666666666666]",places_barriers___1,48.0,School E,Year 8,All,All,All,places,"
There's nothing to do"
"[0, 1, nan]","['No', 'Yes', 'No response']","[20, 26, 2]","[41.66666666666667, 54.166666666666664, 4.166666666666666]",places_barriers___2,48.0,School E,Year 8,All,All,All,places,"
I'm unable to get there and back"
"[0, 1, nan]","['No', 'Yes', 'No response']","[26, 20, 2]","[54.166666666666664, 41.66666666666667, 4.166666666666666]",places_barriers___3,48.0,School E,Year 8,All,All,All,places,"
It's too expensive (to get there or take part)"
"[0, 1, nan]","['No', 'Yes', 'No response']","[22, 24, 2]","[45.83333333333333, 50.0, 4.166666666666666]",places_barriers___4,48.0,School E,Year 8,All,All,All,places,"
Poor weather"
"[0, 1, nan]","['No', 'Yes', 'No response']","[21, 25, 2]","[43.75, 52.083333333333336, 4.166666666666666]",places_barriers___5,48.0,School E,Year 8,All,All,All,places,"
I have no-one to go with"
"[0, 1, nan]","['No', 'Yes', 'No response']","[16, 30, 2]","[33.33333333333333, 62.5, 4.166666666666666]",places_barriers___6,48.0,School E,Year 8,All,All,All,places,"
It's too busy"
"[0, 1, nan]","['No', 'Yes', 'No response']","[31, 15, 2]","[64.58333333333334, 31.25, 4.166666666666666]",places_barriers___7,48.0,School E,Year 8,All,All,All,places,"
I feel uncomfortable/anxious about other people who might be there"
"[0, 1, nan]","['No', 'Yes', 'No response']","[30, 16, 2]","[62.5, 33.33333333333333, 4.166666666666666]",places_barriers___8,48.0,School E,Year 8,All,All,All,places,"
My parents/carers don't allow me to go"
"[0, 1, nan]","['No', 'Yes', 'No response']","[20, 26, 2]","[41.66666666666667, 54.166666666666664, 4.166666666666666]",places_barriers___9,48.0,School E,Year 8,All,All,All,places,"
Other"
"[1, 2, 3, 4, 5, nan]","['Not at all', 'A little', 'Somewhat', 'Quite a bit', 'A lot', 'No response']","[13, 15, 4, 7, 5, 4]","[27.083333333333332, 31.25, 8.333333333333332, 14.583333333333334, 10.416666666666668, 8.333333333333332]",school_belong,48.0,School E,Year 8,All,All,All,school_belong,"
I feel that I belong/belonged at my school"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[9, 12, 6, 8, 12, 1]","[18.75, 25.0, 12.5, 16.666666666666664, 25.0, 2.083333333333333]",staff_interest,48.0,School E,Year 8,All,All,All,staff_relationship,"
At school there is an adult who... is interested in my schoolwork"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[6, 14, 14, 8, 6, 0]","[12.5, 29.166666666666668, 29.166666666666668, 16.666666666666664, 12.5, 0.0]",staff_believe,48.0,School E,Year 8,All,All,All,staff_relationship,"
At school there is an adult who... believes that I will be a success"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[14, 7, 6, 11, 7, 3]","[29.166666666666668, 14.583333333333334, 12.5, 22.916666666666664, 14.583333333333334, 6.25]",staff_best,48.0,School E,Year 8,All,All,All,staff_relationship,"
At school there is an adult who... wants me to do my best"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[7, 9, 8, 14, 9, 1]","[14.583333333333334, 18.75, 16.666666666666664, 29.166666666666668, 18.75, 2.083333333333333]",staff_listen,48.0,School E,Year 8,All,All,All,staff_relationship,"
At school there is an adult who... listens to me when I have something to
say"
"[0, 1, nan]","['No', 'Yes', 'No response']","[24, 19, 5]","[50.0, 39.58333333333333, 10.416666666666668]",staff_talk,48.0,School E,Year 8,All,All,All,talk,"
Talked about feeling down with... an adult at school"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[6, 4, 2, 5, 2]","[31.57894736842105, 21.052631578947366, 10.526315789473683, 26.31578947368421, 10.526315789473683]",staff_talk_listen,19.0,School E,Year 8,All,All,All,talk,"
Did you feel listened to when you spoke with... an adult at school"
"[1, 2, 3, nan]","['Not helpful', 'Somewhat helpful', 'Very helpful', 'No response']","[8, 8, 3, 0]","[42.10526315789473, 42.10526315789473, 15.789473684210526, 0.0]",staff_talk_helpful,19.0,School E,Year 8,All,All,All,talk,"
Did you receive advice that you found helpful from... an adult at school"
"[1, 2, 3, 4, nan]","['Very uncomfortable', 'Uncomfortable', 'Comfortable', 'Very comfortable', 'No response']","[6, 5, 5, 6, 2]","[25.0, 20.833333333333336, 20.833333333333336, 25.0, 8.333333333333332]",staff_talk_if,24.0,School E,Year 8,All,All,All,talk,"
How would you feel about speaking with... an adult at school"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[10, 12, 10, 13, 3]","[20.833333333333336, 25.0, 20.833333333333336, 27.083333333333332, 6.25]",accept_staff,48.0,School E,Year 8,All,All,All,accept,"
Adults at your school"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[7, 8, 5, 17, 7, 4]","[14.583333333333334, 16.666666666666664, 10.416666666666668, 35.41666666666667, 14.583333333333334, 8.333333333333332]",home_interest,48.0,School E,Year 8,All,All,All,home_relationship,"
At home there is an adult who... is interested in my schoolwork"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[13, 8, 12, 7, 6, 2]","[27.083333333333332, 16.666666666666664, 25.0, 14.583333333333334, 12.5, 4.166666666666666]",home_believe,48.0,School E,Year 8,All,All,All,home_relationship,"
At home there is an adult who... believes that I will be a success"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[8, 10, 7, 10, 10, 3]","[16.666666666666664, 20.833333333333336, 14.583333333333334, 20.833333333333336, 20.833333333333336, 6.25]",home_best,48.0,School E,Year 8,All,All,All,home_relationship,"
At home there is an adult who... wants me to do my best"
"[1, 2, 3, 4, 5, nan]","['1 - Never', '2', '3', '4', '5 - Always', 'No response']","[7, 5, 8, 7, 18, 3]","[14.583333333333334, 10.416666666666668, 16.666666666666664, 14.583333333333334, 37.5, 6.25]",home_listen,48.0,School E,Year 8,All,All,All,home_relationship,"
At home there is an adult who... listens to me when I have something to say"
"[0, 1, nan]","['No', 'Yes', 'No response']","[19, 27, 2]","[39.58333333333333, 56.25, 4.166666666666666]",home_talk,48.0,School E,Year 8,All,All,All,talk,"
Talked about feeling down with... one of your parents/carers"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[9, 6, 5, 6, 1]","[33.33333333333333, 22.22222222222222, 18.51851851851852, 22.22222222222222, 3.7037037037037033]",home_talk_listen,27.0,School E,Year 8,All,All,All,talk,"
Did you feel listened to when you spoke with... one of your parents/carers"
"[1, 2, 3, nan]","['Not helpful', 'Somewhat helpful', 'Very helpful', 'No response']","[7, 5, 13, 2]","[25.925925925925924, 18.51851851851852, 48.148148148148145, 7.4074074074074066]",home_talk_helpful,27.0,School E,Year 8,All,All,All,talk,"
Did you receive advice that you found helpful from... one of your
parents/carers"
"[1, 2, 3, 4, nan]","['Very uncomfortable', 'Uncomfortable', 'Comfortable', 'Very comfortable', 'No response']","[4, 4, 5, 6, 0]","[21.052631578947366, 21.052631578947366, 26.31578947368421, 31.57894736842105, 0.0]",home_talk_if,19.0,School E,Year 8,All,All,All,talk,"
How would you feel about speaking with... one of your parents/carers"
"[1, 2, 3, 4, nan]","['Not at all', 'Slightly', 'Mostly', 'Fully', 'No response']","[12, 19, 9, 8, 0]","[25.0, 39.58333333333333, 18.75, 16.666666666666664, 0.0]",accept_home,48.0,School E,Year 8,All,All,All,accept,"
Your parents/carers"
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, nan]","['0 - Very unhappy', '1', '2', '3', '4', '5 - Not happy or unhappy', '6', '7', '8', '9', '10 - Very happy', 'No response']","[3, 6, 4, 4, 3, 1, 5, 2, 2, 6, 7, 5]","[6.25, 12.5, 8.333333333333332, 8.333333333333332, 6.25, 2.083333333333333, 10.416666666666668, 4.166666666666666, 4.166666666666666, 12.5, 14.583333333333334, 10.416666666666668]",home_happy,48.0,School E,Year 8,All,All,All,home_happy,"
How happy are you with the home that you live in?"
