variable,mean,count,school_lab,year_group_lab,gender_lab,fsm_lab,sen_lab,total_pupils,group_n,group_wt_mean,group_wt_std,lower,upper,rag,variable_lab,description
stress_score,8.228571428571428,35.0,School D,All,All,All,SEN,243.0,6.0,8.061728395061728,0.12963935075010696,7.9320890443116205,8.191367745811835,above,Stress and coping,Managing stress levels and coping with difficulties
appearance_score,5.25531914893617,47.0,School D,All,All,All,SEN,293.0,6.0,5.013651877133106,0.2236954701203424,4.789956407012763,5.237347347253449,above,Feelings around appearance,Young people's feelings around the way that they look
negative_score,9.892857142857142,28.0,School D,All,All,All,SEN,187.0,6.0,10.02139037433155,0.43751282382195184,9.5838775505096,10.458903198153502,average,Negative affect,The frequency with which young people experience emotional difficulties
lonely_score,2.895833333333333,48.0,School D,All,All,All,SEN,314.0,6.0,3.0573248407643314,0.22058276007858738,2.836742080685744,3.277907600842919,average,Loneliness,How often young people feel lonely
support_score,5.363636363636363,44.0,School D,All,All,All,SEN,297.0,6.0,5.040404040404041,0.18854579104002117,4.851858249364019,5.228949831444062,above,Supporting own wellbeing,Young people's knowledge on supporting themselves and looking for advice
sleep_score,0.3777777777777777,45.0,School D,All,All,All,SEN,302.0,6.0,0.4900662251655629,0.05631720343329456,0.43374902173226837,0.5463834285988575,below,Sleep,How much sleep young people get
physical_score,258.6666666666667,45.0,School D,All,All,All,SEN,284.0,6.0,252.25352112676057,41.83892006405395,210.41460106270662,294.0924411908145,average,Physical activity,How physically active young people are
free_like_score,0.4042553191489361,47.0,School D,All,All,All,SEN,304.0,6.0,0.34210526315789475,0.05574563995888088,0.28635962319901387,0.3978509031167756,above,Free time,How often young people can do things that they like in their free time
media_score,3.653061224489796,49.0,School D,All,All,All,SEN,316.0,6.0,3.9588607594936707,0.2591131079042505,3.69974765158942,4.217973867397921,below,Social media use,How much time young people spend on social media
places_score,0.5,48.0,School D,All,All,All,SEN,311.0,6.0,0.4855305466237942,0.04675942688646511,0.4387711197373291,0.5322899735102593,average,Places to go and things to do,Whether young people feel there are places to go and things to do in their free time
staff_talk_score,2.5434782608695654,46.0,School D,All,All,All,SEN,302.0,6.0,2.560430463576159,0.048045957375319526,2.5123845062008394,2.6084764209514786,average,,
home_talk_score,2.4055555555555554,45.0,School D,All,All,All,SEN,297.0,6.0,2.457912457912458,0.07692865542488682,2.380983802487571,2.534841113337345,average,,
peer_talk_score,2.595744680851064,47.0,School D,All,All,All,SEN,302.0,6.0,2.564569536423841,0.244606357493386,2.319963178930455,2.809175893917227,average,,
talk_score,7.613095238095238,42.0,School D,All,All,All,SEN,271.0,6.0,7.5618081180811805,0.20708729207897497,7.354720826002206,7.768895410160155,average,Talking about feelings,How positively/negatively young people feel about talking with others about feeling down
accept_score,9.285714285714286,42.0,School D,All,All,All,SEN,268.0,6.0,9.902985074626866,0.2987409758377825,9.604244098789083,10.201726050464648,below,Acceptance,Whether young people feel accepted by different groups of people in their life
school_belong_score,2.6808510638297878,47.0,School D,All,All,All,SEN,277.0,6.0,2.92057761732852,0.3141582217329118,2.606419395595608,3.234735839061432,average,School connection,Feelings of belonging at school
staff_relationship_score,11.733333333333333,45.0,School D,All,All,All,SEN,280.0,6.0,12.014285714285714,0.27472670499757496,11.73955900928814,12.289012419283289,below,Support from staff,The support received from adults at school
home_relationship_score,11.53125,32.0,School D,All,All,All,SEN,222.0,6.0,12.076576576576576,0.2952929955679633,11.781283581008612,12.37186957214454,below,Support from parents/carers,The support received from adults at home
home_happy_score,4.348837209302325,43.0,School D,All,All,All,SEN,280.0,6.0,4.928571428571429,0.49919950820841885,4.42937192036301,5.427770936779847,below,Home environment,Young people's feelings regarding the home that they live in
local_env_score,15.956989247311828,31.0,School D,All,All,All,SEN,175.0,6.0,14.927619047619048,0.5444586974026324,14.383160350216416,15.47207774502168,above,Local environment,How young people feel regarding the area where they live
discrim_score,1.0,49.0,School D,All,All,All,SEN,318.0,6.0,0.9811320754716981,0.028663786172374126,0.952468289299324,1.0097958616440723,average,Discrimination,Whether young people feel discriminated against
belong_local_score,0.4130434782608695,46.0,School D,All,All,All,SEN,295.0,6.0,0.4576271186440678,0.03925098837486408,0.4183761302692037,0.49687810701893187,below,Local connection,Young people's feelings of belonging in their local area
wealth_score,0.3157894736842105,38.0,School D,All,All,All,SEN,248.0,6.0,0.31048387096774194,0.058661943222248804,0.2518219277454931,0.36914581418999076,average,Relative wealth,"Whether young people feel their family is richer, poorer or the same as their friends"
future_score,8.452380952380953,21.0,School D,All,All,All,SEN,119.0,6.0,7.504201680672269,0.4856262208969186,7.0185754597753505,7.989827901569187,above,Future opportunities,"How young people feel regarding the future options for work, education or training in their local area"
climate_score,0.5625,48.0,School D,All,All,All,SEN,308.0,6.0,0.525974025974026,0.05745299586598645,0.4685210301080395,0.5834270218400124,average,Climate change,Worries regarding climate change
social_score,11.483870967741936,31.0,School D,All,All,All,SEN,203.0,6.0,11.96551724137931,0.4381894607602011,11.527327780619109,12.40370670213951,below,Support from friends,The support young people receive from their peers
bully_score,7.25,48.0,School D,All,All,All,SEN,307.0,6.0,7.576547231270358,0.23253389793371648,7.344013333336641,7.809081129204075,below,Bullying,The frequency with which young people experience different types of bullying
autonomy_score,18.13793103448276,29.0,School D,All,All,All,Non-SEN,269.0,7.0,17.933085501858734,0.44151663192768725,17.491568869931047,18.37460213378642,average,Autonomy,How 'in control' young people feel of their life
life_satisfaction_score,4.363636363636363,44.0,School D,All,All,All,Non-SEN,402.0,7.0,4.95771144278607,0.48315485725443114,4.474556585531639,5.440866300040501,below,Life satisfaction,How satisfied young people feel with their life
optimism_score,11.369565217391305,46.0,School D,All,All,All,Non-SEN,400.0,7.0,11.91,0.2691825681172216,11.640817431882779,12.179182568117222,below,Optimism,Young people's hopefulness and confidence for the future
wellbeing_score,20.27027027027027,37.0,School D,All,All,All,Non-SEN,300.0,7.0,20.79,0.4786424256154236,20.311357574384576,21.268642425615422,below,Psychological wellbeing,How positive and generally happy young people feel regarding their life
esteem_score,12.655172413793103,29.0,School D,All,All,All,Non-SEN,273.0,7.0,12.83882783882784,0.3061514899403257,12.532676348887513,13.144979328768166,average,Self-esteem,How much young people value themselves
stress_score,8.227272727272727,44.0,School D,All,All,All,Non-SEN,347.0,7.0,8.135446685878962,0.34849173196271893,7.7869549539162435,8.483938417841681,average,Stress and coping,Managing stress levels and coping with difficulties
appearance_score,4.020408163265306,49.0,School D,All,All,All,Non-SEN,409.0,7.0,4.91442542787286,0.6602688627738198,4.2541565650990405,5.57469429064668,below,Feelings around appearance,Young people's feelings around the way that they look
negative_score,9.161290322580646,31.0,School D,All,All,All,Non-SEN,245.0,7.0,9.824489795918367,0.4007691731956029,9.423720622722765,10.22525896911397,below,Negative affect,The frequency with which young people experience emotional difficulties
lonely_score,2.923076923076923,52.0,School D,All,All,All,Non-SEN,436.0,7.0,2.8922018348623855,0.18513488669314876,2.7070669481692367,3.0773367215555343,average,Loneliness,How often young people feel lonely
support_score,5.54,50.0,School D,All,All,All,Non-SEN,404.0,7.0,5.2227722772277225,0.1961180955745027,5.02665418165322,5.418890372802225,above,Supporting own wellbeing,Young people's knowledge on supporting themselves and looking for advice
sleep_score,0.6041666666666666,48.0,School D,All,All,All,Non-SEN,414.0,7.0,0.4758454106280193,0.07056988658602446,0.40527552404199485,0.5464152972140438,above,Sleep,How much sleep young people get
physical_score,222.14285714285717,42.0,School D,All,All,All,Non-SEN,369.0,7.0,248.130081300813,25.096918069223747,223.03316323158924,273.22699937003676,below,Physical activity,How physically active young people are
free_like_score,0.391304347826087,46.0,School D,All,All,All,Non-SEN,425.0,7.0,0.42823529411764705,0.05335402329304235,0.3748812708246047,0.4815893174106894,average,Free time,How often young people can do things that they like in their free time
media_score,4.117647058823529,51.0,School D,All,All,All,Non-SEN,439.0,7.0,3.908883826879271,0.21008362656600782,3.698800200313263,4.118967453445279,average,Social media use,How much time young people spend on social media
places_score,0.4705882352941176,51.0,School D,All,All,All,Non-SEN,435.0,7.0,0.49885057471264366,0.06366339360584537,0.43518718110679827,0.562513968318489,average,Places to go and things to do,Whether young people feel there are places to go and things to do in their free time
staff_talk_score,2.435,50.0,School D,All,All,All,Non-SEN,424.0,7.0,2.4180424528301887,0.1955064625667361,2.2225359902634527,2.6135489153969247,average,,
home_talk_score,2.645833333333333,48.0,School D,All,All,All,Non-SEN,410.0,7.0,2.5365853658536586,0.13938832051722555,2.397197045336433,2.675973686370884,average,,
peer_talk_score,2.6122448979591835,49.0,School D,All,All,All,Non-SEN,418.0,7.0,2.4946172248803826,0.1104402994573172,2.3841769254230654,2.6050575243377,above,,
talk_score,7.6875,44.0,School D,All,All,All,Non-SEN,371.0,7.0,7.47911051212938,0.4204666220998695,7.0586438900295105,7.89957713422925,average,Talking about feelings,How positively/negatively young people feel about talking with others about feeling down
accept_score,10.065217391304348,46.0,School D,All,All,All,Non-SEN,390.0,7.0,10.04102564102564,0.28823402149404936,9.75279161953159,10.329259662519691,average,Acceptance,Whether young people feel accepted by different groups of people in their life
school_belong_score,2.897959183673469,49.0,School D,All,All,All,Non-SEN,397.0,7.0,3.005037783375315,0.18799198653537508,2.81704579683994,3.19302976991069,average,School connection,Feelings of belonging at school
staff_relationship_score,11.794871794871796,39.0,School D,All,All,All,Non-SEN,367.0,7.0,11.948228882833787,0.28128146748752625,11.666947415346261,12.229510350321313,average,Support from staff,The support received from adults at school
home_relationship_score,11.688888888888888,45.0,School D,All,All,All,Non-SEN,344.0,7.0,12.049418604651162,0.3678706622015091,11.681547942449653,12.417289266852672,average,Support from parents/carers,The support received from adults at home
home_happy_score,4.9375,48.0,School D,All,All,All,Non-SEN,397.0,7.0,4.924433249370277,0.16930010924096472,4.755133140129312,5.093733358611241,average,Home environment,Young people's feelings regarding the home that they live in
local_env_score,15.306666666666668,25.0,School D,All,All,All,Non-SEN,209.0,7.0,15.303030303030301,0.5615307460397923,14.741499556990508,15.864561049070094,average,Local environment,How young people feel regarding the area where they live
discrim_score,0.9807692307692308,52.0,School D,All,All,All,Non-SEN,442.0,7.0,0.9819004524886877,0.00841652324438537,0.9734839292443024,0.9903169757330731,average,Discrimination,Whether young people feel discriminated against
belong_local_score,0.52,50.0,School D,All,All,All,Non-SEN,412.0,7.0,0.4441747572815534,0.06514968662544289,0.3790250706561105,0.5093244439069963,above,Local connection,Young people's feelings of belonging in their local area
wealth_score,0.2285714285714285,35.0,School D,All,All,All,Non-SEN,295.0,7.0,0.35254237288135587,0.051241525962116244,0.30130084691923964,0.4037838988434721,below,Relative wealth,"Whether young people feel their family is richer, poorer or the same as their friends"
future_score,6.775,20.0,School D,All,All,All,Non-SEN,165.0,7.0,7.3121212121212125,0.447491312960261,6.864629899160952,7.759612525081473,below,Future opportunities,"How young people feel regarding the future options for work, education or training in their local area"
climate_score,0.4313725490196078,51.0,School D,All,All,All,Non-SEN,427.0,7.0,0.49882903981264637,0.06424321357644973,0.4345858262361966,0.5630722533890961,below,Climate change,Worries regarding climate change
social_score,12.8,30.0,School D,All,All,All,Non-SEN,285.0,7.0,12.0,0.3512571546441322,11.648742845355867,12.351257154644133,above,Support from friends,The support young people receive from their peers
bully_score,7.42,50.0,School D,All,All,All,Non-SEN,417.0,7.0,7.410071942446043,0.1022905575435526,7.307781384902491,7.512362499989596,average,Bullying,The frequency with which young people experience different types of bullying
autonomy_score,18.322033898305083,59.0,School E,All,All,All,All,496.0,7.0,18.058467741935484,0.41830934513066415,17.64015839680482,18.476777087066147,average,Autonomy,How 'in control' young people feel of their life
life_satisfaction_score,4.887755102040816,98.0,School E,All,All,All,All,725.0,7.0,5.0937931034482755,0.3091582576022344,4.784634845846041,5.40295136105051,average,Life satisfaction,How satisfied young people feel with their life
optimism_score,11.77,100.0,School E,All,All,All,All,728.0,7.0,12.057692307692308,0.21063721540101735,11.84705509229129,12.268329523093326,below,Optimism,Young people's hopefulness and confidence for the future
wellbeing_score,20.72131147540984,61.0,School E,All,All,All,All,540.0,7.0,20.95,0.3376456245958411,20.61235437540416,21.28764562459584,average,Psychological wellbeing,How positive and generally happy young people feel regarding their life
esteem_score,12.573529411764708,68.0,School E,All,All,All,All,473.0,7.0,12.746300211416491,0.2609034614244116,12.485396749992079,13.007203672840904,average,Self-esteem,How much young people value themselves
stress_score,8.168674698795181,83.0,School E,All,All,All,All,618.0,7.0,8.08252427184466,0.2657591715176533,7.816765100327006,8.348283443362313,average,Stress and coping,Managing stress levels and coping with difficulties
appearance_score,4.747368421052632,95.0,School E,All,All,All,All,740.0,7.0,4.987837837837838,0.41696781798104504,4.570870019856793,5.404805655818883,average,Feelings around appearance,Young people's feelings around the way that they look
negative_score,9.862068965517242,58.0,School E,All,All,All,All,453.0,7.0,9.93598233995585,0.3525196662186804,9.583462673737168,10.28850200617453,average,Negative affect,The frequency with which young people experience emotional difficulties
lonely_score,3.10377358490566,106.0,School E,All,All,All,All,789.0,7.0,2.9657794676806084,0.16855988260183008,2.7972195850787784,3.1343393502824384,average,Loneliness,How often young people feel lonely
support_score,4.908163265306122,98.0,School E,All,All,All,All,740.0,7.0,5.127027027027027,0.1664157914576826,4.960611235569345,5.293442818484709,below,Supporting own wellbeing,Young people's knowledge on supporting themselves and looking for advice
sleep_score,0.55,100.0,School E,All,All,All,All,755.0,7.0,0.4821192052980132,0.036030931855877156,0.4460882734421361,0.5181501371538904,above,Sleep,How much sleep young people get
physical_score,215.66666666666663,90.0,School E,All,All,All,All,685.0,7.0,250.77372262773721,29.972655797304544,220.80106683043266,280.74637842504177,below,Physical activity,How physically active young people are
free_like_score,0.4134615384615384,104.0,School E,All,All,All,All,767.0,7.0,0.39504563233376794,0.034618014343651936,0.360427617990116,0.42966364667741985,average,Free time,How often young people can do things that they like in their free time
media_score,3.6538461538461537,104.0,School E,All,All,All,All,795.0,7.0,3.913207547169811,0.15143392806532952,3.7617736191044817,4.064641475235141,below,Social media use,How much time young people spend on social media
places_score,0.5192307692307693,104.0,School E,All,All,All,All,785.0,7.0,0.49554140127388535,0.03775962114598525,0.4577817801279001,0.5333010224198707,average,Places to go and things to do,Whether young people feel there are places to go and things to do in their free time
staff_talk_score,2.520618556701031,97.0,School E,All,All,All,All,763.0,7.0,2.479357798165138,0.13141735151063028,2.3479404466545075,2.610775149675768,average,,
home_talk_score,2.54,100.0,School E,All,All,All,All,742.0,7.0,2.4973045822102424,0.052219416156937606,2.4450851660533046,2.5495239983671802,average,,
peer_talk_score,2.373762376237624,101.0,School E,All,All,All,All,757.0,7.0,2.534015852047556,0.10796612629619404,2.426049725751362,2.6419819783437504,below,,
talk_score,7.413793103448276,87.0,School E,All,All,All,All,672.0,7.0,7.508184523809524,0.23510067467080764,7.273083849138716,7.743285198480331,average,Talking about feelings,How positively/negatively young people feel about talking with others about feeling down
accept_score,9.806818181818182,88.0,School E,All,All,All,All,693.0,7.0,10.012987012987013,0.23336679270112132,9.779620220285892,10.246353805688134,average,Acceptance,Whether young people feel accepted by different groups of people in their life
school_belong_score,2.611111111111111,90.0,School E,All,All,All,All,710.0,7.0,2.952112676056338,0.19616792469299515,2.755944751363343,3.148280600749333,below,School connection,Feelings of belonging at school
staff_relationship_score,12.064516129032258,93.0,School E,All,All,All,All,679.0,7.0,11.964653902798233,0.1748581629900406,11.789795739808191,12.139512065788274,average,Support from staff,The support received from adults at school
home_relationship_score,12.285714285714286,84.0,School E,All,All,All,All,600.0,7.0,12.008333333333333,0.18611203072898155,11.822221302604351,12.194445364062314,above,Support from parents/carers,The support received from adults at home
home_happy_score,5.364705882352941,85.0,School E,All,All,All,All,715.0,7.0,4.979020979020979,0.16785647969264023,4.811164499328339,5.146877458713619,above,Home environment,Young people's feelings regarding the home that they live in
local_env_score,14.392156862745098,51.0,School E,All,All,All,All,401.0,7.0,15.16708229426434,0.4261564328564393,14.7409258614079,15.593238727120779,below,Local environment,How young people feel regarding the area where they live
discrim_score,0.9905660377358492,106.0,School E,All,All,All,All,800.0,7.0,0.9825,0.012666109389992115,0.9698338906100079,0.9951661093899922,average,Discrimination,Whether young people feel discriminated against
belong_local_score,0.5157894736842106,95.0,School E,All,All,All,All,741.0,7.0,0.4493927125506073,0.03613575270053494,0.4132569598500724,0.48552846525114224,above,Local connection,Young people's feelings of belonging in their local area
wealth_score,0.36,75.0,School E,All,All,All,All,568.0,7.0,0.33274647887323944,0.04614101686548794,0.2866054620077515,0.3788874957387274,average,Relative wealth,"Whether young people feel their family is richer, poorer or the same as their friends"
future_score,7.328125,32.0,School E,All,All,All,All,297.0,7.0,7.412457912457913,0.2623444312293828,7.15011348122853,7.674802343687295,average,Future opportunities,"How young people feel regarding the future options for work, education or training in their local area"
climate_score,0.5,104.0,School E,All,All,All,All,772.0,7.0,0.5090673575129534,0.049534702194626835,0.45953265531832654,0.5586020597075803,average,Climate change,Worries regarding climate change
social_score,11.928571428571429,70.0,School E,All,All,All,All,515.0,7.0,11.959223300970875,0.16446825822900962,11.794755042741865,12.123691559199884,average,Support from friends,The support young people receive from their peers
bully_score,7.623762376237623,101.0,School E,All,All,All,All,760.0,7.0,7.453947368421052,0.09033229069250945,7.363615077728543,7.5442796591135615,above,Bullying,The frequency with which young people experience different types of bullying
autonomy_score,18.04,25.0,School E,Year 8,All,All,All,262.0,7.0,18.137404580152673,0.5099678480494618,17.62743673210321,18.647372428202136,average,Autonomy,How 'in control' young people feel of their life
life_satisfaction_score,5.214285714285714,42.0,School E,Year 8,All,All,All,379.0,7.0,5.113456464379947,0.4629451455984447,4.650511318781502,5.576401609978392,average,Life satisfaction,How satisfied young people feel with their life
optimism_score,12.108695652173912,46.0,School E,Year 8,All,All,All,383.0,7.0,12.075718015665796,0.3455905446441799,11.730127471021616,12.421308560309976,average,Optimism,Young people's hopefulness and confidence for the future
wellbeing_score,19.82758620689655,29.0,School E,Year 8,All,All,All,277.0,7.0,20.859205776173287,0.4117259547951691,20.447479821378117,21.270931730968456,below,Psychological wellbeing,How positive and generally happy young people feel regarding their life
esteem_score,12.838709677419354,31.0,School E,Year 8,All,All,All,242.0,7.0,12.991735537190083,0.4072659262227845,12.584469610967298,13.399001463412867,average,Self-esteem,How much young people value themselves
stress_score,7.611111111111111,36.0,School E,Year 8,All,All,All,320.0,7.0,8.16875,0.47993280488346535,7.688817195116534,8.648682804883464,below,Stress and coping,Managing stress levels and coping with difficulties
appearance_score,4.911111111111111,45.0,School E,Year 8,All,All,All,388.0,7.0,5.175257731958763,0.48677799548798456,4.688479736470779,5.662035727446748,average,Feelings around appearance,Young people's feelings around the way that they look
negative_score,9.590909090909092,22.0,School E,Year 8,All,All,All,233.0,7.0,9.802575107296137,0.5676365099311337,9.234938597365003,10.370211617227271,average,Negative affect,The frequency with which young people experience emotional difficulties
lonely_score,3.145833333333333,48.0,School E,Year 8,All,All,All,410.0,7.0,3.0609756097560976,0.27695810736672466,2.784017502389373,3.337933717122822,average,Loneliness,How often young people feel lonely
support_score,4.75,44.0,School E,Year 8,All,All,All,381.0,7.0,5.123359580052494,0.166403620743815,4.9569559593086785,5.289763200796309,below,Supporting own wellbeing,Young people's knowledge on supporting themselves and looking for advice
sleep_score,0.5681818181818182,44.0,School E,Year 8,All,All,All,388.0,7.0,0.49742268041237114,0.053490044176372806,0.4439326362359983,0.550912724588744,above,Sleep,How much sleep young people get
physical_score,230.93023255813952,43.0,School E,Year 8,All,All,All,358.0,7.0,250.81005586592178,20.61566858937903,230.19438727654276,271.42572445530084,average,Physical activity,How physically active young people are
free_like_score,0.5416666666666666,48.0,School E,Year 8,All,All,All,403.0,7.0,0.4218362282878412,0.08603188306768673,0.33580434522015445,0.5078681113555279,above,Free time,How often young people can do things that they like in their free time
media_score,3.583333333333333,48.0,School E,Year 8,All,All,All,419.0,7.0,3.8902147971360383,0.22525851968253177,3.6649562774535065,4.11547331681857,below,Social media use,How much time young people spend on social media
places_score,0.4893617021276595,47.0,School E,Year 8,All,All,All,410.0,7.0,0.4853658536585366,0.08736649614729185,0.3979993575112447,0.5727323498058284,average,Places to go and things to do,Whether young people feel there are places to go and things to do in their free time
staff_talk_score,2.573863636363636,44.0,School E,Year 8,All,All,All,399.0,7.0,2.504385964912281,0.17638723276801682,2.327998732144264,2.6807731976802978,average,,
home_talk_score,2.721590909090909,44.0,School E,Year 8,All,All,All,391.0,7.0,2.528132992327366,0.10805963778424173,2.420073354543124,2.6361926301116076,above,,
peer_talk_score,2.3806818181818183,44.0,School E,Year 8,All,All,All,399.0,7.0,2.5908521303258145,0.13044748634624723,2.4604046439795675,2.7212996166720615,below,,
talk_score,7.708333333333333,36.0,School E,Year 8,All,All,All,355.0,7.0,7.602816901408451,0.2941443868095873,7.308672514598864,7.896961288218038,average,Talking about feelings,How positively/negatively young people feel about talking with others about feeling down
accept_score,9.575,40.0,School E,Year 8,All,All,All,364.0,7.0,10.054945054945055,0.326045860994055,9.728899193951,10.38099091593911,below,Acceptance,Whether young people feel accepted by different groups of people in their life
school_belong_score,2.4473684210526314,38.0,School E,Year 8,All,All,All,368.0,7.0,2.9918478260869565,0.2888829914723424,2.702964834614614,3.280730817559299,below,School connection,Feelings of belonging at school
staff_relationship_score,12.073170731707316,41.0,School E,Year 8,All,All,All,354.0,7.0,11.98870056497175,0.1559508191615751,11.832749745810176,12.144651384133326,average,Support from staff,The support received from adults at school
home_relationship_score,12.210526315789474,38.0,School E,Year 8,All,All,All,312.0,7.0,11.913461538461538,0.42115312722677484,11.492308411234763,12.334614665688314,average,Support from parents/carers,The support received from adults at home
home_happy_score,5.45,40.0,School E,Year 8,All,All,All,375.0,7.0,4.949333333333334,0.253267548959003,4.696065784374331,5.202600882292336,above,Home environment,Young people's feelings regarding the home that they live in
local_env_score,14.507246376811592,23.0,School E,Year 8,All,All,All,207.0,7.0,15.048309178743962,0.4789598019681227,14.56934937677584,15.527268980712083,below,Local environment,How young people feel regarding the area where they live
discrim_score,0.9791666666666666,48.0,School E,Year 8,All,All,All,419.0,7.0,0.9832935560859188,0.008009019121518813,0.9752845369644,0.9913025752074377,average,Discrimination,Whether young people feel discriminated against
belong_local_score,0.5909090909090909,44.0,School E,Year 8,All,All,All,396.0,7.0,0.45202020202020204,0.06565662736667278,0.3863635746535293,0.5176768293868749,above,Local connection,Young people's feelings of belonging in their local area
wealth_score,0.28125,32.0,School E,Year 8,All,All,All,297.0,7.0,0.3265993265993266,0.0765841363313431,0.2500151902679835,0.4031834629306697,average,Relative wealth,"Whether young people feel their family is richer, poorer or the same as their friends"
future_score,7.909090909090909,11.0,School E,Year 8,All,All,All,148.0,7.0,7.472972972972973,0.3065152329355594,7.166457740037414,7.779488205908532,above,Future opportunities,"How young people feel regarding the future options for work, education or training in their local area"
climate_score,0.4166666666666667,48.0,School E,Year 8,All,All,All,406.0,7.0,0.49014778325123154,0.08753413465767568,0.40261364859355586,0.5776819179089072,average,Climate change,Worries regarding climate change
social_score,12.09375,32.0,School E,Year 8,All,All,All,261.0,7.0,12.03448275862069,0.32482100639730044,11.70966175222339,12.35930376501799,average,Support from friends,The support young people receive from their peers
bully_score,7.326086956521739,46.0,School E,Year 8,All,All,All,397.0,7.0,7.415617128463476,0.14786892320707382,7.267748205256402,7.563486051670551,average,Bullying,The frequency with which young people experience different types of bullying
autonomy_score,18.892857142857142,28.0,School E,Year 10,All,All,All,188.0,6.0,18.00531914893617,0.8516298480203394,17.15368930091583,18.85694899695651,above,Autonomy,How 'in control' young people feel of their life
life_satisfaction_score,4.977777777777778,45.0,School E,Year 10,All,All,All,282.0,6.0,5.24468085106383,0.29528928386564146,4.949391567198188,5.539970134929471,average,Life satisfaction,How satisfied young people feel with their life
optimism_score,11.55813953488372,43.0,School E,Year 10,All,All,All,277.0,6.0,12.101083032490974,0.4191606845071955,11.681922347983779,12.52024371699817,below,Optimism,Young people's hopefulness and confidence for the future
wellbeing_score,21.642857142857142,28.0,School E,Year 10,All,All,All,222.0,6.0,20.963963963963963,0.7437033373551377,20.220260626608823,21.707667301319102,average,Psychological wellbeing,How positive and generally happy young people feel regarding their life
esteem_score,12.178571428571429,28.0,School E,Year 10,All,All,All,190.0,6.0,12.58421052631579,0.23870381474484859,12.345506711570941,12.822914341060638,below,Self-esteem,How much young people value themselves
stress_score,8.702702702702704,37.0,School E,Year 10,All,All,All,236.0,6.0,8.063559322033898,0.41508180910411596,7.648477512929782,8.478641131138014,above,Stress and coping,Managing stress levels and coping with difficulties
appearance_score,4.65,40.0,School E,Year 10,All,All,All,281.0,6.0,4.772241992882562,0.5593250537171028,4.212916939165459,5.331567046599665,average,Feelings around appearance,Young people's feelings around the way that they look
negative_score,10.275862068965518,29.0,School E,Year 10,All,All,All,175.0,6.0,10.12,0.3410523179928692,9.77894768200713,10.461052317992868,average,Negative affect,The frequency with which young people experience emotional difficulties
lonely_score,3.0638297872340425,47.0,School E,Year 10,All,All,All,308.0,6.0,2.844155844155844,0.13718338675923067,2.7069724573966134,2.981339230915075,above,Loneliness,How often young people feel lonely
support_score,5.136363636363637,44.0,School E,Year 10,All,All,All,291.0,6.0,5.130584192439863,0.18860774806494937,4.941976444374913,5.319191940504813,average,Supporting own wellbeing,Young people's knowledge on supporting themselves and looking for advice
sleep_score,0.5555555555555556,45.0,School E,Year 10,All,All,All,295.0,6.0,0.4745762711864407,0.035655011569540825,0.4389212596168999,0.5102312827559815,above,Sleep,How much sleep young people get
physical_score,199.16666666666663,36.0,School E,Year 10,All,All,All,261.0,6.0,249.77011494252875,34.32872330335443,215.44139163917433,284.0988382458832,below,Physical activity,How physically active young people are
free_like_score,0.3260869565217391,46.0,School E,Year 10,All,All,All,294.0,6.0,0.36054421768707484,0.04808489600549977,0.3124593216815751,0.4086291136925746,average,Free time,How often young people can do things that they like in their free time
media_score,3.933333333333333,45.0,School E,Year 10,All,All,All,304.0,6.0,3.838815789473684,0.26645400831060934,3.5723617811630746,4.105269797784294,average,Social media use,How much time young people spend on social media
places_score,0.5434782608695652,46.0,School E,Year 10,All,All,All,303.0,6.0,0.5148514851485149,0.05426101398378299,0.4605904711647319,0.5691124991322979,average,Places to go and things to do,Whether young people feel there are places to go and things to do in their free time
staff_talk_score,2.476744186046512,43.0,School E,Year 10,All,All,All,296.0,6.0,2.483108108108108,0.21751733005918797,2.26559077804892,2.700625438167296,average,,
home_talk_score,2.4611111111111112,45.0,School E,Year 10,All,All,All,283.0,6.0,2.4761484098939928,0.0777457514720457,2.398402658421947,2.5538941613660384,average,,
peer_talk_score,2.4347826086956523,46.0,School E,Year 10,All,All,All,289.0,6.0,2.487024221453287,0.06693982823455613,2.420084393218731,2.5539640496878433,average,,
talk_score,7.323170731707317,41.0,School E,Year 10,All,All,All,255.0,6.0,7.438235294117647,0.22216029718877126,7.216074996928876,7.660395591306418,average,Talking about feelings,How positively/negatively young people feel about talking with others about feeling down
accept_score,9.736842105263158,38.0,School E,Year 10,All,All,All,263.0,6.0,10.038022813688213,0.2551256229983401,9.782897190689873,10.293148436686554,below,Acceptance,Whether young people feel accepted by different groups of people in their life
school_belong_score,2.761904761904762,42.0,School E,Year 10,All,All,All,276.0,6.0,2.9239130434782608,0.11589831685395562,2.808014726624305,3.0398113603322163,below,School connection,Feelings of belonging at school
staff_relationship_score,12.333333333333334,42.0,School E,Year 10,All,All,All,262.0,6.0,12.076335877862595,0.3910364358750881,11.685299441987507,12.467372313737684,average,Support from staff,The support received from adults at school
home_relationship_score,11.916666666666666,36.0,School E,Year 10,All,All,All,229.0,6.0,12.091703056768559,0.25118772532990763,11.84051533143865,12.342890782098467,average,Support from parents/carers,The support received from adults at home
home_happy_score,5.470588235294118,34.0,School E,Year 10,All,All,All,273.0,6.0,5.062271062271062,0.22318548894979687,4.839085573321265,5.285456551220859,above,Home environment,Young people's feelings regarding the home that they live in
