variable,mean,count,school_lab,year_group_lab,gender_lab,fsm_lab,sen_lab
staff_talk_score,2.4909638554216866,83.0,School D,All,All,All,All
home_talk_score,2.55,90.0,School D,All,All,All,All
peer_talk_score,2.620879120879121,91.0,School D,All,All,All,All
talk_score,7.791666666666667,72.0,School D,All,All,All,All
accept_score,9.767123287671232,73.0,School D,All,All,All,All
school_belong_score,2.78125,96.0,School D,All,All,All,All
staff_relationship_score,11.81578947368421,76.0,School D,All,All,All,All
home_relationship_score,11.91304347826087,69.0,School D,All,All,All,All
home_happy_score,4.294117647058823,85.0,School D,All,All,All,All
local_env_score,15.557291666666668,64.0,School D,All,All,All,All
discrim_score,0.96875,96.0,School D,All,All,All,All
belong_local_score,0.4588235294117647,85.0,School D,All,All,All,All
wealth_score,0.2876712328767123,73.0,School D,All,All,All,All
future_score,7.285714285714286,42.0,School D,All,All,All,All
climate_score,0.4777777777777778,90.0,School D,All,All,All,All
social_score,11.76056338028169,71.0,School D,All,All,All,All
bully_score,7.2073170731707314,82.0,School D,All,All,All,All
birth_you_age_score,7.8023255813953485,43.0,School D,Year 8,All,All,All
autonomy_score,17.666666666666668,30.0,School D,Year 8,All,All,All
life_satisfaction_score,4.4222222222222225,45.0,School D,Year 8,All,All,All
optimism_score,11.82857142857143,35.0,School D,Year 8,All,All,All
wellbeing_score,20.193548387096776,31.0,School D,Year 8,All,All,All
esteem_score,13.046511627906977,43.0,School D,Year 8,All,All,All
stress_score,8.948717948717949,39.0,School D,Year 8,All,All,All
appearance_score,4.651162790697675,43.0,School D,Year 8,All,All,All
negative_score,9.526315789473685,19.0,School D,Year 8,All,All,All
lonely_score,3.024390243902439,41.0,School D,Year 8,All,All,All
support_score,5.214285714285714,42.0,School D,Year 8,All,All,All
sleep_score,0.5333333333333333,45.0,School D,Year 8,All,All,All
physical_score,251.53846153846155,39.0,School D,Year 8,All,All,All
free_like_score,0.4,45.0,School D,Year 8,All,All,All
media_score,3.7142857142857144,42.0,School D,Year 8,All,All,All
places_score,0.4,45.0,School D,Year 8,All,All,All
staff_talk_score,2.5290697674418605,43.0,School D,Year 8,All,All,All
home_talk_score,2.585227272727273,44.0,School D,Year 8,All,All,All
peer_talk_score,2.835227272727273,44.0,School D,Year 8,All,All,All
talk_score,7.993243243243243,37.0,School D,Year 8,All,All,All
accept_score,9.875,32.0,School D,Year 8,All,All,All
school_belong_score,2.574468085106383,47.0,School D,Year 8,All,All,All
staff_relationship_score,11.628571428571428,35.0,School D,Year 8,All,All,All
home_relationship_score,11.84375,32.0,School D,Year 8,All,All,All
home_happy_score,4.219512195121951,41.0,School D,Year 8,All,All,All
local_env_score,15.356321839080461,29.0,School D,Year 8,All,All,All
discrim_score,0.9574468085106383,47.0,School D,Year 8,All,All,All
belong_local_score,0.375,40.0,School D,Year 8,All,All,All
wealth_score,0.29411764705882354,34.0,School D,Year 8,All,All,All
future_score,6.75,16.0,School D,Year 8,All,All,All
climate_score,0.36363636363636365,44.0,School D,Year 8,All,All,All
social_score,11.305555555555555,36.0,School D,Year 8,All,All,All
bully_score,7.128205128205129,39.0,School D,Year 8,All,All,All
birth_you_age_score,7.811111111111111,45.0,School D,Year 10,All,All,All
autonomy_score,18.558823529411764,34.0,School D,Year 10,All,All,All
life_satisfaction_score,4.76595744680851,47.0,School D,Year 10,All,All,All
optimism_score,12.870967741935484,31.0,School D,Year 10,All,All,All
wellbeing_score,21.5,28.0,School D,Year 10,All,All,All
esteem_score,12.536585365853659,41.0,School D,Year 10,All,All,All
stress_score,8.475,40.0,School D,Year 10,All,All,All
appearance_score,5.102564102564102,39.0,School D,Year 10,All,All,All
negative_score,9.653846153846153,26.0,School D,Year 10,All,All,All
lonely_score,2.8297872340425534,47.0,School D,Year 10,All,All,All
support_score,5.644444444444445,45.0,School D,Year 10,All,All,All
sleep_score,0.36585365853658536,41.0,School D,Year 10,All,All,All
physical_score,251.42857142857142,42.0,School D,Year 10,All,All,All
free_like_score,0.3695652173913043,46.0,School D,Year 10,All,All,All
media_score,4.15,40.0,School D,Year 10,All,All,All
places_score,0.5333333333333333,45.0,School D,Year 10,All,All,All
staff_talk_score,2.41025641025641,39.0,School D,Year 10,All,All,All
home_talk_score,2.4833333333333334,45.0,School D,Year 10,All,All,All
peer_talk_score,2.407608695652174,46.0,School D,Year 10,All,All,All
talk_score,7.477941176470588,34.0,School D,Year 10,All,All,All
accept_score,9.65,40.0,School D,Year 10,All,All,All
school_belong_score,2.9583333333333335,48.0,School D,Year 10,All,All,All
staff_relationship_score,11.9,40.0,School D,Year 10,All,All,All
home_relationship_score,11.972972972972974,37.0,School D,Year 10,All,All,All
home_happy_score,4.3023255813953485,43.0,School D,Year 10,All,All,All
local_env_score,15.852941176470589,34.0,School D,Year 10,All,All,All
discrim_score,0.9791666666666666,48.0,School D,Year 10,All,All,All
belong_local_score,0.5454545454545454,44.0,School D,Year 10,All,All,All
wealth_score,0.2631578947368421,38.0,School D,Year 10,All,All,All
future_score,7.615384615384615,26.0,School D,Year 10,All,All,All
climate_score,0.6,45.0,School D,Year 10,All,All,All
social_score,12.228571428571428,35.0,School D,Year 10,All,All,All
bully_score,7.190476190476191,42.0,School D,Year 10,All,All,All
birth_you_age_score,10.7,15.0,School D,All,Girl,All,All
autonomy_score,,,School D,All,Girl,All,All
life_satisfaction_score,5.533333333333333,15.0,School D,All,Girl,All,All
optimism_score,12.785714285714286,14.0,School D,All,Girl,All,All
wellbeing_score,21.6,10.0,School D,All,Girl,All,All
esteem_score,11.714285714285714,14.0,School D,All,Girl,All,All
stress_score,8.818181818181818,11.0,School D,All,Girl,All,All
appearance_score,4.5,14.0,School D,All,Girl,All,All
negative_score,,,School D,All,Girl,All,All
lonely_score,3.0714285714285716,14.0,School D,All,Girl,All,All
support_score,5.466666666666667,15.0,School D,All,Girl,All,All
sleep_score,0.35714285714285715,14.0,School D,All,Girl,All,All
physical_score,235.71428571428572,14.0,School D,All,Girl,All,All
free_like_score,0.4166666666666667,12.0,School D,All,Girl,All,All
media_score,4.083333333333333,12.0,School D,All,Girl,All,All
places_score,0.5714285714285714,14.0,School D,All,Girl,All,All
staff_talk_score,2.75,11.0,School D,All,Girl,All,All
home_talk_score,2.267857142857143,14.0,School D,All,Girl,All,All
peer_talk_score,2.2857142857142856,14.0,School D,All,Girl,All,All
talk_score,,,School D,All,Girl,All,All
accept_score,10.166666666666666,12.0,School D,All,Girl,All,All
school_belong_score,3.2,15.0,School D,All,Girl,All,All
staff_relationship_score,12.5,12.0,School D,All,Girl,All,All
home_relationship_score,11.818181818181818,11.0,School D,All,Girl,All,All
home_happy_score,3.2857142857142856,14.0,School D,All,Girl,All,All
local_env_score,16.794871794871796,13.0,School D,All,Girl,All,All
discrim_score,0.9333333333333333,15.0,School D,All,Girl,All,All
belong_local_score,0.5,14.0,School D,All,Girl,All,All
wealth_score,0.36363636363636365,11.0,School D,All,Girl,All,All
future_score,,,School D,All,Girl,All,All
climate_score,0.6,15.0,School D,All,Girl,All,All
social_score,11.0,12.0,School D,All,Girl,All,All
bully_score,7.142857142857143,14.0,School D,All,Girl,All,All
birth_you_age_score,5.833333333333333,15.0,School D,All,Boy,All,All
autonomy_score,17.928571428571427,14.0,School D,All,Boy,All,All
life_satisfaction_score,4.5,16.0,School D,All,Boy,All,All
optimism_score,,,School D,All,Boy,All,All
wellbeing_score,20.75,12.0,School D,All,Boy,All,All
esteem_score,13.75,16.0,School D,All,Boy,All,All
stress_score,8.933333333333334,15.0,School D,All,Boy,All,All
appearance_score,4.5625,16.0,School D,All,Boy,All,All
negative_score,,,School D,All,Boy,All,All
lonely_score,2.875,16.0,School D,All,Boy,All,All
support_score,5.666666666666667,15.0,School D,All,Boy,All,All
sleep_score,0.4375,16.0,School D,All,Boy,All,All
physical_score,319.2857142857143,14.0,School D,All,Boy,All,All
free_like_score,0.29411764705882354,17.0,School D,All,Boy,All,All
media_score,3.5,14.0,School D,All,Boy,All,All
places_score,0.4117647058823529,17.0,School D,All,Boy,All,All
staff_talk_score,2.892857142857143,14.0,School D,All,Boy,All,All
home_talk_score,2.9375,16.0,School D,All,Boy,All,All
peer_talk_score,2.21875,16.0,School D,All,Boy,All,All
talk_score,8.0,12.0,School D,All,Boy,All,All
accept_score,9.384615384615385,13.0,School D,All,Boy,All,All
school_belong_score,3.0,17.0,School D,All,Boy,All,All
staff_relationship_score,11.0,13.0,School D,All,Boy,All,All
home_relationship_score,12.1,10.0,School D,All,Boy,All,All
home_happy_score,4.266666666666667,15.0,School D,All,Boy,All,All
local_env_score,15.583333333333334,12.0,School D,All,Boy,All,All
discrim_score,1.0,17.0,School D,All,Boy,All,All
belong_local_score,0.4375,16.0,School D,All,Boy,All,All
wealth_score,0.3333333333333333,12.0,School D,All,Boy,All,All
future_score,,,School D,All,Boy,All,All
climate_score,0.4,15.0,School D,All,Boy,All,All
social_score,11.23076923076923,13.0,School D,All,Boy,All,All
bully_score,7.6,15.0,School D,All,Boy,All,All
birth_you_age_score,7.282608695652174,46.0,School D,All,All,FSM,All
autonomy_score,18.11111111111111,36.0,School D,All,All,FSM,All
life_satisfaction_score,4.75,52.0,School D,All,All,FSM,All
optimism_score,11.91891891891892,37.0,School D,All,All,FSM,All
wellbeing_score,20.228571428571428,35.0,School D,All,All,FSM,All
esteem_score,13.044444444444444,45.0,School D,All,All,FSM,All
stress_score,8.477272727272727,44.0,School D,All,All,FSM,All
appearance_score,4.744186046511628,43.0,School D,All,All,FSM,All
negative_score,9.655172413793103,29.0,School D,All,All,FSM,All
lonely_score,2.76,50.0,School D,All,All,FSM,All
support_score,5.448979591836735,49.0,School D,All,All,FSM,All
sleep_score,0.40816326530612246,49.0,School D,All,All,FSM,All
physical_score,282.27272727272725,44.0,School D,All,All,FSM,All
free_like_score,0.40384615384615385,52.0,School D,All,All,FSM,All
media_score,3.911111111111111,45.0,School D,All,All,FSM,All
places_score,0.40384615384615385,52.0,School D,All,All,FSM,All
staff_talk_score,2.4414893617021276,47.0,School D,All,All,FSM,All
home_talk_score,2.392857142857143,49.0,School D,All,All,FSM,All
peer_talk_score,2.575,50.0,School D,All,All,FSM,All
talk_score,7.4625,40.0,School D,All,All,FSM,All
accept_score,9.64102564102564,39.0,School D,All,All,FSM,All
school_belong_score,2.811320754716981,53.0,School D,All,All,FSM,All
staff_relationship_score,11.977777777777778,45.0,School D,All,All,FSM,All
home_relationship_score,12.297297297297296,37.0,School D,All,All,FSM,All
home_happy_score,4.645833333333333,48.0,School D,All,All,FSM,All
local_env_score,16.322916666666668,32.0,School D,All,All,FSM,All
discrim_score,0.9811320754716981,53.0,School D,All,All,FSM,All
belong_local_score,0.44680851063829785,47.0,School D,All,All,FSM,All
wealth_score,0.30952380952380953,42.0,School D,All,All,FSM,All
future_score,7.369565217391305,23.0,School D,All,All,FSM,All
climate_score,0.40816326530612246,49.0,School D,All,All,FSM,All
social_score,12.75,40.0,School D,All,All,FSM,All
bully_score,7.23404255319149,47.0,School D,All,All,FSM,All
birth_you_age_score,8.125,40.0,School D,All,All,Non-FSM,All
autonomy_score,18.178571428571427,28.0,School D,All,All,Non-FSM,All
life_satisfaction_score,4.5,38.0,School D,All,All,Non-FSM,All
optimism_score,12.642857142857142,28.0,School D,All,All,Non-FSM,All
wellbeing_score,21.583333333333332,24.0,School D,All,All,Non-FSM,All
esteem_score,12.702702702702704,37.0,School D,All,All,Non-FSM,All
stress_score,8.818181818181818,33.0,School D,All,All,Non-FSM,All
appearance_score,4.918918918918919,37.0,School D,All,All,Non-FSM,All
negative_score,9.529411764705882,17.0,School D,All,All,Non-FSM,All
lonely_score,3.0555555555555554,36.0,School D,All,All,Non-FSM,All
support_score,5.5,36.0,School D,All,All,Non-FSM,All
sleep_score,0.5714285714285714,35.0,School D,All,All,Non-FSM,All
physical_score,219.42857142857142,35.0,School D,All,All,Non-FSM,All
free_like_score,0.40540540540540543,37.0,School D,All,All,Non-FSM,All
media_score,3.9722222222222223,36.0,School D,All,All,Non-FSM,All
places_score,0.5555555555555556,36.0,School D,All,All,Non-FSM,All
staff_talk_score,2.537878787878788,33.0,School D,All,All,Non-FSM,All
home_talk_score,2.7628205128205128,39.0,School D,All,All,Non-FSM,All
peer_talk_score,2.7171052631578947,38.0,School D,All,All,Non-FSM,All
talk_score,8.333333333333334,30.0,School D,All,All,Non-FSM,All
accept_score,9.903225806451612,31.0,School D,All,All,Non-FSM,All
school_belong_score,2.65,40.0,School D,All,All,Non-FSM,All
staff_relationship_score,11.75,28.0,School D,All,All,Non-FSM,All
home_relationship_score,11.241379310344827,29.0,School D,All,All,Non-FSM,All
home_happy_score,3.7941176470588234,34.0,School D,All,All,Non-FSM,All
local_env_score,14.67816091954023,29.0,School D,All,All,Non-FSM,All
discrim_score,0.95,40.0,School D,All,All,Non-FSM,All
belong_local_score,0.4722222222222222,36.0,School D,All,All,Non-FSM,All
wealth_score,0.26666666666666666,30.0,School D,All,All,Non-FSM,All
future_score,7.138888888888889,18.0,School D,All,All,Non-FSM,All
climate_score,0.5526315789473685,38.0,School D,All,All,Non-FSM,All
social_score,10.392857142857142,28.0,School D,All,All,Non-FSM,All
bully_score,7.242424242424242,33.0,School D,All,All,Non-FSM,All
birth_you_age_score,7.868421052631579,38.0,School D,All,All,All,SEN
autonomy_score,18.137931034482758,29.0,School D,All,All,All,SEN
life_satisfaction_score,5.7073170731707314,41.0,School D,All,All,All,SEN
optimism_score,12.444444444444445,27.0,School D,All,All,All,SEN
wellbeing_score,20.703703703703702,27.0,School D,All,All,All,SEN
esteem_score,12.91891891891892,37.0,School D,All,All,All,SEN
stress_score,8.85,40.0,School D,All,All,All,SEN
appearance_score,5.487179487179487,39.0,School D,All,All,All,SEN
negative_score,9.714285714285714,21.0,School D,All,All,All,SEN
lonely_score,2.85,40.0,School D,All,All,All,SEN
support_score,5.17948717948718,39.0,School D,All,All,All,SEN
sleep_score,0.28205128205128205,39.0,School D,All,All,All,SEN
physical_score,257.5,36.0,School D,All,All,All,SEN
free_like_score,0.35,40.0,School D,All,All,All,SEN
media_score,3.4615384615384617,39.0,School D,All,All,All,SEN
places_score,0.4878048780487805,41.0,School D,All,All,All,SEN
staff_talk_score,2.525,40.0,School D,All,All,All,SEN
home_talk_score,2.457317073170732,41.0,School D,All,All,All,SEN
peer_talk_score,2.641025641025641,39.0,School D,All,All,All,SEN
talk_score,7.786764705882353,34.0,School D,All,All,All,SEN
accept_score,9.4375,32.0,School D,All,All,All,SEN
school_belong_score,2.5813953488372094,43.0,School D,All,All,All,SEN
staff_relationship_score,11.212121212121213,33.0,School D,All,All,All,SEN
home_relationship_score,12.142857142857142,28.0,School D,All,All,All,SEN
home_happy_score,4.2,40.0,School D,All,All,All,SEN
local_env_score,15.752688172043012,31.0,School D,All,All,All,SEN
discrim_score,1.0,43.0,School D,All,All,All,SEN
belong_local_score,0.5128205128205128,39.0,School D,All,All,All,SEN
wealth_score,0.34375,32.0,School D,All,All,All,SEN
future_score,7.342105263157895,19.0,School D,All,All,All,SEN
climate_score,0.4864864864864865,37.0,School D,All,All,All,SEN
social_score,11.545454545454545,33.0,School D,All,All,All,SEN
bully_score,7.114285714285714,35.0,School D,All,All,All,SEN
birth_you_age_score,7.690476190476191,42.0,School D,All,All,All,Non-SEN
autonomy_score,17.96551724137931,29.0,School D,All,All,All,Non-SEN
life_satisfaction_score,3.7209302325581395,43.0,School D,All,All,All,Non-SEN
optimism_score,11.882352941176471,34.0,School D,All,All,All,Non-SEN
wellbeing_score,20.833333333333332,30.0,School D,All,All,All,Non-SEN
esteem_score,12.6,40.0,School D,All,All,All,Non-SEN
stress_score,8.794117647058824,34.0,School D,All,All,All,Non-SEN
appearance_score,4.285714285714286,35.0,School D,All,All,All,Non-SEN
negative_score,9.363636363636363,22.0,School D,All,All,All,Non-SEN
lonely_score,3.05,40.0,School D,All,All,All,Non-SEN
support_score,5.675,40.0,School D,All,All,All,Non-SEN
sleep_score,0.5641025641025641,39.0,School D,All,All,All,Non-SEN
physical_score,275.38461538461536,39.0,School D,All,All,All,Non-SEN
free_like_score,0.4186046511627907,43.0,School D,All,All,All,Non-SEN
media_score,4.228571428571429,35.0,School D,All,All,All,Non-SEN
places_score,0.43902439024390244,41.0,School D,All,All,All,Non-SEN
staff_talk_score,2.4930555555555554,36.0,School D,All,All,All,Non-SEN
home_talk_score,2.725,40.0,School D,All,All,All,Non-SEN
peer_talk_score,2.6744186046511627,43.0,School D,All,All,All,Non-SEN
talk_score,7.967741935483871,31.0,School D,All,All,All,Non-SEN
accept_score,10.147058823529411,34.0,School D,All,All,All,Non-SEN
school_belong_score,2.9545454545454546,44.0,School D,All,All,All,Non-SEN
staff_relationship_score,12.0,38.0,School D,All,All,All,Non-SEN
home_relationship_score,11.764705882352942,34.0,School D,All,All,All,Non-SEN
home_happy_score,4.675675675675675,37.0,School D,All,All,All,Non-SEN
local_env_score,15.135802469135804,27.0,School D,All,All,All,Non-SEN
discrim_score,0.9318181818181818,44.0,School D,All,All,All,Non-SEN
belong_local_score,0.43243243243243246,37.0,School D,All,All,All,Non-SEN
wealth_score,0.2647058823529412,34.0,School D,All,All,All,Non-SEN
future_score,6.7368421052631575,19.0,School D,All,All,All,Non-SEN
climate_score,0.4090909090909091,44.0,School D,All,All,All,Non-SEN
social_score,11.970588235294118,34.0,School D,All,All,All,Non-SEN
bully_score,7.076923076923077,39.0,School D,All,All,All,Non-SEN
birth_you_age_score,7.511363636363637,88.0,School E,All,All,All,All
autonomy_score,18.18867924528302,53.0,School E,All,All,All,All
life_satisfaction_score,5.075268817204301,93.0,School E,All,All,All,All
optimism_score,11.626865671641792,67.0,School E,All,All,All,All
wellbeing_score,20.14,50.0,School E,All,All,All,All
esteem_score,12.60759493670886,79.0,School E,All,All,All,All
stress_score,8.26923076923077,78.0,School E,All,All,All,All
appearance_score,4.909090909090909,77.0,School E,All,All,All,All
negative_score,10.325581395348838,43.0,School E,All,All,All,All
lonely_score,3.057471264367816,87.0,School E,All,All,All,All
support_score,4.864197530864198,81.0,School E,All,All,All,All
sleep_score,0.5955056179775281,89.0,School E,All,All,All,All
physical_score,226.15384615384616,78.0,School E,All,All,All,All
free_like_score,0.4111111111111111,90.0,School E,All,All,All,All
media_score,3.5952380952380953,84.0,School E,All,All,All,All
places_score,0.5232558139534884,86.0,School E,All,All,All,All
staff_talk_score,2.6740506329113924,79.0,School E,All,All,All,All
home_talk_score,2.534090909090909,88.0,School E,All,All,All,All
peer_talk_score,2.3831521739130435,92.0,School E,All,All,All,All
talk_score,7.608108108108108,74.0,School E,All,All,All,All
accept_score,9.7,80.0,School E,All,All,All,All
school_belong_score,2.588888888888889,90.0,School E,All,All,All,All
staff_relationship_score,12.067567567567568,74.0,School E,All,All,All,All
home_relationship_score,12.3,70.0,School E,All,All,All,All
home_happy_score,5.047058823529412,85.0,School E,All,All,All,All
local_env_score,14.842767295597483,53.0,School E,All,All,All,All
discrim_score,1.0,94.0,School E,All,All,All,All
belong_local_score,0.5662650602409639,83.0,School E,All,All,All,All
wealth_score,0.3709677419354839,62.0,School E,All,All,All,All
future_score,6.961538461538462,39.0,School E,All,All,All,All
climate_score,0.449438202247191,89.0,School E,All,All,All,All
social_score,12.266666666666667,60.0,School E,All,All,All,All
bully_score,7.616438356164384,73.0,School E,All,All,All,All
birth_you_age_score,8.033333333333333,45.0,School E,Year 8,All,All,All
autonomy_score,17.925925925925927,27.0,School E,Year 8,All,All,All
life_satisfaction_score,5.108695652173913,46.0,School E,Year 8,All,All,All
optimism_score,11.78125,32.0,School E,Year 8,All,All,All
wellbeing_score,19.5,22.0,School E,Year 8,All,All,All
esteem_score,12.775,40.0,School E,Year 8,All,All,All
stress_score,7.897435897435898,39.0,School E,Year 8,All,All,All
appearance_score,4.878048780487805,41.0,School E,Year 8,All,All,All
negative_score,10.61111111111111,18.0,School E,Year 8,All,All,All
lonely_score,3.1627906976744184,43.0,School E,Year 8,All,All,All
support_score,4.75,44.0,School E,Year 8,All,All,All
sleep_score,0.6,45.0,School E,Year 8,All,All,All
physical_score,255.3658536585366,41.0,School E,Year 8,All,All,All
free_like_score,0.5333333333333333,45.0,School E,Year 8,All,All,All
media_score,3.302325581395349,43.0,School E,Year 8,All,All,All
places_score,0.5238095238095238,42.0,School E,Year 8,All,All,All
staff_talk_score,2.6402439024390243,41.0,School E,Year 8,All,All,All
home_talk_score,2.5795454545454546,44.0,School E,Year 8,All,All,All
peer_talk_score,2.411111111111111,45.0,School E,Year 8,All,All,All
talk_score,7.6644736842105265,38.0,School E,Year 8,All,All,All
accept_score,9.634146341463415,41.0,School E,Year 8,All,All,All
school_belong_score,2.422222222222222,45.0,School E,Year 8,All,All,All
staff_relationship_score,12.194444444444445,36.0,School E,Year 8,All,All,All
home_relationship_score,12.176470588235293,34.0,School E,Year 8,All,All,All
home_happy_score,5.261904761904762,42.0,School E,Year 8,All,All,All
local_env_score,14.913978494623656,31.0,School E,Year 8,All,All,All
discrim_score,1.0,47.0,School E,Year 8,All,All,All
belong_local_score,0.6585365853658537,41.0,School E,Year 8,All,All,All
wealth_score,0.3,30.0,School E,Year 8,All,All,All
future_score,6.833333333333333,21.0,School E,Year 8,All,All,All
climate_score,0.3409090909090909,44.0,School E,Year 8,All,All,All
social_score,12.6,30.0,School E,Year 8,All,All,All
bully_score,7.405405405405405,37.0,School E,Year 8,All,All,All
birth_you_age_score,7.119047619047619,42.0,School E,Year 10,All,All,All
autonomy_score,18.36,25.0,School E,Year 10,All,All,All
life_satisfaction_score,5.130434782608695,46.0,School E,Year 10,All,All,All
optimism_score,11.294117647058824,34.0,School E,Year 10,All,All,All
wellbeing_score,20.37037037037037,27.0,School E,Year 10,All,All,All
esteem_score,12.421052631578947,38.0,School E,Year 10,All,All,All
stress_score,8.605263157894736,38.0,School E,Year 10,All,All,All
appearance_score,4.914285714285715,35.0,School E,Year 10,All,All,All
negative_score,10.12,25.0,School E,Year 10,All,All,All
lonely_score,3.0,43.0,School E,Year 10,All,All,All
support_score,5.0,37.0,School E,Year 10,All,All,All
sleep_score,0.6046511627906976,43.0,School E,Year 10,All,All,All
physical_score,199.16666666666666,36.0,School E,Year 10,All,All,All
free_like_score,0.2727272727272727,44.0,School E,Year 10,All,All,All
media_score,3.9,40.0,School E,Year 10,All,All,All
places_score,0.5348837209302325,43.0,School E,Year 10,All,All,All
staff_talk_score,2.72972972972973,37.0,School E,Year 10,All,All,All
home_talk_score,2.4825581395348837,43.0,School E,Year 10,All,All,All
peer_talk_score,2.3369565217391304,46.0,School E,Year 10,All,All,All
talk_score,7.535714285714286,35.0,School E,Year 10,All,All,All
accept_score,9.81578947368421,38.0,School E,Year 10,All,All,All
school_belong_score,2.75,44.0,School E,Year 10,All,All,All
staff_relationship_score,11.91891891891892,37.0,School E,Year 10,All,All,All
home_relationship_score,12.514285714285714,35.0,School E,Year 10,All,All,All
home_happy_score,4.880952380952381,42.0,School E,Year 10,All,All,All
local_env_score,14.92063492063492,21.0,School E,Year 10,All,All,All
discrim_score,1.0,46.0,School E,Year 10,All,All,All
belong_local_score,0.4878048780487805,41.0,School E,Year 10,All,All,All
wealth_score,0.4375,32.0,School E,Year 10,All,All,All
future_score,7.111111111111111,18.0,School E,Year 10,All,All,All
climate_score,0.5681818181818182,44.0,School E,Year 10,All,All,All
social_score,11.89655172413793,29.0,School E,Year 10,All,All,All
bully_score,7.828571428571428,35.0,School E,Year 10,All,All,All
birth_you_age_score,7.318181818181818,11.0,School E,All,Girl,All,All
autonomy_score,,,School E,All,Girl,All,All
life_satisfaction_score,5.916666666666667,12.0,School E,All,Girl,All,All
optimism_score,,,School E,All,Girl,All,All
wellbeing_score,,,School E,All,Girl,All,All
esteem_score,13.363636363636363,11.0,School E,All,Girl,All,All
stress_score,9.0,10.0,School E,All,Girl,All,All
appearance_score,,,School E,All,Girl,All,All
negative_score,,,School E,All,Girl,All,All
lonely_score,3.1666666666666665,12.0,School E,All,Girl,All,All
support_score,4.7272727272727275,11.0,School E,All,Girl,All,All
sleep_score,0.4166666666666667,12.0,School E,All,Girl,All,All
physical_score,276.0,10.0,School E,All,Girl,All,All
free_like_score,0.2727272727272727,11.0,School E,All,Girl,All,All
media_score,5.083333333333333,12.0,School E,All,Girl,All,All
places_score,0.45454545454545453,11.0,School E,All,Girl,All,All
staff_talk_score,3.0681818181818183,11.0,School E,All,Girl,All,All
home_talk_score,2.022727272727273,11.0,School E,All,Girl,All,All
peer_talk_score,2.625,12.0,School E,All,Girl,All,All
talk_score,7.65,10.0,School E,All,Girl,All,All
accept_score,,,School E,All,Girl,All,All
school_belong_score,2.75,12.0,School E,All,Girl,All,All
staff_relationship_score,11.5,10.0,School E,All,Girl,All,All
home_relationship_score,,,School E,All,Girl,All,All
home_happy_score,3.8181818181818183,11.0,School E,All,Girl,All,All
local_env_score,,,School E,All,Girl,All,All
discrim_score,1.0,12.0,School E,All,Girl,All,All
belong_local_score,0.4,10.0,School E,All,Girl,All,All
wealth_score,,,School E,All,Girl,All,All
future_score,,,School E,All,Girl,All,All
climate_score,0.4166666666666667,12.0,School E,All,Girl,All,All
social_score,,,School E,All,Girl,All,All
bully_score,7.6,10.0,School E,All,Girl,All,All
birth_you_age_score,7.029411764705882,17.0,School E,All,Boy,All,All
autonomy_score,18.916666666666668,12.0,School E,All,Boy,All,All
life_satisfaction_score,4.611111111111111,18.0,School E,All,Boy,All,All
optimism_score,12.285714285714286,14.0,School E,All,Boy,All,All
wellbeing_score,19.8,10.0,School E,All,Boy,All,All
esteem_score,12.25,16.0,School E,All,Boy,All,All
stress_score,6.9411764705882355,17.0,School E,All,Boy,All,All
appearance_score,5.352941176470588,17.0,School E,All,Boy,All,All
negative_score,,,School E,All,Boy,All,All
lonely_score,2.8,15.0,School E,All,Boy,All,All
support_score,4.875,16.0,School E,All,Boy,All,All
sleep_score,0.6111111111111112,18.0,School E,All,Boy,All,All
physical_score,206.0,15.0,School E,All,Boy,All,All
free_like_score,0.35294117647058826,17.0,School E,All,Boy,All,All
media_score,2.7857142857142856,14.0,School E,All,Boy,All,All
places_score,0.6,15.0,School E,All,Boy,All,All
staff_talk_score,2.6875,16.0,School E,All,Boy,All,All
home_talk_score,2.6029411764705883,17.0,School E,All,Boy,All,All
peer_talk_score,2.2777777777777777,18.0,School E,All,Boy,All,All
talk_score,7.483333333333333,15.0,School E,All,Boy,All,All
accept_score,9.266666666666667,15.0,School E,All,Boy,All,All
school_belong_score,2.7058823529411766,17.0,School E,All,Boy,All,All
staff_relationship_score,12.857142857142858,14.0,School E,All,Boy,All,All
home_relationship_score,13.0,11.0,School E,All,Boy,All,All
home_happy_score,5.533333333333333,15.0,School E,All,Boy,All,All
local_env_score,15.84848484848485,11.0,School E,All,Boy,All,All
discrim_score,1.0,18.0,School E,All,Boy,All,All
belong_local_score,0.5,16.0,School E,All,Boy,All,All
wealth_score,0.3333333333333333,12.0,School E,All,Boy,All,All
future_score,,,School E,All,Boy,All,All
climate_score,0.6666666666666666,18.0,School E,All,Boy,All,All
social_score,,,School E,All,Boy,All,All
bully_score,7.882352941176471,17.0,School E,All,Boy,All,All
birth_you_age_score,7.26595744680851,47.0,School E,All,All,FSM,All
autonomy_score,18.0,29.0,School E,All,All,FSM,All
life_satisfaction_score,5.0,49.0,School E,All,All,FSM,All
optimism_score,11.771428571428572,35.0,School E,All,All,FSM,All
wellbeing_score,19.37037037037037,27.0,School E,All,All,FSM,All
esteem_score,13.047619047619047,42.0,School E,All,All,FSM,All
stress_score,7.947368421052632,38.0,School E,All,All,FSM,All
appearance_score,4.585365853658536,41.0,School E,All,All,FSM,All
negative_score,10.45,20.0,School E,All,All,FSM,All
lonely_score,3.2444444444444445,45.0,School E,All,All,FSM,All
